	county_id	new_pct_dem	proj_X	proj_Y	pct_black	pct_hisp	pct_bach	median_income	ln_pop_den	pct_3rd_party	pct_fb
44	1089	0.742262	856633.884832	1342883.814689	1.039937	-0.32708	2.175226	0.860988	1.332	0.77655	0.13616
45	1091	1.033834	768811.285582	1052617.856622	3.052045	-0.607024	-0.610844	-1.422583	-0.468368	-1.340987	-0.761311
46	1093	-1.421808	741692.503475	1261939.274265	-0.381586	-0.492175	-0.95519	-1.231931	-0.056386	-0.89657	-0.620531
47	1095	-1.146388	883132.843278	1301077.400136	-0.443391	0.326124	-0.266498	-0.519166	0.718705	-0.531368	0.470511
48	1097	0.622631	743211.51449	886352.312512	1.829672	-0.470641	0.130021	-0.405724	1.144472	-0.505052	-0.28618
49	1099	0.502405	815200.244652	981051.800647	2.282911	-0.650093	-0.882147	-1.621105	-0.442822	-1.358058	-0.743714
50	1101	1.972958	916720.694479	1063621.221154	3.347337	-0.427573	1.194363	-0.225566	1.071144	-0.53559	-0.00462
51	1103	-0.542291	832535.474938	1305759.507105	0.250202	-0.075848	0.046543	-0.081495	0.86701	-0.269753	-0.022218
52	1105	2.482417	811032.73223	1100137.237494	4.164541	-0.592668	0.088282	-2.116984	-0.71385	-1.388904	-0.462154
53	1107	0.490469	731209.672413	1165067.052746	2.131832	-0.32708	-0.819539	-0.954142	-0.382764	-1.454165	-0.233387
54	1109	0.452296	946549.44228	1019902.159586	1.898345	-0.51371	0.182195	-1.124445	0.063545	-0.693304	-0.092608
55	1111	-0.821725	973285.293654	1190092.743139	0.772114	-0.470641	-0.569105	-0.702657	-0.077245	-1.270769	-0.602934
56	1113	1.191381	1011255.563748	1081495.975395	2.372186	-0.284012	-0.433454	-0.770154	0.406055	-0.772384	-0.180595
57	1115	-0.995864	889785.37506	1228563.28809	0.03045	-0.506531	-0.610844	0.354686	0.642506	-0.672871	-0.550142
58	1117	-0.270027	862985.030777	1175242.540332	0.202131	-0.269655	2.185661	1.736612	1.030268	-0.043321	0.153757
59	1119	2.492898	727406.317881	1087560.848263	4.308753	-0.642915	-0.036934	-2.055088	-0.661953	-1.243139	-0.550142
60	1121	0.202617	907268.252473	1192714.043514	1.60992	-0.51371	-0.725626	-0.849421	0.502828	-1.126763	-0.567739
61	1123	-0.350552	947325.529533	1138812.351059	1.252822	-0.506531	-0.370846	-0.530155	0.102911	-1.136349	-0.567739
62	1125	0.531194	783130.846449	1170570.810775	1.568716	-0.413217	0.912625	0.001458	0.71757	-0.392507	-0.162997
63	1127	-1.116269	798893.281132	1229585.338329	-0.203037	-0.499353	-1.111711	-0.686066	0.339661	-0.8195	-0.567739
64	1129	-0.506829	737348.793137	956047.035528	0.984999	-0.571134	-0.965625	-0.846231	-0.616616	-1.370296	-0.356569
65	1131	2.149808	816408.167592	1027959.169289	4.137072	-0.642915	-0.986494	-1.580479	-0.764303	-1.650581	-0.726116
66	1133	-1.543668	788405.679798	1267516.377387	-0.580737	-0.449107	-0.95519	-1.241999	-0.096111	-0.881816	-0.567739
67	4001	2.040888	-1210747.44699	1455915.055424	-0.594471	-0.226587	-1.007363	-1.474553	-1.118588	-0.616238	-0.585336
68	4003	0.379965	-1290616.048286	1071853.928035	-0.34725	1.869407	0.119586	-0.286824	-0.451164	0.174763	1.051228
69	4005	1.748273	-1405358.570694	1537189.723531	-0.5464	0.333302	1.486535	0.436364	-1.019381	0.376427	-0.057413
70	4007	-0.068171	-1355977.807309	1298454.511457	-0.580737	0.663493	-0.339541	-0.69351	-0.794536	-0.623507	-0.21579
71	4009	-0.402805	-1286221.100075	1189851.984381	-0.491462	1.689956	-0.704757	-0.138429	-0.974869	-0.41248	-0.303777
72	4011	-0.070454	-1222283.147909	1212467.46331	-0.477728	2.680528	-0.882147	0.720888	-1.2416	0.165225	-0.426959
73	4012	-0.214067	-1644756.299499	1340754.419196	-0.560135	1.30234	-1.038668	-1.32318	-1.306053	-0.610865	0.875253
74	4013	1.060757	-1517277.205225	1274179.187705	-0.244241	1.546394	1.121319	0.791434	1.362833	-0.270711	1.772724
75	4015	-0.603462	-1583929.085058	1553430.429216	-0.553267	0.498397	-0.944755	-0.547242	-0.608598	-0.614492	0.224147
76	4017	0.735444	-1284771.653701	1467550.883134	-0.567002	0.139494	-0.694322	-0.938614	-0.805075	-0.4237	-0.321375
77	4019	1.57524	-1476179.482169	1125793.700988	-0.381586	1.991434	1.090015	0.005216	0.534463	-0.343786	1.455969
78	4021	0.45357	-1420559.618484	1207631.725536	-0.326648	1.48897	-0.256064	0.345185	0.345839	-0.299438	0.752071
79	4023	2.09623	-1398745.364152	1048490.185564	-0.587604	5.314877	-0.162151	-0.854101	-0.0951	-0.731635	4.993059
80	4025	0.080051	-1498500.147164	1412799.635227	-0.580737	0.362014	0.411759	-0.06058	-0.263302	-0.356735	0.259342
81	4027	0.799464	-1657911.200747	1234155.941838	-0.477728	3.900799	-0.725626	-0.571632	-0.089052	-0.158884	3.796432
82	5001	-0.254843	422335.103078	1257743.708077	1.149813	-0.449107	-0.642148	-0.468613	-0.541793	1.119269	-0.690921
83	5003	-0.377833	391951.357004	1133376.618928	1.115477	-0.29119	-1.007363	-0.607012	-0.415914	1.702199	-0.391764
84	5005	-0.688293	325940.125625	1477167.259177	-0.615073	-0.506531	-0.423019	-0.783129	0.270031	0.940515	-0.514947
85	5007	0.15427	155067.417377	1478110.649184	-0.512064	0.512753	1.194363	0.92572	1.106154	1.573647	1.209605
86	5009	-0.953242	258735.033856	1477273.679903	-0.608206	-0.499353	-0.610844	-0.562344	0.193735	0.671814	-0.690921
87	5011	0.022309	354212.888817	1162477.840656	1.348964	0.426617	-0.798669	-0.717617	-0.565003	1.323479	0.435316
88	5013	-0.687926	322399.143589	1171500.532611	0.861388	-0.391682	-1.101276	-0.488395	-0.973134	1.557771	-0.638129
89	5015	0.079929	218894.267985	1479752.528943	-0.560135	0.397904	-0.078673	-0.510161	-0.006076	1.434424	0.681681
90	5017	1.381707	435421.231002	1143899.14826	3.072646	-0.284012	-0.631714	-1.358347	-0.609714	0.543746	-0.426959
91	5019	0.543357	258708.747632	1224491.185402	1.039937	-0.341436	0.484802	-0.828505	-0.322441	2.73671	-0.338972
92	5021	-0.908553	496059.193409	1494568.779604	-0.580737	-0.528066	-0.976059	-1.139547	-0.372708	1.003708	-0.690921
93	5023	-1.08769	357025.914314	1394497.249307	-0.601338	-0.506531	-0.673452	-0.625517	-0.024168	1.32003	-0.585336
94	5025	-0.942484	350188.937896	1210635.806653	0.250202	-0.592668	-0.600409	-0.469464	-0.681035	0.614966	-0.690921
95	5027	0.000171	256770.078344	1130933.808057	1.850274	-0.484997	-0.245629	-1.213284	-0.205027	2.074517	-0.532544
96	5029	-0.145735	297523.557902	1361292.976957	0.085388	-0.398861	-0.663018	-0.744701	-0.106116	3.054659	-0.409362
97	5031	-0.125137	480302.090554	1433378.883938	0.366946	-0.312724	0.443063	-0.426782	0.708139	1.092999	-0.127802
98	5033	-0.786527	157857.692285	1394204.049938	-0.518931	-0.126094	-0.621279	-0.459254	0.49369	0.49778	-0.127802
99	5035	1.221661	513423.576284	1365376.636696	2.667478	-0.492175	-0.475193	-0.93195	0.314114	1.684478	-0.514947
100	5037	-0.458793	471220.168281	1372901.066993	0.65537	-0.607024	-0.788234	-0.462161	-0.284822	1.743476	-0.778909
101	5039	0.25373	306853.597189	1216982.507608	2.337849	-0.58549	-1.049102	-1.080061	-0.810089	2.979094	-0.796506
102	5041	1.066837	435928.176729	1207232.254042	2.571336	-0.240943	-0.819539	-1.518157	-0.652289	4.389173	-0.198192
103	5043	0.120699	394409.15108	1177997.363991	1.342097	-0.434751	0.088282	-0.447272	-0.402485	0.1958	-0.620531
104	5045	0.056863	331323.791898	1349674.862291	0.15406	-0.384504	0.90219	-0.033921	0.830275	1.533182	-0.268582
105	5047	-0.93463	189633.631978	1386239.55612	-0.560135	-0.463463	-1.028233	-1.019725	-0.250344	0.441767	-0.602934
106	5049	-0.806585	371604.146872	1489685.686317	-0.594471	-0.563956	-1.017798	-1.269154	-0.466703	0.763659	-0.532544
107	5051	-0.077869	259323.987465	1283331.453491	-0.065692	-0.276833	-0.036934	-0.604672	0.640135	0.82549	-0.162997
108	5053	-1.113097	326627.808301	1253552.815096	-0.443391	-0.484997	-0.339541	0.147656	-0.251414	-0.092437	-0.550142
109	5055	-0.884837	485094.291716	1465794.379226	-0.498329	-0.470641	-0.600409	-0.443089	0.32332	0.653949	-0.708519
110	5057	-0.091491	214468.733883	1188030.228315	1.438238	0.239987	-0.715191	-0.740589	-0.235271	2.074001	-0.00462
111	5059	-0.537892	278862.963149	1254964.243841	0.15406	-0.427573	-0.903016	-0.667632	0.114719	0.491655	-0.638129
112	5061	-0.330292	183790.031271	1226822.447671	0.80645	0.218453	-0.871712	-1.222784	-0.394608	1.03053	0.312134
113	5063	-0.852888	396954.700049	1419060.972586	-0.498329	-0.226587	-0.464758	-0.637144	0.053535	1.642977	-0.338972
114	5065	-0.969545	364589.368632	1457248.917258	-0.505197	-0.51371	-0.923886	-0.739454	-0.373517	1.140205	-0.638129
115	5067	-0.387864	429591.04287	1404690.564092	0.215866	-0.470641	-1.236927	-1.361041	-0.296609	1.012965	-0.761311
116	5069	1.677311	371614.553244	1252981.295944	3.251195	-0.528066	-0.412584	-0.891891	0.310824	1.007099	-0.550142
117	5071	-0.558221	228197.283187	1393651.494531	-0.518931	0.318946	-0.683887	-1.048936	-0.078618	1.374425	0.822461
118	5073	-0.093689	221574.842237	1132998.73486	1.843407	-0.484997	-0.642148	-1.482423	-0.729924	1.590585	-0.479752
119	5075	-0.904782	436658.91862	1454603.992551	-0.553267	-0.571134	-0.683887	-0.943861	-0.267158	2.129458	-0.690921
120	5077	1.148073	473434.601873	1315261.881508	3.18939	-0.499353	-1.174319	-1.674989	-0.631075	3.710288	-0.638129
121	5079	-0.393501	391307.800484	1219007.043092	1.465707	-0.398861	-1.278666	-0.475703	-0.36518	1.404788	-0.514947
122	5081	-0.554897	162518.090849	1183221.03204	0.875123	-0.571134	-0.986494	-0.580849	-0.401886	3.32737	-0.761311
123	5083	-0.891398	206086.184727	1353415.64153	-0.532666	-0.463463	-0.903016	-0.839424	-0.231815	1.376244	-0.567739
124	5085	-0.690199	373232.770066	1307349.945615	-0.237373	-0.355792	-0.141282	0.410414	0.412113	2.141475	-0.426959
125	5087	-0.749527	203231.123651	1442383.461955	-0.608206	-0.269655	-0.809104	-0.82411	-0.477045	0.009288	-0.21579
126	5089	-0.793321	295146.100532	1473912.054969	-0.594471	-0.51371	-0.506497	-1.17599	-0.313018	0.90182	-0.479752
127	5091	-0.465948	195029.703966	1140246.690907	1.074273	-0.441929	-0.537801	-0.704358	0.249176	0.525076	-0.479752
128	5093	0.283098	532469.756308	1428974.865864	1.68546	-0.384504	-0.850843	-0.946059	0.020025	2.608319	-0.514947
129	5095	0.538494	435787.594813	1301738.210198	2.324115	-0.635737	-0.965625	-1.051985	-0.784469	3.142787	-0.778909
130	5097	-0.890308	213113.79853	1277817.031116	-0.608206	-0.370148	-0.882147	-1.245331	-0.794614	0.853903	-0.356569
131	5099	-0.019235	247958.719308	1180841.309392	1.740398	-0.678805	-0.767365	-1.082188	-0.686153	3.182929	-0.831701
132	5101	-0.96276	248780.285434	1433403.254672	-0.628807	-0.650093	-0.151716	-1.079352	-0.889176	0.791486	-0.620531
133	5103	0.56308	287326.895876	1174245.222175	2.227973	-0.51371	-0.7778	-1.267735	-0.182907	2.10531	-0.708519
134	5105	-0.694918	277912.679214	1325417.867809	-0.580737	-0.470641	-0.965625	-0.328868	-0.505072	1.401618	-0.726116
135	5107	1.606127	469548.787144	1275565.170469	3.711302	-0.542422	-0.850843	-1.700584	-0.317489	1.754662	-0.761311
136	5109	-1.12898	214476.25049	1235851.035446	-0.34725	-0.212231	-0.485627	-0.914933	-0.53432	0.230855	-0.198192
137	5111	-0.887772	479239.741455	1404550.53121	-0.312913	-0.463463	-1.13258	-0.878065	-0.199914	0.736532	-0.655726
138	5113	-1.154978	161452.343369	1270800.629006	-0.594471	-0.205053	-0.819539	-1.08701	-0.370564	0.833711	-0.07501
139	5115	-0.59266	266852.293332	1381063.451779	-0.42279	-0.032779	0.088282	-0.697906	0.317767	0.72445	0.118562
140	5117	-0.911344	403336.418976	1317132.176897	0.222733	-0.556778	-0.683887	-0.754769	-0.746869	-0.222358	-0.796506
141	5119	1.702356	334772.986093	1307567.177133	1.898345	-0.233765	1.288275	-0.110352	1.38324	0.930384	0.13616
142	5121	-0.943201	442010.890768	1488566.547445	-0.553267	-0.528066	-0.850843	-1.14061	-0.286446	2.130942	-0.514947
143	5123	1.155155	474950.658275	1342409.699487	3.045177	-0.305546	-1.205623	-1.273195	-0.053078	2.289622	-0.550142
144	5125	-0.305202	302163.464753	1292571.819397	-0.141232	-0.334258	0.495236	0.787464	0.754384	0.710172	-0.268582
145	5127	-1.21803	175639.860446	1313035.405591	-0.615073	-0.126094	-1.320405	-1.220445	-0.775772	1.45609	-0.550142
146	5129	-1.165529	295162.865084	1433896.731762	-0.587604	-0.506531	-1.049102	-1.195913	-0.761799	-0.14087	-0.655726
147	5131	-0.131067	155781.521099	1350570.807009	-0.161834	0.34048	-0.068239	-0.501795	0.957928	1.576766	0.752071
148	5133	-0.708064	161311.206691	1216148.085049	-0.299179	1.718668	-0.95519	-0.397145	-0.2358	2.524056	2.054283
149	5135	-0.908574	402820.702499	1466350.171208	-0.573869	-0.51371	-1.226493	-1.321195	-0.255355	1.521307	-0.690921
150	5137	-0.828564	343901.558665	1430007.239632	-0.62194	-0.542422	-0.840408	-1.071837	-0.445301	0.75006	-0.708519
151	5139	0.056623	315263.903151	1128071.144283	1.616787	-0.391682	-0.089108	-0.612755	-0.097664	1.808897	-0.514947
152	5141	-0.796155	312954.543654	1397509.355299	-0.587604	-0.456285	-0.7778	-1.049787	-0.378482	0.64808	-0.602934
153	5143	0.868913	159434.293978	1437880.756099	-0.374719	0.52711	1.183928	-0.202381	0.984897	1.612634	1.121617
154	5145	-0.861616	383683.859222	1364037.284538	-0.326648	-0.370148	-0.109978	-0.657706	0.307297	0.697782	-0.303777
155	5147	0.112921	429370.643616	1358372.329993	1.300893	-0.642915	-0.829973	-1.450659	-0.803088	1.604479	-0.761311
156	5149	-0.867604	234291.132546	1330294.622837	-0.457126	0.771164	-0.95519	-0.665221	-0.387745	1.981383	0.910448
157	6001	2.954065	-2234738.6352	1929501.576207	0.099122	0.929081	2.655223	3.268564	2.255435	0.392822	4.887475
158	6003	1.982636	-2033713.929399	1985978.129888	-0.567002	0.218453	1.309144	0.740528	-1.994287	1.27644	0.06577
159	6005	0.225008	-2107447.297612	1987777.248865	-0.463993	0.318946	-0.276933	0.671187	0.207573	0.924022	0.224147
160	6007	1.045253	-2150235.215687	2140973.950248	-0.525798	0.491219	0.54741	-0.054482	0.642483	1.296761	0.452914
161	6009	0.2442	-2106253.694831	1959387.166097	-0.580737	0.189741	-0.38128	0.698554	-0.005281	0.532943	0.012977
162	6011	0.472661	-2217290.87399	2102851.451733	-0.525798	3.584964	-0.725626	0.43218	-0.504181	0.341095	3.919614
163	6013	2.414811	-2229774.703659	1959867.588813	-0.031356	1.158779	2.133487	3.290543	2.034715	0.371916	3.638055
164	6015	0.500623	-2270489.276747	2417815.950441	-0.39532	0.735273	-0.746495	-0.568796	-0.282673	1.176978	0.505706
165	6017	0.716053	-2087302.472882	2020991.715418	-0.573869	0.239987	1.288275	2.132096	0.50176	0.670409	0.787266
166	6019	1.238153	-2070419.627125	1782712.677705	-0.299179	3.132746	-0.078673	0.047048	0.75535	0.326884	2.898961
167	6021	0.140335	-2217101.489422	2151819.905514	-0.573869	2.321625	-0.809104	-0.260378	-0.426887	0.422109	2.371037
168	6023	2.054571	-2302684.56695	2305247.446348	-0.553267	0.15385	0.881321	-0.373252	-0.093637	1.88792	0.100965
169	6025	1.757974	-1785160.00309	1290266.646854	-0.457126	5.365124	-0.704757	-0.402959	-0.053466	0.458873	4.57072
170	6027	0.997353	-1883530.34898	1709043.334084	-0.567002	0.929081	0.54741	0.284352	-1.861985	0.790207	0.804863
171	6029	0.671736	-2028685.125058	1609038.998852	-0.251108	3.147102	-0.57954	0.00316	0.518779	0.805106	2.670194
172	6031	0.606768	-2103415.181875	1712087.875232	-0.189303	3.233239	-0.75693	0.322072	0.517264	0.861543	2.49422
173	6033	1.191724	-2262161.704102	2106534.068435	-0.47086	0.799876	-0.673452	-0.444224	0.050841	0.993566	0.699278
174	6035	-0.618183	-2038723.065974	2227608.25096	-0.031356	0.685027	-0.944755	0.216004	-1.104946	0.068951	0.153757
175	6037	2.378777	-2011044.630661	1487026.220627	-0.072559	2.802555	1.10045	1.044975	2.318933	0.414659	5.151437
176	6039	0.629626	-2067280.99018	1835015.516343	-0.409055	3.470115	-0.767365	0.303425	0.282736	0.531094	2.722987
177	6041	3.075853	-2291622.40502	1995420.094872	-0.477728	0.469685	3.917825	4.391632	1.37256	0.142227	2.35344
178	6043	0.422827	-2069174.684054	1877544.030432	-0.525798	0.132316	0.276107	-0.31802	-0.757991	0.705712	0.188952
179	6045	2.126267	-2303830.436056	2158440.063053	-0.580737	1.122889	0.255238	-0.133962	-0.333981	1.448595	1.350385
180	6047	1.326174	-2149139.845783	1853338.686127	-0.409055	3.59932	-0.850843	0.02599	0.652963	0.750732	3.796432
181	6049	-0.420406	-2022980.145151	2329657.43211	-0.525798	0.362014	-0.704757	-0.552914	-1.754346	0.206316	0.488109
182	6051	1.698849	-1972999.432556	1894718.387634	-0.573869	1.259272	0.714365	0.634886	-1.310035	1.647861	2.634999
183	6053	2.289703	-2221823.407876	1759768.076443	-0.450259	3.534718	0.286542	1.255622	0.625357	0.569405	4.412343
184	6055	2.262717	-2245549.752757	2032633.764207	-0.484595	1.768914	1.434361	2.502127	0.799616	0.637354	3.057338
185	6057	1.458853	-2092533.274344	2082988.745493	-0.587604	-0.004067	1.590882	0.906861	0.481041	0.866837	0.012977
186	6059	1.276139	-1985470.036975	1410109.530634	-0.505197	1.768914	1.945662	2.618263	2.593951	0.375551	4.465136
187	6061	0.783491	-2095296.246079	2056109.523042	-0.512064	0.326124	1.85175	2.579764	1.014107	0.803304	1.17441
188	6063	0.466808	-2077853.746953	2160535.285575	-0.567002	-0.039957	0.182195	0.1456	-1.053164	0.588797	-0.092608
189	6065	1.241615	-1825746.308227	1379426.304641	-0.182435	2.831268	0.036109	0.97131	1.159509	0.252296	2.969351
190	6067	1.788614	-2165233.745762	2003542.821517	0.044184	0.986506	0.933495	0.981661	2.044922	0.923264	2.846169
191	6069	1.758958	-2196405.497789	1797961.418737	-0.573869	3.613676	-0.235194	2.385992	-0.012199	0.430651	2.670194
192	6071	1.327542	-1816356.717833	1502734.83666	-0.058825	3.147102	-0.099543	0.713018	0.50864	0.594455	2.863766
193	6073	1.70847	-1909582.335711	1316236.044004	-0.285444	1.740202	1.757837	1.820346	1.655466	0.682195	3.286106
194	6075	3.267228	-2277693.438047	1954457.067214	-0.27171	0.412261	3.771738	4.193322	3.471547	0.313837	5.204229
195	6077	1.428589	-2174255.167012	1946264.462666	-0.148099	2.292913	-0.329107	0.788882	1.422446	0.998155	3.268508
196	6079	1.404459	-2173676.889339	1650747.31662	-0.498329	0.936259	1.403057	1.433086	0.376029	0.860731	0.945643
197	6081	2.799735	-2278620.939324	1915808.331194	-0.47086	1.072642	3.030873	4.915943	2.09811	0.184847	5.292216
198	6083	2.000979	-2159885.12081	1564370.719812	-0.491462	2.580035	1.27784	1.511502	0.747428	0.660508	3.215716
199	6085	2.481076	-2230802.292281	1880155.284026	-0.457126	1.151601	3.176959	5.016196	2.02601	0.444988	6.066505
200	6087	2.892584	-2262056.367977	1868436.005209	-0.553267	1.733024	1.966532	2.051057	1.515781	0.906391	2.300648
201	6089	-0.049161	-2153055.24475	2269395.295853	-0.5464	0.039001	0.025674	0.096536	0.02928	0.646012	0.13616
202	6091	0.316559	-2063688.255805	2107645.038477	-0.62194	0.089248	-0.423019	-0.082063	-1.522885	1.539735	-0.426959
203	6093	0.496357	-2167670.931376	2370093.586121	-0.518931	0.225631	0.130021	-0.571774	-1.076998	0.890381	0.118562
204	6095	1.945699	-2219655.37879	1997847.268776	0.325742	1.223382	0.516106	1.99703	1.396254	0.755087	2.705389
205	6097	2.613677	-2291021.696801	2048309.103995	-0.512064	1.237738	1.413492	1.964842	1.132204	0.811013	2.054283
206	6099	1.017518	-2162309.368275	1899394.09469	-0.42279	2.644638	-0.506497	0.524564	1.208581	0.654702	2.740584
207	6101	0.476918	-2176841.16985	2074840.059962	-0.498329	1.546394	-0.391715	0.407294	0.73239	0.42161	3.074936
208	6103	-0.127664	-2188084.257246	2205034.210978	-0.573869	1.115711	-0.652583	-0.623319	-0.415538	0.716671	0.646486
209	6105	0.821264	-2242976.893986	2281884.460705	-0.560135	-0.154806	-0.256064	-0.883383	-1.393151	2.086209	-0.00462
210	6107	0.747372	-2011660.159761	1705838.124651	-0.518931	3.958223	-0.767365	-0.256549	0.44383	0.497802	3.004546
211	6109	0.401296	-2060895.229295	1927044.854535	-0.505197	0.196919	-0.151716	0.482307	-0.359022	0.804146	0.012977
212	6111	1.655145	-2083758.332417	1520097.341065	-0.505197	2.386228	1.236101	2.469158	1.34382	0.502179	3.004546
213	6113	2.297669	-2204424.171088	2042049.234564	-0.443391	1.589463	2.02914	1.199823	0.906239	0.844583	3.250911
214	6115	0.307609	-2141581.414761	2092366.917388	-0.39532	1.345409	-0.506497	0.336677	0.57154	1.458353	1.420774
215	8001	1.507881	-705860.469943	1903858.571294	-0.39532	2.19242	0.244803	1.26888	1.306674	1.362724	1.860711
216	8003	0.970795	-854832.511194	1658999.348599	-0.567002	2.680528	0.317846	-1.119553	-0.394945	1.500645	0.769668
217	8005	1.77023	-708155.313708	1878923.596843	0.112857	0.699383	2.175226	1.713215	1.675219	1.048498	1.825516
218	8007	0.493348	-969294.364665	1628891.142411	-0.512064	0.641959	1.590882	-0.076887	-0.87199	0.728372	0.048172
