u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y	region
36	2	7.346939	0.408163	1.000000	2.000000	4.000000	-0.783253	0.190636	0.118259	2
37	2	7.551020	0.408163	1.000000	2.000000	4.000000	-0.322062	0.941311	4.672841	2
38	2	7.755102	0.408163	1.000000	2.000000	4.000000	0.813517	-1.032524	-1.522993	2
39	2	7.959184	0.408163	1.000000	2.000000	4.000000	-1.230864	0.397927	-0.233963	2
40	2	8.163265	0.408163	1.000000	2.000000	4.000000	0.227460	1.809306	9.143137	2
41	2	8.367347	0.408163	1.000000	2.000000	4.000000	1.307143	-0.218046	3.534485	2
42	2	8.571429	0.408163	1.000000	2.000000	4.000000	-1.607483	-0.847634	-6.569087	2
43	2	8.775510	0.408163	1.000000	2.000000	4.000000	0.184634	-0.652089	-0.060542	2
44	2	8.979592	0.408163	1.000000	2.000000	4.000000	0.259883	-1.089633	-3.357132	2
45	2	9.183673	0.408163	1.000000	2.000000	4.000000	0.781823	-0.784762	-1.055551	2
46	2	9.387755	0.408163	1.000000	2.000000	4.000000	-1.236951	-0.370508	-3.578379	2
47	2	9.591837	0.408163	1.000000	2.000000	4.000000	-1.320457	-1.405567	-7.262757	2
48	2	9.795918	0.408163	1.000000	2.000000	4.000000	0.521942	0.015618	1.466497	2
49	2	10.000000	0.408163	1.000000	2.000000	4.000000	0.296985	0.902277	4.623948	2
0	3	0.000000	0.612245	5.000000	0.500000	-3.000000	0.250493	-0.907756	7.504240	3
1	3	0.204082	0.612245	5.000000	0.500000	-3.000000	0.346448	1.519284	0.684600	3
2	3	0.408163	0.612245	5.000000	0.500000	-3.000000	-0.680025	0.510792	3.245038	3
3	3	0.612245	0.612245	5.000000	0.500000	-3.000000	0.232254	1.030581	2.644984	3
4	3	0.816327	0.612245	5.000000	0.500000	-3.000000	0.293072	-0.657835	7.729114	3
5	3	1.020408	0.612245	5.000000	0.500000	-3.000000	-0.714351	0.854525	2.591554	3
6	3	1.224490	0.612245	5.000000	0.500000	-3.000000	1.865775	-1.091934	9.077880	3
7	3	1.428571	0.612245	5.000000	0.500000	-3.000000	0.473833	0.890248	1.645583	3
8	3	1.632653	0.612245	5.000000	0.500000	-3.000000	-1.191303	0.171839	2.957173	3
9	3	1.836735	0.612245	5.000000	0.500000	-3.000000	0.656554	0.553251	4.177388	3
10	3	2.040816	0.612245	5.000000	0.500000	-3.000000	-0.974682	-1.175595	8.461320	3
11	3	2.244898	0.612245	5.000000	0.500000	-3.000000	0.787085	-0.895070	7.770400	3
12	3	2.448980	0.612245	5.000000	0.500000	-3.000000	1.158596	0.597228	3.067245	3
13	3	2.653061	0.612245	5.000000	0.500000	-3.000000	-0.820682	-0.948348	6.911127	3
14	3	2.857143	0.612245	5.000000	0.500000	-3.000000	0.963376	0.463206	4.179416	3
15	3	3.061224	0.612245	5.000000	0.500000	-3.000000	0.412781	-1.367138	9.396084	3
16	3	3.265306	0.612245	5.000000	0.500000	-3.000000	0.822060	0.848174	3.387773	3
17	3	3.469388	0.612245	1.000000	2.000000	4.000000	1.896793	-1.232523	-0.361685	2
18	3	3.673469	0.612245	1.000000	2.000000	4.000000	-0.245388	0.552300	2.596406	2
19	3	3.877551	0.612245	1.000000	2.000000	4.000000	-0.753736	0.625631	2.557712	2
20	3	4.081633	0.612245	1.000000	2.000000	4.000000	-0.889514	-0.696772	-4.628664	2
21	3	4.285714	0.612245	1.000000	2.000000	4.000000	-0.815810	0.582027	1.855212	2
22	3	4.489796	0.612245	1.000000	2.000000	4.000000	-0.077102	0.260442	1.720451	2
23	3	4.693878	0.612245	1.000000	2.000000	4.000000	0.341152	-0.538842	-0.116684	2
24	3	4.897959	0.612245	1.000000	2.000000	4.000000	0.276691	-1.008555	-2.224534	2
25	3	5.102041	0.612245	1.000000	2.000000	4.000000	0.827183	-1.962626	-5.544291	2
26	3	5.306122	0.612245	1.000000	2.000000	4.000000	0.013002	0.349650	2.170937	2
27	3	5.510204	0.612245	1.000000	2.000000	4.000000	1.453534	-1.564803	-3.503131	2
28	3	5.714286	0.612245	1.000000	2.000000	4.000000	-0.264657	0.095344	1.227059	2
29	3	5.918367	0.612245	1.000000	2.000000	4.000000	2.720169	-0.263448	5.506432	2
30	3	6.122449	0.612245	1.000000	2.000000	4.000000	0.625667	0.679143	5.667162	2
31	3	6.326531	0.612245	1.000000	2.000000	4.000000	-0.857158	-0.302045	-2.122197	2
32	3	6.530612	0.612245	1.000000	2.000000	4.000000	-1.070892	-0.329448	-2.002408	2
33	3	6.734694	0.612245	1.000000	2.000000	4.000000	0.482472	0.731871	4.357465	2
34	3	6.938776	0.612245	1.000000	2.000000	4.000000	-0.223463	0.335058	0.540912	2
35	3	7.142857	0.612245	1.000000	2.000000	4.000000	0.714000	0.316156	3.645368	2
36	3	7.346939	0.612245	1.000000	2.000000	4.000000	0.473238	0.469268	3.540205	2
37	3	7.551020	0.612245	1.000000	2.000000	4.000000	-0.072829	-1.535572	-5.813357	2
38	3	7.755102	0.612245	1.000000	2.000000	4.000000	-0.846794	0.756789	2.782620	2
39	3	7.959184	0.612245	1.000000	2.000000	4.000000	-1.514847	0.612469	1.024304	2
40	3	8.163265	0.612245	1.000000	2.000000	4.000000	-0.446515	-1.016683	-3.907052	2
41	3	8.367347	0.612245	1.000000	2.000000	4.000000	0.856399	-0.244080	1.645216	2
42	3	8.571429	0.612245	1.000000	2.000000	4.000000	0.214094	-0.039307	1.302313	2
43	3	8.775510	0.612245	1.000000	2.000000	4.000000	-1.245739	-0.134497	-2.355928	2
44	3	8.979592	0.612245	1.000000	2.000000	4.000000	0.173181	0.333860	2.963100	2
45	3	9.183673	0.612245	1.000000	2.000000	4.000000	0.385317	1.431367	6.726416	2
46	3	9.387755	0.612245	1.000000	2.000000	4.000000	-0.883857	1.081767	3.022813	2
47	3	9.591837	0.612245	1.000000	2.000000	4.000000	0.153725	-1.312219	-4.337057	2
48	3	9.795918	0.612245	1.000000	2.000000	4.000000	0.058209	0.622070	3.875375	2
49	3	10.000000	0.612245	1.000000	2.000000	4.000000	-1.142970	1.328933	3.878548	2
0	4	0.000000	0.816327	5.000000	0.500000	-3.000000	0.357787	0.386809	4.698663	3
1	4	0.204082	0.816327	5.000000	0.500000	-3.000000	0.560785	1.090980	2.409106	3
2	4	0.408163	0.816327	5.000000	0.500000	-3.000000	1.083051	2.012270	-0.895832	3
3	4	0.612245	0.816327	5.000000	0.500000	-3.000000	1.053802	1.023710	2.772505	3
4	4	0.816327	0.816327	5.000000	0.500000	-3.000000	-1.377669	0.249309	3.359136	3
5	4	1.020408	0.816327	5.000000	0.500000	-3.000000	-0.937825	1.045088	1.632412	3
6	4	1.224490	0.816327	5.000000	0.500000	-3.000000	0.515035	0.144888	5.248740	3
7	4	1.428571	0.816327	5.000000	0.500000	-3.000000	0.513786	0.023903	5.742541	3
8	4	1.632653	0.816327	5.000000	0.500000	-3.000000	0.515048	-0.351414	6.412777	3
9	4	1.836735	0.816327	5.000000	0.500000	-3.000000	3.852731	1.563413	3.036188	3
10	4	2.040816	0.816327	5.000000	0.500000	-3.000000	0.570891	-0.818429	7.961388	3
11	4	2.244898	0.816327	5.000000	0.500000	-3.000000	1.135566	1.532368	1.038206	3
12	4	2.448980	0.816327	5.000000	0.500000	-3.000000	0.954002	0.499864	3.826151	3
13	4	2.653061	0.816327	5.000000	0.500000	-3.000000	0.651391	-1.399306	9.207960	3
14	4	2.857143	0.816327	5.000000	0.500000	-3.000000	-0.315269	0.367649	3.949359	3
15	4	3.061224	0.816327	5.000000	0.500000	-3.000000	0.758969	-2.100027	11.729943	3
16	4	3.265306	0.816327	5.000000	0.500000	-3.000000	-0.772825	0.625508	2.867476	3
17	4	3.469388	0.816327	1.000000	2.000000	4.000000	-0.236819	0.885231	4.307662	2
18	4	3.673469	0.816327	1.000000	2.000000	4.000000	-0.485364	-0.592356	-2.211850	2
19	4	3.877551	0.816327	1.000000	2.000000	4.000000	0.081874	0.123548	2.664587	2
20	4	4.081633	0.816327	1.000000	2.000000	4.000000	2.314659	1.954157	13.181964	2
21	4	4.285714	0.816327	1.000000	2.000000	4.000000	-1.867265	-0.505747	-4.541371	2
22	4	4.489796	0.816327	1.000000	2.000000	4.000000	0.686260	-1.058908	-1.976957	2
23	4	4.693878	0.816327	1.000000	2.000000	4.000000	-1.612716	1.481663	2.470486	2
24	4	4.897959	0.816327	1.000000	2.000000	4.000000	-0.471932	1.962587	7.809749	2
25	4	5.102041	0.816327	1.000000	2.000000	4.000000	1.088951	0.003696	2.724435	2
26	4	5.306122	0.816327	1.000000	2.000000	4.000000	0.064280	1.011463	5.141001	2
27	4	5.510204	0.816327	1.000000	2.000000	4.000000	-1.077745	1.341476	4.197213	2
28	4	5.714286	0.816327	1.000000	2.000000	4.000000	-0.715304	-0.742484	-3.207865	2
29	4	5.918367	0.816327	1.000000	2.000000	4.000000	0.679598	-0.485306	0.152882	2
30	4	6.122449	0.816327	1.000000	2.000000	4.000000	-0.730367	1.230875	4.260218	2
31	4	6.326531	0.816327	1.000000	2.000000	4.000000	0.216459	1.685014	8.523321	2
32	4	6.530612	0.816327	1.000000	2.000000	4.000000	0.045572	0.562881	2.938138	2
33	4	6.734694	0.816327	1.000000	2.000000	4.000000	-0.651600	-0.879814	-4.741685	2
34	4	6.938776	0.816327	1.000000	2.000000	4.000000	2.143944	1.987061	13.314648	2
35	4	7.142857	0.816327	1.000000	2.000000	4.000000	0.633919	-0.530971	0.679379	2
36	4	7.346939	0.816327	1.000000	2.000000	4.000000	-2.025143	-0.335138	-4.046246	2
37	4	7.551020	0.816327	1.000000	2.000000	4.000000	0.186454	0.342338	2.830002	2
38	4	7.755102	0.816327	1.000000	2.000000	4.000000	-0.661786	1.554160	6.518391	2
39	4	7.959184	0.816327	1.000000	2.000000	4.000000	0.852433	0.853976	6.661779	2
40	4	8.163265	0.816327	1.000000	2.000000	4.000000	-0.792521	0.414866	0.908963	2
41	4	8.367347	0.816327	1.000000	2.000000	4.000000	-0.114736	0.463289	2.747442	2
42	4	8.571429	0.816327	1.000000	2.000000	4.000000	0.504987	0.043515	2.329263	2
43	4	8.775510	0.816327	1.000000	2.000000	4.000000	0.865755	0.558140	4.920693	2
44	4	8.979592	0.816327	1.000000	2.000000	4.000000	-1.200296	-2.529560	-10.951709	2
45	4	9.183673	0.816327	1.000000	2.000000	4.000000	-0.334501	-0.296607	-0.931503	2
46	4	9.387755	0.816327	1.000000	2.000000	4.000000	-0.474945	0.241322	0.765258	2
47	4	9.591837	0.816327	1.000000	2.000000	4.000000	-0.653329	-1.151014	-6.206485	2
48	4	9.795918	0.816327	1.000000	2.000000	4.000000	1.765454	0.386323	5.677050	2
49	4	10.000000	0.816327	1.000000	2.000000	4.000000	0.404982	-0.204471	0.334370	2
0	5	0.000000	1.020408	5.000000	0.500000	-3.000000	-1.260884	1.755476	-0.917067	3
1	5	0.204082	1.020408	5.000000	0.500000	-3.000000	0.917862	1.573020	0.113027	3
2	5	0.408163	1.020408	5.000000	0.500000	-3.000000	2.122156	-0.465806	7.762837	3
3	5	0.612245	1.020408	5.000000	0.500000	-3.000000	1.032465	-0.150838	6.522965	3
4	5	0.816327	1.020408	5.000000	0.500000	-3.000000	-1.519370	-0.073948	4.446579	3
5	5	1.020408	1.020408	5.000000	0.500000	-3.000000	-0.484234	-0.451659	5.620853	3
6	5	1.224490	1.020408	5.000000	0.500000	-3.000000	1.266911	0.195025	5.191581	3
7	5	1.428571	1.020408	5.000000	0.500000	-3.000000	-0.707669	-0.758282	7.867749	3
8	5	1.632653	1.020408	5.000000	0.500000	-3.000000	0.443819	-1.130615	9.404996	3
9	5	1.836735	1.020408	5.000000	0.500000	-3.000000	0.774634	0.622711	2.816144	3
10	5	2.040816	1.020408	5.000000	0.500000	-3.000000	-0.926930	0.629530	1.926355	3
11	5	2.244898	1.020408	5.000000	0.500000	-3.000000	-0.059525	-0.804316	6.533416	3
12	5	2.448980	1.020408	5.000000	0.500000	-3.000000	-3.241267	0.895355	0.124810	3
13	5	2.653061	1.020408	5.000000	0.500000	-3.000000	-1.024388	-0.631578	6.508336	3
14	5	2.857143	1.020408	5.000000	0.500000	-3.000000	-0.252568	0.253165	3.835873	3
15	5	3.061224	1.020408	5.000000	0.500000	-3.000000	-1.247783	0.820344	1.495741	3
16	5	3.265306	1.020408	5.000000	0.500000	-3.000000	1.632411	-0.033613	6.436598	3
17	5	3.469388	1.020408	1.000000	2.000000	4.000000	-1.430141	0.454741	0.223727	2
18	5	3.673469	1.020408	1.000000	2.000000	4.000000	-0.440044	-0.516430	-2.798159	2
19	5	3.877551	1.020408	1.000000	2.000000	4.000000	0.130741	-0.196467	0.966477	2
20	5	4.081633	1.020408	1.000000	2.000000	4.000000	1.441273	-0.205859	3.312126	2
21	5	4.285714	1.020408	1.000000	2.000000	4.000000	-1.435862	-0.746578	-4.593906	2
22	5	4.489796	1.020408	1.000000	2.000000	4.000000	1.163164	-0.176774	2.333994	2
23	5	4.693878	1.020408	1.000000	2.000000	4.000000	0.010233	-1.548618	-5.267659	2
24	5	4.897959	1.020408	1.000000	2.000000	4.000000	-0.981509	-0.491154	-3.913993	2
25	5	5.102041	1.020408	1.000000	2.000000	4.000000	0.462103	-0.284875	1.218198	2
26	5	5.306122	1.020408	1.000000	2.000000	4.000000	0.199060	-0.256180	-0.126063	2
27	5	5.510204	1.020408	1.000000	2.000000	4.000000	-0.600217	-0.241497	-1.601738	2
28	5	5.714286	1.020408	1.000000	2.000000	4.000000	0.069802	-0.061764	0.450477	2
29	5	5.918367	1.020408	1.000000	2.000000	4.000000	-0.385314	0.479442	3.047339	2
30	5	6.122449	1.020408	1.000000	2.000000	4.000000	0.113517	0.874517	4.390751	2
31	5	6.326531	1.020408	1.000000	2.000000	4.000000	0.662131	-0.649765	0.196331	2
32	5	6.530612	1.020408	1.000000	2.000000	4.000000	1.586017	-1.203201	-0.652766	2
33	5	6.734694	1.020408	1.000000	2.000000	4.000000	-1.237815	-1.042044	-6.058364	2
34	5	6.938776	1.020408	1.000000	2.000000	4.000000	2.133033	-0.487203	2.812055	2
35	5	7.142857	1.020408	1.000000	2.000000	4.000000	-1.952088	-0.351921	-4.626289	2
36	5	7.346939	1.020408	1.000000	2.000000	4.000000	-0.151785	-0.769996	-2.420785	2
37	5	7.551020	1.020408	1.000000	2.000000	4.000000	0.588317	-1.296117	-2.706964	2
38	5	7.755102	1.020408	1.000000	2.000000	4.000000	0.280992	-0.456121	-0.497995	2
39	5	7.959184	1.020408	1.000000	2.000000	4.000000	-0.622700	0.181427	0.226102	2
40	5	8.163265	1.020408	1.000000	2.000000	4.000000	-0.208122	0.595029	2.523296	2
41	5	8.367347	1.020408	1.000000	2.000000	4.000000	-0.493001	-0.557423	-2.812715	2
