u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y	region
44	0	8.979592	0.000000	5.000000	0.500000	-3.000000	-1.478522	2.426716	-2.605381	3
45	0	9.183673	0.000000	0.000000	-1.500000	-0.500000	-0.719844	0.432960	1.398827	4
46	0	9.387755	0.000000	0.000000	-1.500000	-0.500000	-0.460639	-1.377618	0.342524	4
47	0	9.591837	0.000000	0.000000	-1.500000	-0.500000	1.057122	-0.564774	-1.314314	4
48	0	9.795918	0.000000	0.000000	-1.500000	-0.500000	0.343618	1.021383	-0.465188	4
49	0	10.000000	0.000000	0.000000	-1.500000	-0.500000	-1.763040	2.088443	1.506999	4
0	1	0.000000	0.204082	0.000000	4.000000	-2.000000	0.324084	-1.585983	4.832834	1
1	1	0.204082	0.204082	0.000000	4.000000	-2.000000	-0.385082	-1.879924	2.395102	1
2	1	0.408163	0.204082	0.000000	4.000000	-2.000000	-0.676922	1.870965	-6.278788	1
3	1	0.612245	0.204082	0.000000	4.000000	-2.000000	0.611676	0.389614	1.531819	1
4	1	0.816327	0.204082	0.000000	4.000000	-2.000000	1.031000	-0.868293	5.252293	1
5	1	1.020408	0.204082	0.000000	4.000000	-2.000000	0.931280	0.534629	2.095097	1
6	1	1.224490	0.204082	0.000000	4.000000	-2.000000	-0.839218	-2.635748	2.269302	1
7	1	1.428571	0.204082	0.000000	4.000000	-2.000000	-0.309212	0.003376	-1.233871	1
8	1	1.632653	0.204082	0.000000	4.000000	-2.000000	0.331263	0.327821	0.600155	1
9	1	1.836735	0.204082	0.000000	4.000000	-2.000000	0.975545	0.924270	1.841695	1
10	1	2.040816	0.204082	0.000000	4.000000	-2.000000	-0.479174	-1.013896	-0.041499	1
11	1	2.244898	0.204082	0.000000	4.000000	-2.000000	-0.185659	0.085687	-0.390554	1
12	1	2.448980	0.204082	0.000000	4.000000	-2.000000	-1.106335	-0.925425	-2.742113	1
13	1	2.653061	0.204082	0.000000	4.000000	-2.000000	-1.196207	0.255384	-5.966126	1
14	1	2.857143	0.204082	1.000000	2.000000	4.000000	0.812526	-0.895346	-0.584508	2
15	1	3.061224	0.204082	1.000000	2.000000	4.000000	1.356240	-0.408101	1.977638	2
16	1	3.265306	0.204082	1.000000	2.000000	4.000000	-0.072010	-0.995815	-3.111584	2
17	1	3.469388	0.204082	1.000000	2.000000	4.000000	1.003533	0.651136	6.415400	2
18	1	3.673469	0.204082	1.000000	2.000000	4.000000	0.361636	0.858451	5.146796	2
19	1	3.877551	0.204082	1.000000	2.000000	4.000000	-0.645120	-0.234621	-1.084130	2
20	1	4.081633	0.204082	1.000000	2.000000	4.000000	0.361396	0.038238	1.286281	2
21	1	4.285714	0.204082	1.000000	2.000000	4.000000	1.538037	-1.448591	-1.828127	2
22	1	4.489796	0.204082	1.000000	2.000000	4.000000	-0.035826	-0.299677	0.034404	2
23	1	4.693878	0.204082	1.000000	2.000000	4.000000	1.564644	-0.050205	3.150782	2
24	1	4.897959	0.204082	1.000000	2.000000	4.000000	-2.619745	2.620793	6.344105	2
25	1	5.102041	0.204082	1.000000	2.000000	4.000000	0.821903	-1.111967	-1.753668	2
26	1	5.306122	0.204082	1.000000	2.000000	4.000000	0.087047	1.464177	7.051447	2
27	1	5.510204	0.204082	1.000000	2.000000	4.000000	-0.299007	0.996859	4.908000	2
28	1	5.714286	0.204082	1.000000	2.000000	4.000000	0.091761	0.280636	2.473286	2
29	1	5.918367	0.204082	5.000000	0.500000	-3.000000	-1.987569	1.758620	-0.530610	3
30	1	6.122449	0.204082	5.000000	0.500000	-3.000000	-0.219672	0.372105	3.277053	3
31	1	6.326531	0.204082	5.000000	0.500000	-3.000000	0.357113	0.389159	4.079041	3
32	1	6.530612	0.204082	5.000000	0.500000	-3.000000	1.477894	-0.053121	5.940542	3
33	1	6.734694	0.204082	5.000000	0.500000	-3.000000	-0.518270	1.223569	0.535531	3
34	1	6.938776	0.204082	5.000000	0.500000	-3.000000	-0.808494	1.096469	1.784493	3
35	1	7.142857	0.204082	5.000000	0.500000	-3.000000	-0.501757	-0.625677	7.788490	3
36	1	7.346939	0.204082	5.000000	0.500000	-3.000000	0.915402	-1.319247	9.406940	3
37	1	7.551020	0.204082	5.000000	0.500000	-3.000000	0.328751	-0.202981	6.025828	3
38	1	7.755102	0.204082	5.000000	0.500000	-3.000000	-0.529760	-0.800039	7.177495	3
39	1	7.959184	0.204082	5.000000	0.500000	-3.000000	0.513267	-0.063525	5.090415	3
40	1	8.163265	0.204082	5.000000	0.500000	-3.000000	0.097078	1.237438	0.425844	3
41	1	8.367347	0.204082	5.000000	0.500000	-3.000000	0.968645	-0.457302	6.503341	3
42	1	8.571429	0.204082	5.000000	0.500000	-3.000000	-0.702053	-0.042823	4.081464	3
43	1	8.775510	0.204082	5.000000	0.500000	-3.000000	-0.327662	0.058023	5.514152	3
44	1	8.979592	0.204082	0.000000	-1.500000	-0.500000	-0.392108	0.848431	0.106392	4
45	1	9.183673	0.204082	0.000000	-1.500000	-0.500000	-1.463515	-2.246889	3.145757	4
46	1	9.387755	0.204082	0.000000	-1.500000	-0.500000	0.296120	-0.606700	0.303747	4
47	1	9.591837	0.204082	0.000000	-1.500000	-0.500000	0.261055	0.211284	-1.058100	4
48	1	9.795918	0.204082	0.000000	-1.500000	-0.500000	0.005113	1.200079	-0.991142	4
49	1	10.000000	0.204082	0.000000	-1.500000	-0.500000	-0.234587	-0.491902	0.631868	4
0	2	0.000000	0.408163	0.000000	4.000000	-2.000000	-1.415371	-1.876553	-1.393993	1
1	2	0.204082	0.408163	0.000000	4.000000	-2.000000	-0.420645	0.619711	-2.671162	1
2	2	0.408163	0.408163	0.000000	4.000000	-2.000000	-0.342715	-0.635362	0.024029	1
3	2	0.612245	0.408163	0.000000	4.000000	-2.000000	-0.802277	-1.189667	-0.790717	1
4	2	0.816327	0.408163	0.000000	4.000000	-2.000000	-0.161286	-0.624345	0.803666	1
5	2	1.020408	0.408163	0.000000	4.000000	-2.000000	0.404051	-0.184525	2.086081	1
6	2	1.224490	0.408163	0.000000	4.000000	-2.000000	1.886186	-0.604745	8.239247	1
7	2	1.428571	0.408163	0.000000	4.000000	-2.000000	0.174578	-2.205566	5.132483	1
8	2	1.632653	0.408163	0.000000	4.000000	-2.000000	0.257550	0.897066	-1.300775	1
9	2	1.836735	0.408163	0.000000	4.000000	-2.000000	-0.074446	1.274875	-2.806992	1
10	2	2.040816	0.408163	0.000000	4.000000	-2.000000	-1.918771	0.651522	-9.218453	1
11	2	2.244898	0.408163	0.000000	4.000000	-2.000000	-0.026514	-1.137686	3.439007	1
12	2	2.448980	0.408163	0.000000	4.000000	-2.000000	0.060230	-0.201492	0.623957	1
13	2	2.653061	0.408163	1.000000	2.000000	4.000000	2.463242	-0.006521	5.198279	2
14	2	2.857143	0.408163	1.000000	2.000000	4.000000	-0.192361	0.598794	2.943366	2
15	2	3.061224	0.408163	1.000000	2.000000	4.000000	0.301547	0.668340	4.536136	2
16	2	3.265306	0.408163	1.000000	2.000000	4.000000	-0.034712	-0.734174	-1.169437	2
17	2	3.469388	0.408163	1.000000	2.000000	4.000000	-1.168678	0.081996	-1.304100	2
18	2	3.673469	0.408163	1.000000	2.000000	4.000000	1.142823	0.457280	4.323553	2
19	2	3.877551	0.408163	1.000000	2.000000	4.000000	0.751933	1.455822	8.735574	2
20	2	4.081633	0.408163	1.000000	2.000000	4.000000	0.791032	0.704507	4.709791	2
21	2	4.285714	0.408163	1.000000	2.000000	4.000000	-0.909387	0.789057	2.119374	2
22	2	4.489796	0.408163	1.000000	2.000000	4.000000	1.402794	0.083827	4.012085	2
23	2	4.693878	0.408163	1.000000	2.000000	4.000000	-1.401851	1.410459	3.803318	2
24	2	4.897959	0.408163	1.000000	2.000000	4.000000	0.586857	0.409763	4.157348	2
25	2	5.102041	0.408163	1.000000	2.000000	4.000000	2.190456	-0.861088	1.594742	2
26	2	5.306122	0.408163	1.000000	2.000000	4.000000	-0.990536	1.403370	4.495543	2
27	2	5.510204	0.408163	1.000000	2.000000	4.000000	-0.566298	0.697903	2.651882	2
28	2	5.714286	0.408163	5.000000	0.500000	-3.000000	0.099651	-0.443044	6.453757	3
29	2	5.918367	0.408163	5.000000	0.500000	-3.000000	-0.503476	-0.479493	6.235655	3
30	2	6.122449	0.408163	5.000000	0.500000	-3.000000	-1.550663	0.296576	3.552945	3
31	2	6.326531	0.408163	5.000000	0.500000	-3.000000	0.068563	0.463185	4.066647	3
32	2	6.530612	0.408163	5.000000	0.500000	-3.000000	-1.062304	0.197292	4.073288	3
33	2	6.734694	0.408163	5.000000	0.500000	-3.000000	0.473592	0.311309	4.529663	3
34	2	6.938776	0.408163	5.000000	0.500000	-3.000000	-0.919424	1.699957	-1.350696	3
35	2	7.142857	0.408163	5.000000	0.500000	-3.000000	1.549934	1.071543	2.585452	3
36	2	7.346939	0.408163	5.000000	0.500000	-3.000000	-0.783253	0.190636	4.276220	3
37	2	7.551020	0.408163	5.000000	0.500000	-3.000000	-0.322062	0.941311	2.379508	3
38	2	7.755102	0.408163	5.000000	0.500000	-3.000000	0.813517	-1.032524	8.158155	3
39	2	7.959184	0.408163	5.000000	0.500000	-3.000000	-1.230864	0.397927	2.861267	3
40	2	8.163265	0.408163	5.000000	0.500000	-3.000000	0.227460	1.809306	-0.601239	3
41	2	8.367347	0.408163	5.000000	0.500000	-3.000000	1.307143	-0.218046	6.575916	3
42	2	8.571429	0.408163	5.000000	0.500000	-3.000000	-1.607483	-0.847634	7.256101	3
43	2	8.775510	0.408163	0.000000	-1.500000	-0.500000	0.184634	-0.652089	-0.154636	4
44	2	8.979592	0.408163	0.000000	-1.500000	-0.500000	0.259883	-1.089633	0.608973	4
45	2	9.183673	0.408163	0.000000	-1.500000	-0.500000	0.781823	-0.784762	-0.718613	4
46	2	9.387755	0.408163	0.000000	-1.500000	-0.500000	-1.236951	-0.370508	1.978537	4
47	2	9.591837	0.408163	0.000000	-1.500000	-0.500000	-1.320457	-1.405567	2.577776	4
48	2	9.795918	0.408163	0.000000	-1.500000	-0.500000	0.521942	0.015618	-0.417416	4
49	2	10.000000	0.408163	0.000000	-1.500000	-0.500000	0.296985	0.902277	-0.733827	4
0	3	0.000000	0.612245	0.000000	4.000000	-2.000000	0.250493	-0.907756	3.955396	1
1	3	0.204082	0.612245	0.000000	4.000000	-2.000000	0.346448	1.519284	-2.078887	1
2	3	0.408163	0.612245	0.000000	4.000000	-2.000000	-0.680025	0.510792	-3.482632	1
3	3	0.612245	0.612245	0.000000	4.000000	-2.000000	0.232254	1.030581	-1.396747	1
4	3	0.816327	0.612245	0.000000	4.000000	-2.000000	0.293072	-0.657835	2.053316	1
5	3	1.020408	0.612245	0.000000	4.000000	-2.000000	-0.714351	0.854525	-4.571890	1
6	3	1.224490	0.612245	0.000000	4.000000	-2.000000	1.865775	-1.091934	9.715642	1
7	3	1.428571	0.612245	0.000000	4.000000	-2.000000	0.473833	0.890248	1.573923	1
8	3	1.632653	0.612245	0.000000	4.000000	-2.000000	-1.191303	0.171839	-5.200966	1
9	3	1.836735	0.612245	0.000000	4.000000	-2.000000	0.656554	0.553251	0.954623	1
10	3	2.040816	0.612245	0.000000	4.000000	-2.000000	-0.974682	-1.175595	-1.411032	1
11	3	2.244898	0.612245	0.000000	4.000000	-2.000000	0.787085	-0.895070	3.901158	1
12	3	2.448980	0.612245	1.000000	2.000000	4.000000	1.158596	0.597228	5.660126	2
13	3	2.653061	0.612245	1.000000	2.000000	4.000000	-0.820682	-0.948348	-4.426744	2
14	3	2.857143	0.612245	1.000000	2.000000	4.000000	0.963376	0.463206	5.176878	2
15	3	3.061224	0.612245	1.000000	2.000000	4.000000	0.412781	-1.367138	-3.156178	2
16	3	3.265306	0.612245	1.000000	2.000000	4.000000	0.822060	0.848174	5.785032	2
17	3	3.469388	0.612245	1.000000	2.000000	4.000000	1.896793	-1.232523	-0.211814	2
18	3	3.673469	0.612245	1.000000	2.000000	4.000000	-0.245388	0.552300	2.335363	2
19	3	3.877551	0.612245	1.000000	2.000000	4.000000	-0.753736	0.625631	1.431020	2
20	3	4.081633	0.612245	1.000000	2.000000	4.000000	-0.889514	-0.696772	-3.411169	2
21	3	4.285714	0.612245	1.000000	2.000000	4.000000	-0.815810	0.582027	1.059693	2
22	3	4.489796	0.612245	1.000000	2.000000	4.000000	-0.077102	0.260442	1.680252	2
23	3	4.693878	0.612245	1.000000	2.000000	4.000000	0.341152	-0.538842	-0.970650	2
24	3	4.897959	0.612245	1.000000	2.000000	4.000000	0.276691	-1.008555	-2.205996	2
25	3	5.102041	0.612245	1.000000	2.000000	4.000000	0.827183	-1.962626	-4.295421	2
26	3	5.306122	0.612245	1.000000	2.000000	4.000000	0.013002	0.349650	1.773810	2
27	3	5.510204	0.612245	5.000000	0.500000	-3.000000	1.453534	-1.564803	9.494666	3
28	3	5.714286	0.612245	5.000000	0.500000	-3.000000	-0.264657	0.095344	4.519196	3
29	3	5.918367	0.612245	5.000000	0.500000	-3.000000	2.720169	-0.263448	7.158278	3
30	3	6.122449	0.612245	5.000000	0.500000	-3.000000	0.625667	0.679143	3.384735	3
31	3	6.326531	0.612245	5.000000	0.500000	-3.000000	-0.857158	-0.302045	5.254397	3
32	3	6.530612	0.612245	5.000000	0.500000	-3.000000	-1.070892	-0.329448	5.352577	3
33	3	6.734694	0.612245	5.000000	0.500000	-3.000000	0.482472	0.731871	3.229379	3
34	3	6.938776	0.612245	5.000000	0.500000	-3.000000	-0.223463	0.335058	4.403310	3
35	3	7.142857	0.612245	5.000000	0.500000	-3.000000	0.714000	0.316156	3.431008	3
36	3	7.346939	0.612245	5.000000	0.500000	-3.000000	0.473238	0.469268	3.644346	3
37	3	7.551020	0.612245	5.000000	0.500000	-3.000000	-0.072829	-1.535572	9.677206	3
38	3	7.755102	0.612245	5.000000	0.500000	-3.000000	-0.846794	0.756789	1.847249	3
39	3	7.959184	0.612245	5.000000	0.500000	-3.000000	-1.514847	0.612469	3.270755	3
40	3	8.163265	0.612245	5.000000	0.500000	-3.000000	-0.446515	-1.016683	7.509087	3
41	3	8.367347	0.612245	5.000000	0.500000	-3.000000	0.856399	-0.244080	6.139794	3
42	3	8.571429	0.612245	0.000000	-1.500000	-0.500000	0.214094	-0.039307	-0.023476	4
43	3	8.775510	0.612245	0.000000	-1.500000	-0.500000	-1.245739	-0.134497	1.640214	4
44	3	8.979592	0.612245	0.000000	-1.500000	-0.500000	0.173181	0.333860	-1.349988	4
45	3	9.183673	0.612245	0.000000	-1.500000	-0.500000	0.385317	1.431367	-1.507987	4
46	3	9.387755	0.612245	0.000000	-1.500000	-0.500000	-0.883857	1.081767	1.299623	4
47	3	9.591837	0.612245	0.000000	-1.500000	-0.500000	0.153725	-1.312219	0.257074	4
48	3	9.795918	0.612245	0.000000	-1.500000	-0.500000	0.058209	0.622070	-0.821565	4
49	3	10.000000	0.612245	0.000000	-1.500000	-0.500000	-1.142970	1.328933	1.512825	4
0	4	0.000000	0.816327	0.000000	4.000000	-2.000000	0.357787	0.386809	0.492145	1
1	4	0.204082	0.816327	0.000000	4.000000	-2.000000	0.560785	1.090980	-0.193903	1
2	4	0.408163	0.816327	0.000000	4.000000	-2.000000	1.083051	2.012270	0.382392	1
3	4	0.612245	0.816327	0.000000	4.000000	-2.000000	1.053802	1.023710	2.553164	1
4	4	0.816327	0.816327	0.000000	4.000000	-2.000000	-1.377669	0.249309	-4.818438	1
5	4	1.020408	0.816327	0.000000	4.000000	-2.000000	-0.937825	1.045088	-5.427859	1
6	4	1.224490	0.816327	0.000000	4.000000	-2.000000	0.515035	0.144888	2.350285	1
7	4	1.428571	0.816327	0.000000	4.000000	-2.000000	0.513786	0.023903	1.754355	1
8	4	1.632653	0.816327	0.000000	4.000000	-2.000000	0.515048	-0.351414	2.250085	1
9	4	1.836735	0.816327	0.000000	4.000000	-2.000000	3.852731	1.563413	12.315265	1
10	4	2.040816	0.816327	0.000000	4.000000	-2.000000	0.570891	-0.818429	3.974004	1
11	4	2.244898	0.816327	1.000000	2.000000	4.000000	1.135566	1.532368	8.861346	2
12	4	2.448980	0.816327	1.000000	2.000000	4.000000	0.954002	0.499864	4.819813	2
13	4	2.653061	0.816327	1.000000	2.000000	4.000000	0.651391	-1.399306	-3.094783	2
14	4	2.857143	0.816327	1.000000	2.000000	4.000000	-0.315269	0.367649	2.020255	2
15	4	3.061224	0.816327	1.000000	2.000000	4.000000	0.758969	-2.100027	-5.630024	2
16	4	3.265306	0.816327	1.000000	2.000000	4.000000	-0.772825	0.625508	2.101864	2
17	4	3.469388	0.816327	1.000000	2.000000	4.000000	-0.236819	0.885231	3.813784	2
18	4	3.673469	0.816327	1.000000	2.000000	4.000000	-0.485364	-0.592356	-2.597101	2
19	4	3.877551	0.816327	1.000000	2.000000	4.000000	0.081874	0.123548	1.058463	2
20	4	4.081633	0.816327	1.000000	2.000000	4.000000	2.314659	1.954157	14.338334	2
21	4	4.285714	0.816327	1.000000	2.000000	4.000000	-1.867265	-0.505747	-4.750792	2
22	4	4.489796	0.816327	1.000000	2.000000	4.000000	0.686260	-1.058908	-1.975536	2
23	4	4.693878	0.816327	1.000000	2.000000	4.000000	-1.612716	1.481663	3.236826	2
24	4	4.897959	0.816327	1.000000	2.000000	4.000000	-0.471932	1.962587	9.374314	2
25	4	5.102041	0.816327	1.000000	2.000000	4.000000	1.088951	0.003696	2.656020	2
26	4	5.306122	0.816327	5.000000	0.500000	-3.000000	0.064280	1.011463	1.783327	3
27	4	5.510204	0.816327	5.000000	0.500000	-3.000000	-1.077745	1.341476	0.644618	3
28	4	5.714286	0.816327	5.000000	0.500000	-3.000000	-0.715304	-0.742484	7.169907	3
29	4	5.918367	0.816327	5.000000	0.500000	-3.000000	0.679598	-0.485306	7.274682	3
30	4	6.122449	0.816327	5.000000	0.500000	-3.000000	-0.730367	1.230875	1.845997	3
31	4	6.326531	0.816327	5.000000	0.500000	-3.000000	0.216459	1.685014	0.306265	3
32	4	6.530612	0.816327	5.000000	0.500000	-3.000000	0.045572	0.562881	2.806128	3
33	4	6.734694	0.816327	5.000000	0.500000	-3.000000	-0.651600	-0.879814	7.185170	3
34	4	6.938776	0.816327	5.000000	0.500000	-3.000000	2.143944	1.987061	0.264705	3
35	4	7.142857	0.816327	5.000000	0.500000	-3.000000	0.633919	-0.530971	7.943985	3
36	4	7.346939	0.816327	5.000000	0.500000	-3.000000	-2.025143	-0.335138	4.293939	3
37	4	7.551020	0.816327	5.000000	0.500000	-3.000000	0.186454	0.342338	4.667502	3
38	4	7.755102	0.816327	5.000000	0.500000	-3.000000	-0.661786	1.554160	0.096583	3
39	4	7.959184	0.816327	5.000000	0.500000	-3.000000	0.852433	0.853976	3.283204	3
40	4	8.163265	0.816327	5.000000	0.500000	-3.000000	-0.792521	0.414866	3.308146	3
41	4	8.367347	0.816327	0.000000	-1.500000	-0.500000	-0.114736	0.463289	-0.480756	4
42	4	8.571429	0.816327	0.000000	-1.500000	-0.500000	0.504987	0.043515	-0.403802	4
43	4	8.775510	0.816327	0.000000	-1.500000	-0.500000	0.865755	0.558140	-1.250487	4
44	4	8.979592	0.816327	0.000000	-1.500000	-0.500000	-1.200296	-2.529560	3.551253	4
45	4	9.183673	0.816327	0.000000	-1.500000	-0.500000	-0.334501	-0.296607	0.643403	4
46	4	9.387755	0.816327	0.000000	-1.500000	-0.500000	-0.474945	0.241322	0.291846	4
47	4	9.591837	0.816327	0.000000	-1.500000	-0.500000	-0.653329	-1.151014	0.776107	4
48	4	9.795918	0.816327	0.000000	-1.500000	-0.500000	1.765454	0.386323	-2.431656	4
49	4	10.000000	0.816327	0.000000	-1.500000	-0.500000	0.404982	-0.204471	-0.293292	4
0	5	0.000000	1.020408	0.000000	4.000000	-2.000000	-1.260884	1.755476	-9.037379	1
1	5	0.204082	1.020408	0.000000	4.000000	-2.000000	0.917862	1.573020	0.256122	1
2	5	0.408163	1.020408	0.000000	4.000000	-2.000000	2.122156	-0.465806	9.186857	1
3	5	0.612245	1.020408	0.000000	4.000000	-2.000000	1.032465	-0.150838	3.690044	1
4	5	0.816327	1.020408	0.000000	4.000000	-2.000000	-1.519370	-0.073948	-6.338426	1
5	5	1.020408	1.020408	0.000000	4.000000	-2.000000	-0.484234	-0.451659	-1.600533	1
6	5	1.224490	1.020408	0.000000	4.000000	-2.000000	1.266911	0.195025	4.471355	1
7	5	1.428571	1.020408	0.000000	4.000000	-2.000000	-0.707669	-0.758282	-1.683462	1
8	5	1.632653	1.020408	0.000000	4.000000	-2.000000	0.443819	-1.130615	3.223006	1
9	5	1.836735	1.020408	0.000000	4.000000	-2.000000	0.774634	0.622711	2.864409	1
10	5	2.040816	1.020408	1.000000	2.000000	4.000000	-0.926930	0.629530	2.290528	2
11	5	2.244898	1.020408	1.000000	2.000000	4.000000	-0.059525	-0.804316	-2.725823	2
12	5	2.448980	1.020408	1.000000	2.000000	4.000000	-3.241267	0.895355	-1.764902	2
13	5	2.653061	1.020408	1.000000	2.000000	4.000000	-1.024388	-0.631578	-3.366354	2
14	5	2.857143	1.020408	1.000000	2.000000	4.000000	-0.252568	0.253165	2.103068	2
15	5	3.061224	1.020408	1.000000	2.000000	4.000000	-1.247783	0.820344	1.376507	2
16	5	3.265306	1.020408	1.000000	2.000000	4.000000	1.632411	-0.033613	4.676426	2
17	5	3.469388	1.020408	1.000000	2.000000	4.000000	-1.430141	0.454741	-0.315272	2
18	5	3.673469	1.020408	1.000000	2.000000	4.000000	-0.440044	-0.516430	-2.613739	2
19	5	3.877551	1.020408	1.000000	2.000000	4.000000	0.130741	-0.196467	0.837683	2
20	5	4.081633	1.020408	1.000000	2.000000	4.000000	1.441273	-0.205859	3.704488	2
21	5	4.285714	1.020408	1.000000	2.000000	4.000000	-1.435862	-0.746578	-3.564083	2
22	5	4.489796	1.020408	1.000000	2.000000	4.000000	1.163164	-0.176774	2.019368	2
23	5	4.693878	1.020408	1.000000	2.000000	4.000000	0.010233	-1.548618	-4.824547	2
24	5	4.897959	1.020408	1.000000	2.000000	4.000000	-0.981509	-0.491154	-3.132533	2
25	5	5.102041	1.020408	5.000000	0.500000	-3.000000	0.462103	-0.284875	6.477358	3
26	5	5.306122	1.020408	5.000000	0.500000	-3.000000	0.199060	-0.256180	5.132824	3
27	5	5.510204	1.020408	5.000000	0.500000	-3.000000	-0.600217	-0.241497	4.792999	3
28	5	5.714286	1.020408	5.000000	0.500000	-3.000000	0.069802	-0.061764	4.832256	3
29	5	5.918367	1.020408	5.000000	0.500000	-3.000000	-0.385314	0.479442	3.408501	3
30	5	6.122449	1.020408	5.000000	0.500000	-3.000000	0.113517	0.874517	2.112667	3
31	5	6.326531	1.020408	5.000000	0.500000	-3.000000	0.662131	-0.649765	7.609888	3
32	5	6.530612	1.020408	5.000000	0.500000	-3.000000	1.586017	-1.203201	9.916058	3
33	5	6.734694	1.020408	5.000000	0.500000	-3.000000	-1.237815	-1.042044	7.807014	3
34	5	6.938776	1.020408	5.000000	0.500000	-3.000000	2.133033	-0.487203	8.337519	3
35	5	7.142857	1.020408	5.000000	0.500000	-3.000000	-1.952088	-0.351921	5.287633	3
36	5	7.346939	1.020408	5.000000	0.500000	-3.000000	-0.151785	-0.769996	6.625647	3
37	5	7.551020	1.020408	5.000000	0.500000	-3.000000	0.588317	-1.296117	9.864197	3
38	5	7.755102	1.020408	5.000000	0.500000	-3.000000	0.280992	-0.456121	6.206280	3
