u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y	region
31	1	6.326531	0.204082	10.000000	-3.000000	3.000000	0.357113	0.389159	10.164102	5
32	1	6.530612	0.204082	10.000000	-3.000000	3.000000	1.477894	-0.053121	5.449189	5
33	1	6.734694	0.204082	10.000000	-3.000000	3.000000	-0.518270	1.223569	14.690890	5
34	1	6.938776	0.204082	10.000000	-3.000000	3.000000	-0.808494	1.096469	16.193036	5
35	1	7.142857	0.204082	10.000000	-3.000000	3.000000	-0.501757	-0.625677	10.790576	5
36	1	7.346939	0.204082	10.000000	-3.000000	3.000000	0.915402	-1.319247	3.287549	5
37	1	7.551020	0.204082	10.000000	-3.000000	3.000000	0.328751	-0.202981	8.657315	5
38	1	7.755102	0.204082	10.000000	-3.000000	3.000000	-0.529760	-0.800039	9.231424	5
39	1	7.959184	0.204082	10.000000	-3.000000	3.000000	0.513267	-0.063525	7.912832	5
40	1	8.163265	0.204082	10.000000	-3.000000	3.000000	0.097078	1.237438	12.510702	5
41	1	8.367347	0.204082	10.000000	-3.000000	3.000000	0.968645	-0.457302	5.369273	5
42	1	8.571429	0.204082	10.000000	-3.000000	3.000000	-0.702053	-0.042823	11.281710	5
43	1	8.775510	0.204082	10.000000	-3.000000	3.000000	-0.327662	0.058023	12.009106	5
44	1	8.979592	0.204082	10.000000	-3.000000	3.000000	-0.392108	0.848431	13.664062	5
45	1	9.183673	0.204082	10.000000	-3.000000	3.000000	-1.463515	-2.246889	7.476917	5
46	1	9.387755	0.204082	10.000000	-3.000000	3.000000	0.296120	-0.606700	7.736115	5
47	1	9.591837	0.204082	10.000000	-3.000000	3.000000	0.261055	0.211284	9.289810	5
48	1	9.795918	0.204082	10.000000	-3.000000	3.000000	0.005113	1.200079	13.201464	5
49	1	10.000000	0.204082	10.000000	-3.000000	3.000000	-0.234587	-0.491902	9.262090	5
0	2	0.000000	0.408163	10.000000	-3.000000	3.000000	-1.415371	-1.876553	9.130839	5
1	2	0.204082	0.408163	10.000000	-3.000000	3.000000	-0.420645	0.619711	13.371913	5
2	2	0.408163	0.408163	10.000000	-3.000000	3.000000	-0.342715	-0.635362	9.246219	5
3	2	0.612245	0.408163	10.000000	-3.000000	3.000000	-0.802277	-1.189667	8.876891	5
4	2	0.816327	0.408163	10.000000	-3.000000	3.000000	-0.161286	-0.624345	8.810939	5
5	2	1.020408	0.408163	10.000000	-3.000000	3.000000	0.404051	-0.184525	8.335098	5
6	2	1.224490	0.408163	10.000000	-3.000000	3.000000	1.886186	-0.604745	2.012222	5
7	2	1.428571	0.408163	10.000000	-3.000000	3.000000	0.174578	-2.205566	2.882608	5
8	2	1.632653	0.408163	10.000000	-3.000000	3.000000	0.257550	0.897066	11.381703	5
9	2	1.836735	0.408163	10.000000	-3.000000	3.000000	-0.074446	1.274875	14.088504	5
10	2	2.040816	0.408163	10.000000	-3.000000	3.000000	-1.918771	0.651522	17.470556	5
11	2	2.244898	0.408163	10.000000	-3.000000	3.000000	-0.026514	-1.137686	7.936175	5
12	2	2.448980	0.408163	10.000000	-3.000000	3.000000	0.060230	-0.201492	9.194888	5
13	2	2.653061	0.408163	10.000000	-3.000000	3.000000	2.463242	-0.006521	1.888590	5
14	2	2.857143	0.408163	10.000000	-3.000000	3.000000	-0.192361	0.598794	12.306376	5
15	2	3.061224	0.408163	10.000000	-3.000000	3.000000	0.301547	0.668340	11.360059	5
16	2	3.265306	0.408163	10.000000	-3.000000	3.000000	-0.034712	-0.734174	8.738296	5
17	2	3.469388	0.408163	10.000000	-3.000000	3.000000	-1.168678	0.081996	13.457295	5
18	2	3.673469	0.408163	10.000000	-3.000000	3.000000	1.142823	0.457280	7.152159	5
19	2	3.877551	0.408163	10.000000	-3.000000	3.000000	0.751933	1.455822	12.520086	5
20	2	4.081633	0.408163	10.000000	-3.000000	3.000000	0.791032	0.704507	9.050124	5
21	2	4.285714	0.408163	10.000000	-3.000000	3.000000	-0.909387	0.789057	14.877255	5
22	2	4.489796	0.408163	10.000000	-3.000000	3.000000	1.402794	0.083827	5.914287	5
23	2	4.693878	0.408163	10.000000	-3.000000	3.000000	-1.401851	1.410459	18.402114	5
24	2	4.897959	0.408163	10.000000	-3.000000	3.000000	0.586857	0.409763	9.813299	5
25	2	5.102041	0.408163	10.000000	-3.000000	3.000000	2.190456	-0.861088	0.503552	5
26	2	5.306122	0.408163	10.000000	-3.000000	3.000000	-0.990536	1.403370	17.044854	5
27	2	5.510204	0.408163	10.000000	-3.000000	3.000000	-0.566298	0.697903	13.785468	5
28	2	5.714286	0.408163	10.000000	-3.000000	3.000000	0.099651	-0.443044	8.446713	5
29	2	5.918367	0.408163	10.000000	-3.000000	3.000000	-0.503476	-0.479493	10.120862	5
30	2	6.122449	0.408163	10.000000	-3.000000	3.000000	-1.550663	0.296576	15.759720	5
31	2	6.326531	0.408163	10.000000	-3.000000	3.000000	0.068563	0.463185	11.605785	5
32	2	6.530612	0.408163	10.000000	-3.000000	3.000000	-1.062304	0.197292	13.975105	5
33	2	6.734694	0.408163	10.000000	-3.000000	3.000000	0.473592	0.311309	9.739941	5
34	2	6.938776	0.408163	10.000000	-3.000000	3.000000	-0.919424	1.699957	17.067033	5
35	2	7.142857	0.408163	10.000000	-3.000000	3.000000	1.549934	1.071543	8.589940	5
36	2	7.346939	0.408163	10.000000	-3.000000	3.000000	-0.783253	0.190636	13.161420	5
37	2	7.551020	0.408163	10.000000	-3.000000	3.000000	-0.322062	0.941311	14.154587	5
38	2	7.755102	0.408163	10.000000	-3.000000	3.000000	0.813517	-1.032524	4.115701	5
39	2	7.959184	0.408163	10.000000	-3.000000	3.000000	-1.230864	0.397927	14.556854	5
40	2	8.163265	0.408163	10.000000	-3.000000	3.000000	0.227460	1.809306	14.458489	5
41	2	8.367347	0.408163	10.000000	-3.000000	3.000000	1.307143	-0.218046	5.692641	5
42	2	8.571429	0.408163	10.000000	-3.000000	3.000000	-1.607483	-0.847634	12.796488	5
43	2	8.775510	0.408163	10.000000	-3.000000	3.000000	0.184634	-0.652089	7.286102	5
44	2	8.979592	0.408163	10.000000	-3.000000	3.000000	0.259883	-1.089633	6.405434	5
45	2	9.183673	0.408163	10.000000	-3.000000	3.000000	0.781823	-0.784762	5.361986	5
46	2	9.387755	0.408163	10.000000	-3.000000	3.000000	-1.236951	-0.370508	12.537185	5
47	2	9.591837	0.408163	10.000000	-3.000000	3.000000	-1.320457	-1.405567	9.638977	5
48	2	9.795918	0.408163	10.000000	-3.000000	3.000000	0.521942	0.015618	8.854336	5
49	2	10.000000	0.408163	10.000000	-3.000000	3.000000	0.296985	0.902277	11.978666	5
0	3	0.000000	0.612245	10.000000	-3.000000	3.000000	0.250493	-0.907756	7.663166	5
1	3	0.204082	0.612245	10.000000	-3.000000	3.000000	0.346448	1.519284	13.092395	5
2	3	0.408163	0.612245	10.000000	-3.000000	3.000000	-0.680025	0.510792	13.831501	5
3	3	0.612245	0.612245	10.000000	-3.000000	3.000000	0.232254	1.030581	12.130380	5
4	3	0.816327	0.612245	10.000000	-3.000000	3.000000	0.293072	-0.657835	6.712635	5
5	3	1.020408	0.612245	10.000000	-3.000000	3.000000	-0.714351	0.854525	14.701196	5
6	3	1.224490	0.612245	10.000000	-3.000000	3.000000	1.865775	-1.091934	1.195551	5
7	3	1.428571	0.612245	10.000000	-3.000000	3.000000	0.473833	0.890248	12.708331	5
8	3	1.632653	0.612245	10.000000	-3.000000	3.000000	-1.191303	0.171839	13.997356	5
9	3	1.836735	0.612245	10.000000	-3.000000	3.000000	0.656554	0.553251	9.125003	5
10	3	2.040816	0.612245	10.000000	-3.000000	3.000000	-0.974682	-1.175595	9.533767	5
11	3	2.244898	0.612245	10.000000	-3.000000	3.000000	0.787085	-0.895070	3.916217	5
12	3	2.448980	0.612245	10.000000	-3.000000	3.000000	1.158596	0.597228	8.269920	5
13	3	2.653061	0.612245	10.000000	-3.000000	3.000000	-0.820682	-0.948348	9.625016	5
14	3	2.857143	0.612245	10.000000	-3.000000	3.000000	0.963376	0.463206	8.896791	5
15	3	3.061224	0.612245	10.000000	-3.000000	3.000000	0.412781	-1.367138	5.147055	5
16	3	3.265306	0.612245	10.000000	-3.000000	3.000000	0.822060	0.848174	9.826557	5
17	3	3.469388	0.612245	10.000000	-3.000000	3.000000	1.896793	-1.232523	0.536744	5
18	3	3.673469	0.612245	10.000000	-3.000000	3.000000	-0.245388	0.552300	12.010004	5
19	3	3.877551	0.612245	10.000000	-3.000000	3.000000	-0.753736	0.625631	13.574070	5
20	3	4.081633	0.612245	0.000000	-1.500000	-0.500000	-0.889514	-0.696772	1.837605	4
21	3	4.285714	0.612245	0.000000	-1.500000	-0.500000	-0.815810	0.582027	0.295909	4
22	3	4.489796	0.612245	0.000000	-1.500000	-0.500000	-0.077102	0.260442	-0.221882	4
23	3	4.693878	0.612245	0.000000	-1.500000	-0.500000	0.341152	-0.538842	-0.739894	4
24	3	4.897959	0.612245	0.000000	-1.500000	-0.500000	0.276691	-1.008555	0.364083	4
25	3	5.102041	0.612245	0.000000	-1.500000	-0.500000	0.827183	-1.962626	0.641253	4
26	3	5.306122	0.612245	0.000000	-1.500000	-0.500000	0.013002	0.349650	-0.845122	4
27	3	5.510204	0.612245	0.000000	-1.500000	-0.500000	1.453534	-1.564803	-2.324409	4
28	3	5.714286	0.612245	0.000000	-1.500000	-0.500000	-0.264657	0.095344	0.286870	4
29	3	5.918367	0.612245	0.000000	-1.500000	-0.500000	2.720169	-0.263448	-3.940681	4
30	3	6.122449	0.612245	10.000000	-3.000000	3.000000	0.625667	0.679143	10.269756	5
31	3	6.326531	0.612245	10.000000	-3.000000	3.000000	-0.857158	-0.302045	11.442176	5
32	3	6.530612	0.612245	10.000000	-3.000000	3.000000	-1.070892	-0.329448	12.124014	5
33	3	6.734694	0.612245	10.000000	-3.000000	3.000000	0.482472	0.731871	10.931950	5
34	3	6.938776	0.612245	10.000000	-3.000000	3.000000	-0.223463	0.335058	12.195778	5
35	3	7.142857	0.612245	10.000000	-3.000000	3.000000	0.714000	0.316156	7.828942	5
36	3	7.346939	0.612245	10.000000	-3.000000	3.000000	0.473238	0.469268	9.803620	5
37	3	7.551020	0.612245	10.000000	-3.000000	3.000000	-0.072829	-1.535572	5.718675	5
38	3	7.755102	0.612245	10.000000	-3.000000	3.000000	-0.846794	0.756789	14.351759	5
39	3	7.959184	0.612245	10.000000	-3.000000	3.000000	-1.514847	0.612469	17.247533	5
40	3	8.163265	0.612245	10.000000	-3.000000	3.000000	-0.446515	-1.016683	7.971791	5
41	3	8.367347	0.612245	10.000000	-3.000000	3.000000	0.856399	-0.244080	6.677916	5
42	3	8.571429	0.612245	10.000000	-3.000000	3.000000	0.214094	-0.039307	9.517808	5
43	3	8.775510	0.612245	10.000000	-3.000000	3.000000	-1.245739	-0.134497	13.038084	5
44	3	8.979592	0.612245	10.000000	-3.000000	3.000000	0.173181	0.333860	9.558751	5
45	3	9.183673	0.612245	10.000000	-3.000000	3.000000	0.385317	1.431367	12.923821	5
46	3	9.387755	0.612245	10.000000	-3.000000	3.000000	-0.883857	1.081767	16.411593	5
47	3	9.591837	0.612245	10.000000	-3.000000	3.000000	0.153725	-1.312219	5.433720	5
48	3	9.795918	0.612245	10.000000	-3.000000	3.000000	0.058209	0.622070	11.268367	5
49	3	10.000000	0.612245	10.000000	-3.000000	3.000000	-1.142970	1.328933	17.878547	5
0	4	0.000000	0.816327	10.000000	-3.000000	3.000000	0.357787	0.386809	9.921676	5
1	4	0.204082	0.816327	10.000000	-3.000000	3.000000	0.560785	1.090980	11.335507	5
2	4	0.408163	0.816327	10.000000	-3.000000	3.000000	1.083051	2.012270	12.862386	5
3	4	0.612245	0.816327	10.000000	-3.000000	3.000000	1.053802	1.023710	10.295098	5
4	4	0.816327	0.816327	10.000000	-3.000000	3.000000	-1.377669	0.249309	16.071791	5
5	4	1.020408	0.816327	10.000000	-3.000000	3.000000	-0.937825	1.045088	16.362359	5
6	4	1.224490	0.816327	10.000000	-3.000000	3.000000	0.515035	0.144888	9.469478	5
7	4	1.428571	0.816327	10.000000	-3.000000	3.000000	0.513786	0.023903	8.277368	5
8	4	1.632653	0.816327	10.000000	-3.000000	3.000000	0.515048	-0.351414	6.887680	5
9	4	1.836735	0.816327	10.000000	-3.000000	3.000000	3.852731	1.563413	3.163211	5
10	4	2.040816	0.816327	10.000000	-3.000000	3.000000	0.570891	-0.818429	5.885627	5
11	4	2.244898	0.816327	10.000000	-3.000000	3.000000	1.135566	1.532368	10.651150	5
12	4	2.448980	0.816327	10.000000	-3.000000	3.000000	0.954002	0.499864	8.549940	5
13	4	2.653061	0.816327	10.000000	-3.000000	3.000000	0.651391	-1.399306	4.047567	5
14	4	2.857143	0.816327	10.000000	-3.000000	3.000000	-0.315269	0.367649	12.228952	5
15	4	3.061224	0.816327	10.000000	-3.000000	3.000000	0.758969	-2.100027	1.675157	5
16	4	3.265306	0.816327	10.000000	-3.000000	3.000000	-0.772825	0.625508	14.340482	5
17	4	3.469388	0.816327	0.000000	-1.500000	-0.500000	-0.236819	0.885231	-0.340892	4
18	4	3.673469	0.816327	0.000000	-1.500000	-0.500000	-0.485364	-0.592356	0.767273	4
19	4	3.877551	0.816327	0.000000	-1.500000	-0.500000	0.081874	0.123548	-0.784061	4
20	4	4.081633	0.816327	0.000000	-1.500000	-0.500000	2.314659	1.954157	-3.556679	4
21	4	4.285714	0.816327	0.000000	-1.500000	-0.500000	-1.867265	-0.505747	3.060496	4
22	4	4.489796	0.816327	0.000000	-1.500000	-0.500000	0.686260	-1.058908	-0.612363	4
23	4	4.693878	0.816327	0.000000	-1.500000	-0.500000	-1.612716	1.481663	1.213846	4
24	4	4.897959	0.816327	0.000000	-1.500000	-0.500000	-0.471932	1.962587	1.194433	4
25	4	5.102041	0.816327	0.000000	-1.500000	-0.500000	1.088951	0.003696	-2.171938	4
26	4	5.306122	0.816327	0.000000	-1.500000	-0.500000	0.064280	1.011463	-0.816576	4
27	4	5.510204	0.816327	0.000000	-1.500000	-0.500000	-1.077745	1.341476	1.153798	4
28	4	5.714286	0.816327	0.000000	-1.500000	-0.500000	-0.715304	-0.742484	1.744304	4
29	4	5.918367	0.816327	0.000000	-1.500000	-0.500000	0.679598	-0.485306	-0.297778	4
30	4	6.122449	0.816327	0.000000	-1.500000	-0.500000	-0.730367	1.230875	1.383917	4
31	4	6.326531	0.816327	0.000000	-1.500000	-0.500000	0.216459	1.685014	-0.914116	4
32	4	6.530612	0.816327	0.000000	-1.500000	-0.500000	0.045572	0.562881	-0.877814	4
33	4	6.734694	0.816327	10.000000	-3.000000	3.000000	-0.651600	-0.879814	9.186885	5
34	4	6.938776	0.816327	10.000000	-3.000000	3.000000	2.143944	1.987061	9.683267	5
35	4	7.142857	0.816327	10.000000	-3.000000	3.000000	0.633919	-0.530971	7.539443	5
36	4	7.346939	0.816327	10.000000	-3.000000	3.000000	-2.025143	-0.335138	14.371112	5
37	4	7.551020	0.816327	10.000000	-3.000000	3.000000	0.186454	0.342338	11.068939	5
38	4	7.755102	0.816327	10.000000	-3.000000	3.000000	-0.661786	1.554160	16.737798	5
39	4	7.959184	0.816327	10.000000	-3.000000	3.000000	0.852433	0.853976	10.423543	5
40	4	8.163265	0.816327	10.000000	-3.000000	3.000000	-0.792521	0.414866	13.571161	5
41	4	8.367347	0.816327	10.000000	-3.000000	3.000000	-0.114736	0.463289	11.312859	5
42	4	8.571429	0.816327	10.000000	-3.000000	3.000000	0.504987	0.043515	8.991019	5
43	4	8.775510	0.816327	10.000000	-3.000000	3.000000	0.865755	0.558140	9.404368	5
44	4	8.979592	0.816327	10.000000	-3.000000	3.000000	-1.200296	-2.529560	6.498237	5
45	4	9.183673	0.816327	10.000000	-3.000000	3.000000	-0.334501	-0.296607	10.107029	5
46	4	9.387755	0.816327	10.000000	-3.000000	3.000000	-0.474945	0.241322	11.848891	5
47	4	9.591837	0.816327	10.000000	-3.000000	3.000000	-0.653329	-1.151014	7.727552	5
48	4	9.795918	0.816327	10.000000	-3.000000	3.000000	1.765454	0.386323	6.272294	5
49	4	10.000000	0.816327	10.000000	-3.000000	3.000000	0.404982	-0.204471	8.383586	5
0	5	0.000000	1.020408	10.000000	-3.000000	3.000000	-1.260884	1.755476	18.566188	5
1	5	0.204082	1.020408	10.000000	-3.000000	3.000000	0.917862	1.573020	11.696186	5
2	5	0.408163	1.020408	10.000000	-3.000000	3.000000	2.122156	-0.465806	2.002735	5
3	5	0.612245	1.020408	10.000000	-3.000000	3.000000	1.032465	-0.150838	5.708599	5
4	5	0.816327	1.020408	10.000000	-3.000000	3.000000	-1.519370	-0.073948	13.927426	5
5	5	1.020408	1.020408	10.000000	-3.000000	3.000000	-0.484234	-0.451659	9.530809	5
6	5	1.224490	1.020408	10.000000	-3.000000	3.000000	1.266911	0.195025	6.578102	5
7	5	1.428571	1.020408	10.000000	-3.000000	3.000000	-0.707669	-0.758282	9.478813	5
8	5	1.632653	1.020408	10.000000	-3.000000	3.000000	0.443819	-1.130615	4.463193	5
9	5	1.836735	1.020408	10.000000	-3.000000	3.000000	0.774634	0.622711	10.555527	5
10	5	2.040816	1.020408	10.000000	-3.000000	3.000000	-0.926930	0.629530	15.295651	5
11	5	2.244898	1.020408	10.000000	-3.000000	3.000000	-0.059525	-0.804316	7.376119	5
12	5	2.448980	1.020408	10.000000	-3.000000	3.000000	-3.241267	0.895355	22.546079	5
13	5	2.653061	1.020408	10.000000	-3.000000	3.000000	-1.024388	-0.631578	11.387162	5
14	5	2.857143	1.020408	0.000000	-1.500000	-0.500000	-0.252568	0.253165	0.847813	4
15	5	3.061224	1.020408	0.000000	-1.500000	-0.500000	-1.247783	0.820344	1.052200	4
16	5	3.265306	1.020408	0.000000	-1.500000	-0.500000	1.632411	-0.033613	-1.885757	4
17	5	3.469388	1.020408	0.000000	-1.500000	-0.500000	-1.430141	0.454741	1.643889	4
18	5	3.673469	1.020408	0.000000	-1.500000	-0.500000	-0.440044	-0.516430	0.250350	4
19	5	3.877551	1.020408	0.000000	-1.500000	-0.500000	0.130741	-0.196467	0.264191	4
20	5	4.081633	1.020408	0.000000	-1.500000	-0.500000	1.441273	-0.205859	-1.413601	4
21	5	4.285714	1.020408	0.000000	-1.500000	-0.500000	-1.435862	-0.746578	3.821037	4
22	5	4.489796	1.020408	0.000000	-1.500000	-0.500000	1.163164	-0.176774	-2.256221	4
23	5	4.693878	1.020408	0.000000	-1.500000	-0.500000	0.010233	-1.548618	1.108419	4
24	5	4.897959	1.020408	0.000000	-1.500000	-0.500000	-0.981509	-0.491154	1.512939	4
25	5	5.102041	1.020408	0.000000	-1.500000	-0.500000	0.462103	-0.284875	-0.159038	4
26	5	5.306122	1.020408	0.000000	-1.500000	-0.500000	0.199060	-0.256180	-0.905744	4
27	5	5.510204	1.020408	0.000000	-1.500000	-0.500000	-0.600217	-0.241497	0.389689	4
28	5	5.714286	1.020408	0.000000	-1.500000	-0.500000	0.069802	-0.061764	-0.461758	4
29	5	5.918367	1.020408	0.000000	-1.500000	-0.500000	-0.385314	0.479442	0.377732	4
30	5	6.122449	1.020408	0.000000	-1.500000	-0.500000	0.113517	0.874517	-0.928075	4
31	5	6.326531	1.020408	0.000000	-1.500000	-0.500000	0.662131	-0.649765	-0.338786	4
32	5	6.530612	1.020408	0.000000	-1.500000	-0.500000	1.586017	-1.203201	-1.263977	4
33	5	6.734694	1.020408	0.000000	-1.500000	-0.500000	-1.237815	-1.042044	2.677534	4
34	5	6.938776	1.020408	0.000000	-1.500000	-0.500000	2.133033	-0.487203	-2.146555	4
35	5	7.142857	1.020408	0.000000	-1.500000	-0.500000	-1.952088	-0.351921	3.312006	4
36	5	7.346939	1.020408	10.000000	-3.000000	3.000000	-0.151785	-0.769996	7.536919	5
37	5	7.551020	1.020408	10.000000	-3.000000	3.000000	0.588317	-1.296117	5.028387	5
