u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y	region
3	1	0.612245	0.204082	5.000000	0.500000	-3.000000	0.611676	0.389614	3.439125	3
4	1	0.816327	0.204082	5.000000	0.500000	-3.000000	1.031000	-0.868293	9.024046	3
5	1	1.020408	0.204082	5.000000	0.500000	-3.000000	0.931280	0.534629	4.729166	3
6	1	1.224490	0.204082	5.000000	0.500000	-3.000000	-0.839218	-2.635748	11.136705	3
7	1	1.428571	0.204082	5.000000	0.500000	-3.000000	-0.309212	0.003376	5.822556	3
8	1	1.632653	0.204082	5.000000	0.500000	-3.000000	0.331263	0.327821	3.611435	3
9	1	1.836735	0.204082	5.000000	0.500000	-3.000000	0.975545	0.924270	1.489766	3
10	1	2.040816	0.204082	5.000000	0.500000	-3.000000	-0.479174	-1.013896	7.784429	3
11	1	2.244898	0.204082	5.000000	0.500000	-3.000000	-0.185659	0.085687	2.434843	3
12	1	2.448980	0.204082	5.000000	0.500000	-3.000000	-1.106335	-0.925425	8.620066	3
13	1	2.653061	0.204082	5.000000	0.500000	-3.000000	-1.196207	0.255384	3.552314	3
14	1	2.857143	0.204082	5.000000	0.500000	-3.000000	0.812526	-0.895346	8.041683	3
15	1	3.061224	0.204082	5.000000	0.500000	-3.000000	1.356240	-0.408101	6.771673	3
16	1	3.265306	0.204082	1.000000	2.000000	4.000000	-0.072010	-0.995815	-1.480432	2
17	1	3.469388	0.204082	1.000000	2.000000	4.000000	1.003533	0.651136	7.130488	2
18	1	3.673469	0.204082	1.000000	2.000000	4.000000	0.361636	0.858451	6.507838	2
19	1	3.877551	0.204082	1.000000	2.000000	4.000000	-0.645120	-0.234621	-1.313763	2
20	1	4.081633	0.204082	1.000000	2.000000	4.000000	0.361396	0.038238	0.760118	2
21	1	4.285714	0.204082	1.000000	2.000000	4.000000	1.538037	-1.448591	-1.734272	2
22	1	4.489796	0.204082	1.000000	2.000000	4.000000	-0.035826	-0.299677	0.044042	2
23	1	4.693878	0.204082	1.000000	2.000000	4.000000	1.564644	-0.050205	4.741079	2
24	1	4.897959	0.204082	1.000000	2.000000	4.000000	-2.619745	2.620793	6.554865	2
25	1	5.102041	0.204082	1.000000	2.000000	4.000000	0.821903	-1.111967	-2.830557	2
26	1	5.306122	0.204082	1.000000	2.000000	4.000000	0.087047	1.464177	6.495388	2
27	1	5.510204	0.204082	1.000000	2.000000	4.000000	-0.299007	0.996859	3.763284	2
28	1	5.714286	0.204082	1.000000	2.000000	4.000000	0.091761	0.280636	2.845120	2
29	1	5.918367	0.204082	1.000000	2.000000	4.000000	-1.987569	1.758620	4.622942	2
30	1	6.122449	0.204082	1.000000	2.000000	4.000000	-0.219672	0.372105	2.743710	2
31	1	6.326531	0.204082	1.000000	2.000000	4.000000	0.357113	0.389159	3.571898	2
32	1	6.530612	0.204082	1.000000	2.000000	4.000000	1.477894	-0.053121	1.684106	2
33	1	6.734694	0.204082	1.000000	2.000000	4.000000	-0.518270	1.223569	3.131875	2
34	1	6.938776	0.204082	1.000000	2.000000	4.000000	-0.808494	1.096469	3.628702	2
35	1	7.142857	0.204082	1.000000	2.000000	4.000000	-0.501757	-0.625677	-2.408145	2
36	1	7.346939	0.204082	1.000000	2.000000	4.000000	0.915402	-1.319247	-1.192519	2
37	1	7.551020	0.204082	1.000000	2.000000	4.000000	0.328751	-0.202981	0.923375	2
38	1	7.755102	0.204082	1.000000	2.000000	4.000000	-0.529760	-0.800039	-4.235624	2
39	1	7.959184	0.204082	1.000000	2.000000	4.000000	0.513267	-0.063525	2.434601	2
40	1	8.163265	0.204082	1.000000	2.000000	4.000000	0.097078	1.237438	6.126656	2
41	1	8.367347	0.204082	1.000000	2.000000	4.000000	0.968645	-0.457302	0.706029	2
42	1	8.571429	0.204082	1.000000	2.000000	4.000000	-0.702053	-0.042823	-2.189999	2
43	1	8.775510	0.204082	1.000000	2.000000	4.000000	-0.327662	0.058023	0.661954	2
44	1	8.979592	0.204082	1.000000	2.000000	4.000000	-0.392108	0.848431	3.838325	2
45	1	9.183673	0.204082	1.000000	2.000000	4.000000	-1.463515	-2.246889	-11.910734	2
46	1	9.387755	0.204082	1.000000	2.000000	4.000000	0.296120	-0.606700	-0.090203	2
47	1	9.591837	0.204082	1.000000	2.000000	4.000000	0.261055	0.211284	3.022042	2
48	1	9.795918	0.204082	1.000000	2.000000	4.000000	0.005113	1.200079	5.859455	2
49	1	10.000000	0.204082	1.000000	2.000000	4.000000	-0.234587	-0.491902	-1.425061	2
0	2	0.000000	0.408163	5.000000	0.500000	-3.000000	-1.415371	-1.876553	11.341029	3
1	2	0.204082	0.408163	5.000000	0.500000	-3.000000	-0.420645	0.619711	3.481839	3
2	2	0.408163	0.408163	5.000000	0.500000	-3.000000	-0.342715	-0.635362	5.681347	3
3	2	0.612245	0.408163	5.000000	0.500000	-3.000000	-0.802277	-1.189667	7.871389	3
4	2	0.816327	0.408163	5.000000	0.500000	-3.000000	-0.161286	-0.624345	7.627667	3
5	2	1.020408	0.408163	5.000000	0.500000	-3.000000	0.404051	-0.184525	2.707120	3
6	2	1.224490	0.408163	5.000000	0.500000	-3.000000	1.886186	-0.604745	6.360038	3
7	2	1.428571	0.408163	5.000000	0.500000	-3.000000	0.174578	-2.205566	12.727194	3
8	2	1.632653	0.408163	5.000000	0.500000	-3.000000	0.257550	0.897066	4.250893	3
9	2	1.836735	0.408163	5.000000	0.500000	-3.000000	-0.074446	1.274875	2.669725	3
10	2	2.040816	0.408163	5.000000	0.500000	-3.000000	-1.918771	0.651522	3.425988	3
11	2	2.244898	0.408163	5.000000	0.500000	-3.000000	-0.026514	-1.137686	8.594416	3
12	2	2.448980	0.408163	5.000000	0.500000	-3.000000	0.060230	-0.201492	4.091235	3
13	2	2.653061	0.408163	5.000000	0.500000	-3.000000	2.463242	-0.006521	5.956250	3
14	2	2.857143	0.408163	5.000000	0.500000	-3.000000	-0.192361	0.598794	0.117533	3
15	2	3.061224	0.408163	5.000000	0.500000	-3.000000	0.301547	0.668340	5.096736	3
16	2	3.265306	0.408163	1.000000	2.000000	4.000000	-0.034712	-0.734174	-2.823232	2
17	2	3.469388	0.408163	1.000000	2.000000	4.000000	-1.168678	0.081996	-1.542720	2
18	2	3.673469	0.408163	1.000000	2.000000	4.000000	1.142823	0.457280	6.173386	2
19	2	3.877551	0.408163	1.000000	2.000000	4.000000	0.751933	1.455822	6.712528	2
20	2	4.081633	0.408163	1.000000	2.000000	4.000000	0.791032	0.704507	4.210687	2
21	2	4.285714	0.408163	1.000000	2.000000	4.000000	-0.909387	0.789057	2.605423	2
22	2	4.489796	0.408163	1.000000	2.000000	4.000000	1.402794	0.083827	4.661276	2
23	2	4.693878	0.408163	1.000000	2.000000	4.000000	-1.401851	1.410459	3.766434	2
24	2	4.897959	0.408163	1.000000	2.000000	4.000000	0.586857	0.409763	3.773682	2
25	2	5.102041	0.408163	1.000000	2.000000	4.000000	2.190456	-0.861088	3.204938	2
26	2	5.306122	0.408163	1.000000	2.000000	4.000000	-0.990536	1.403370	5.268726	2
27	2	5.510204	0.408163	1.000000	2.000000	4.000000	-0.566298	0.697903	3.160188	2
28	2	5.714286	0.408163	1.000000	2.000000	4.000000	0.099651	-0.443044	0.202773	2
29	2	5.918367	0.408163	1.000000	2.000000	4.000000	-0.503476	-0.479493	-2.225513	2
30	2	6.122449	0.408163	1.000000	2.000000	4.000000	-1.550663	0.296576	1.258141	2
31	2	6.326531	0.408163	1.000000	2.000000	4.000000	0.068563	0.463185	0.682334	2
32	2	6.530612	0.408163	1.000000	2.000000	4.000000	-1.062304	0.197292	1.122483	2
33	2	6.734694	0.408163	1.000000	2.000000	4.000000	0.473592	0.311309	4.094527	2
34	2	6.938776	0.408163	1.000000	2.000000	4.000000	-0.919424	1.699957	6.209269	2
35	2	7.142857	0.408163	1.000000	2.000000	4.000000	1.549934	1.071543	8.466070	2
36	2	7.346939	0.408163	1.000000	2.000000	4.000000	-0.783253	0.190636	0.040482	2
37	2	7.551020	0.408163	1.000000	2.000000	4.000000	-0.322062	0.941311	5.224563	2
38	2	7.755102	0.408163	1.000000	2.000000	4.000000	0.813517	-1.032524	-1.542926	2
39	2	7.959184	0.408163	1.000000	2.000000	4.000000	-1.230864	0.397927	-0.597905	2
40	2	8.163265	0.408163	1.000000	2.000000	4.000000	0.227460	1.809306	9.594128	2
41	2	8.367347	0.408163	1.000000	2.000000	4.000000	1.307143	-0.218046	4.326868	2
42	2	8.571429	0.408163	1.000000	2.000000	4.000000	-1.607483	-0.847634	-7.532671	2
43	2	8.775510	0.408163	1.000000	2.000000	4.000000	0.184634	-0.652089	1.118004	2
44	2	8.979592	0.408163	1.000000	2.000000	4.000000	0.259883	-1.089633	-3.875498	2
45	2	9.183673	0.408163	1.000000	2.000000	4.000000	0.781823	-0.784762	-1.535700	2
46	2	9.387755	0.408163	1.000000	2.000000	4.000000	-1.236951	-0.370508	-4.200824	2
47	2	9.591837	0.408163	1.000000	2.000000	4.000000	-1.320457	-1.405567	-7.262332	2
48	2	9.795918	0.408163	1.000000	2.000000	4.000000	0.521942	0.015618	0.826638	2
49	2	10.000000	0.408163	1.000000	2.000000	4.000000	0.296985	0.902277	4.044818	2
0	3	0.000000	0.612245	5.000000	0.500000	-3.000000	0.250493	-0.907756	6.815690	3
1	3	0.204082	0.612245	5.000000	0.500000	-3.000000	0.346448	1.519284	0.823056	3
2	3	0.408163	0.612245	5.000000	0.500000	-3.000000	-0.680025	0.510792	3.479892	3
3	3	0.612245	0.612245	5.000000	0.500000	-3.000000	0.232254	1.030581	3.886181	3
4	3	0.816327	0.612245	5.000000	0.500000	-3.000000	0.293072	-0.657835	8.947263	3
5	3	1.020408	0.612245	5.000000	0.500000	-3.000000	-0.714351	0.854525	3.616166	3
6	3	1.224490	0.612245	5.000000	0.500000	-3.000000	1.865775	-1.091934	8.816263	3
7	3	1.428571	0.612245	5.000000	0.500000	-3.000000	0.473833	0.890248	-0.195599	3
8	3	1.632653	0.612245	5.000000	0.500000	-3.000000	-1.191303	0.171839	1.093859	3
9	3	1.836735	0.612245	5.000000	0.500000	-3.000000	0.656554	0.553251	5.195118	3
10	3	2.040816	0.612245	5.000000	0.500000	-3.000000	-0.974682	-1.175595	9.305075	3
11	3	2.244898	0.612245	5.000000	0.500000	-3.000000	0.787085	-0.895070	7.153695	3
12	3	2.448980	0.612245	5.000000	0.500000	-3.000000	1.158596	0.597228	1.626509	3
13	3	2.653061	0.612245	5.000000	0.500000	-3.000000	-0.820682	-0.948348	5.863976	3
14	3	2.857143	0.612245	5.000000	0.500000	-3.000000	0.963376	0.463206	4.354111	3
15	3	3.061224	0.612245	5.000000	0.500000	-3.000000	0.412781	-1.367138	9.572645	3
16	3	3.265306	0.612245	5.000000	0.500000	-3.000000	0.822060	0.848174	4.430304	3
17	3	3.469388	0.612245	1.000000	2.000000	4.000000	1.896793	-1.232523	-0.586862	2
18	3	3.673469	0.612245	1.000000	2.000000	4.000000	-0.245388	0.552300	2.474387	2
19	3	3.877551	0.612245	1.000000	2.000000	4.000000	-0.753736	0.625631	3.120373	2
20	3	4.081633	0.612245	1.000000	2.000000	4.000000	-0.889514	-0.696772	-5.691211	2
21	3	4.285714	0.612245	1.000000	2.000000	4.000000	-0.815810	0.582027	2.013939	2
22	3	4.489796	0.612245	1.000000	2.000000	4.000000	-0.077102	0.260442	1.553337	2
23	3	4.693878	0.612245	1.000000	2.000000	4.000000	0.341152	-0.538842	0.239696	2
24	3	4.897959	0.612245	1.000000	2.000000	4.000000	0.276691	-1.008555	-1.968231	2
25	3	5.102041	0.612245	1.000000	2.000000	4.000000	0.827183	-1.962626	-5.892446	2
26	3	5.306122	0.612245	1.000000	2.000000	4.000000	0.013002	0.349650	1.917269	2
27	3	5.510204	0.612245	1.000000	2.000000	4.000000	1.453534	-1.564803	-4.654118	2
28	3	5.714286	0.612245	1.000000	2.000000	4.000000	-0.264657	0.095344	1.602055	2
29	3	5.918367	0.612245	1.000000	2.000000	4.000000	2.720169	-0.263448	5.626319	2
30	3	6.122449	0.612245	1.000000	2.000000	4.000000	0.625667	0.679143	6.366418	2
31	3	6.326531	0.612245	1.000000	2.000000	4.000000	-0.857158	-0.302045	-2.321897	2
32	3	6.530612	0.612245	1.000000	2.000000	4.000000	-1.070892	-0.329448	-1.545241	2
33	3	6.734694	0.612245	1.000000	2.000000	4.000000	0.482472	0.731871	3.822502	2
34	3	6.938776	0.612245	1.000000	2.000000	4.000000	-0.223463	0.335058	-0.811483	2
35	3	7.142857	0.612245	1.000000	2.000000	4.000000	0.714000	0.316156	3.598111	2
36	3	7.346939	0.612245	1.000000	2.000000	4.000000	0.473238	0.469268	3.256864	2
37	3	7.551020	0.612245	1.000000	2.000000	4.000000	-0.072829	-1.535572	-6.338768	2
38	3	7.755102	0.612245	1.000000	2.000000	4.000000	-0.846794	0.756789	3.231673	2
39	3	7.959184	0.612245	1.000000	2.000000	4.000000	-1.514847	0.612469	1.628427	2
40	3	8.163265	0.612245	1.000000	2.000000	4.000000	-0.446515	-1.016683	-3.854341	2
41	3	8.367347	0.612245	1.000000	2.000000	4.000000	0.856399	-0.244080	1.553957	2
42	3	8.571429	0.612245	1.000000	2.000000	4.000000	0.214094	-0.039307	1.333667	2
43	3	8.775510	0.612245	1.000000	2.000000	4.000000	-1.245739	-0.134497	-2.682391	2
44	3	8.979592	0.612245	1.000000	2.000000	4.000000	0.173181	0.333860	3.244398	2
45	3	9.183673	0.612245	1.000000	2.000000	4.000000	0.385317	1.431367	5.956730	2
46	3	9.387755	0.612245	1.000000	2.000000	4.000000	-0.883857	1.081767	2.486274	2
47	3	9.591837	0.612245	1.000000	2.000000	4.000000	0.153725	-1.312219	-4.732688	2
48	3	9.795918	0.612245	1.000000	2.000000	4.000000	0.058209	0.622070	4.146053	2
49	3	10.000000	0.612245	1.000000	2.000000	4.000000	-1.142970	1.328933	3.727303	2
0	4	0.000000	0.816327	5.000000	0.500000	-3.000000	0.357787	0.386809	6.059054	3
1	4	0.204082	0.816327	5.000000	0.500000	-3.000000	0.560785	1.090980	3.212416	3
2	4	0.408163	0.816327	5.000000	0.500000	-3.000000	1.083051	2.012270	-1.696925	3
3	4	0.612245	0.816327	5.000000	0.500000	-3.000000	1.053802	1.023710	3.405971	3
4	4	0.816327	0.816327	5.000000	0.500000	-3.000000	-1.377669	0.249309	2.950929	3
5	4	1.020408	0.816327	5.000000	0.500000	-3.000000	-0.937825	1.045088	2.105593	3
6	4	1.224490	0.816327	5.000000	0.500000	-3.000000	0.515035	0.144888	6.100512	3
7	4	1.428571	0.816327	5.000000	0.500000	-3.000000	0.513786	0.023903	6.857256	3
8	4	1.632653	0.816327	5.000000	0.500000	-3.000000	0.515048	-0.351414	6.614799	3
9	4	1.836735	0.816327	5.000000	0.500000	-3.000000	3.852731	1.563413	4.636311	3
10	4	2.040816	0.816327	5.000000	0.500000	-3.000000	0.570891	-0.818429	8.402703	3
11	4	2.244898	0.816327	5.000000	0.500000	-3.000000	1.135566	1.532368	1.173258	3
12	4	2.448980	0.816327	5.000000	0.500000	-3.000000	0.954002	0.499864	3.523637	3
13	4	2.653061	0.816327	5.000000	0.500000	-3.000000	0.651391	-1.399306	8.576651	3
14	4	2.857143	0.816327	5.000000	0.500000	-3.000000	-0.315269	0.367649	4.369243	3
15	4	3.061224	0.816327	5.000000	0.500000	-3.000000	0.758969	-2.100027	11.830701	3
16	4	3.265306	0.816327	5.000000	0.500000	-3.000000	-0.772825	0.625508	3.128302	3
17	4	3.469388	0.816327	1.000000	2.000000	4.000000	-0.236819	0.885231	4.548035	2
18	4	3.673469	0.816327	1.000000	2.000000	4.000000	-0.485364	-0.592356	-2.083549	2
19	4	3.877551	0.816327	1.000000	2.000000	4.000000	0.081874	0.123548	3.671234	2
20	4	4.081633	0.816327	1.000000	2.000000	4.000000	2.314659	1.954157	12.917982	2
21	4	4.285714	0.816327	1.000000	2.000000	4.000000	-1.867265	-0.505747	-4.325224	2
22	4	4.489796	0.816327	1.000000	2.000000	4.000000	0.686260	-1.058908	-2.090803	2
23	4	4.693878	0.816327	1.000000	2.000000	4.000000	-1.612716	1.481663	1.239750	2
24	4	4.897959	0.816327	1.000000	2.000000	4.000000	-0.471932	1.962587	7.713012	2
25	4	5.102041	0.816327	1.000000	2.000000	4.000000	1.088951	0.003696	2.256187	2
26	4	5.306122	0.816327	1.000000	2.000000	4.000000	0.064280	1.011463	5.107590	2
27	4	5.510204	0.816327	1.000000	2.000000	4.000000	-1.077745	1.341476	4.184012	2
28	4	5.714286	0.816327	1.000000	2.000000	4.000000	-0.715304	-0.742484	-3.015186	2
29	4	5.918367	0.816327	1.000000	2.000000	4.000000	0.679598	-0.485306	-0.112207	2
30	4	6.122449	0.816327	1.000000	2.000000	4.000000	-0.730367	1.230875	4.057672	2
31	4	6.326531	0.816327	1.000000	2.000000	4.000000	0.216459	1.685014	8.873668	2
32	4	6.530612	0.816327	1.000000	2.000000	4.000000	0.045572	0.562881	2.533609	2
33	4	6.734694	0.816327	1.000000	2.000000	4.000000	-0.651600	-0.879814	-5.660911	2
34	4	6.938776	0.816327	1.000000	2.000000	4.000000	2.143944	1.987061	13.393164	2
35	4	7.142857	0.816327	1.000000	2.000000	4.000000	0.633919	-0.530971	1.214803	2
36	4	7.346939	0.816327	1.000000	2.000000	4.000000	-2.025143	-0.335138	-3.701656	2
37	4	7.551020	0.816327	1.000000	2.000000	4.000000	0.186454	0.342338	2.917744	2
38	4	7.755102	0.816327	1.000000	2.000000	4.000000	-0.661786	1.554160	7.143714	2
39	4	7.959184	0.816327	1.000000	2.000000	4.000000	0.852433	0.853976	7.202788	2
40	4	8.163265	0.816327	1.000000	2.000000	4.000000	-0.792521	0.414866	0.743506	2
41	4	8.367347	0.816327	1.000000	2.000000	4.000000	-0.114736	0.463289	2.871203	2
42	4	8.571429	0.816327	1.000000	2.000000	4.000000	0.504987	0.043515	2.474493	2
43	4	8.775510	0.816327	1.000000	2.000000	4.000000	0.865755	0.558140	4.877318	2
44	4	8.979592	0.816327	1.000000	2.000000	4.000000	-1.200296	-2.529560	-10.384586	2
45	4	9.183673	0.816327	1.000000	2.000000	4.000000	-0.334501	-0.296607	-1.007573	2
46	4	9.387755	0.816327	1.000000	2.000000	4.000000	-0.474945	0.241322	0.515118	2
47	4	9.591837	0.816327	1.000000	2.000000	4.000000	-0.653329	-1.151014	-7.502256	2
48	4	9.795918	0.816327	1.000000	2.000000	4.000000	1.765454	0.386323	5.277898	2
49	4	10.000000	0.816327	1.000000	2.000000	4.000000	0.404982	-0.204471	-0.323339	2
0	5	0.000000	1.020408	5.000000	0.500000	-3.000000	-1.260884	1.755476	-0.957463	3
1	5	0.204082	1.020408	5.000000	0.500000	-3.000000	0.917862	1.573020	-1.140662	3
2	5	0.408163	1.020408	5.000000	0.500000	-3.000000	2.122156	-0.465806	8.371522	3
3	5	0.612245	1.020408	5.000000	0.500000	-3.000000	1.032465	-0.150838	7.631402	3
4	5	0.816327	1.020408	5.000000	0.500000	-3.000000	-1.519370	-0.073948	4.415423	3
5	5	1.020408	1.020408	5.000000	0.500000	-3.000000	-0.484234	-0.451659	4.636835	3
6	5	1.224490	1.020408	5.000000	0.500000	-3.000000	1.266911	0.195025	5.477981	3
7	5	1.428571	1.020408	5.000000	0.500000	-3.000000	-0.707669	-0.758282	9.761224	3
8	5	1.632653	1.020408	5.000000	0.500000	-3.000000	0.443819	-1.130615	10.987477	3
9	5	1.836735	1.020408	5.000000	0.500000	-3.000000	0.774634	0.622711	1.410065	3
10	5	2.040816	1.020408	5.000000	0.500000	-3.000000	-0.926930	0.629530	0.483174	3
11	5	2.244898	1.020408	5.000000	0.500000	-3.000000	-0.059525	-0.804316	4.833880	3
12	5	2.448980	1.020408	5.000000	0.500000	-3.000000	-3.241267	0.895355	-1.012169	3
13	5	2.653061	1.020408	5.000000	0.500000	-3.000000	-1.024388	-0.631578	6.759928	3
14	5	2.857143	1.020408	5.000000	0.500000	-3.000000	-0.252568	0.253165	3.279179	3
15	5	3.061224	1.020408	5.000000	0.500000	-3.000000	-1.247783	0.820344	0.657071	3
16	5	3.265306	1.020408	5.000000	0.500000	-3.000000	1.632411	-0.033613	7.475708	3
17	5	3.469388	1.020408	1.000000	2.000000	4.000000	-1.430141	0.454741	0.488774	2
18	5	3.673469	1.020408	1.000000	2.000000	4.000000	-0.440044	-0.516430	-3.650510	2
19	5	3.877551	1.020408	1.000000	2.000000	4.000000	0.130741	-0.196467	1.457339	2
20	5	4.081633	1.020408	1.000000	2.000000	4.000000	1.441273	-0.205859	3.565144	2
21	5	4.285714	1.020408	1.000000	2.000000	4.000000	-1.435862	-0.746578	-4.329774	2
22	5	4.489796	1.020408	1.000000	2.000000	4.000000	1.163164	-0.176774	2.048757	2
23	5	4.693878	1.020408	1.000000	2.000000	4.000000	0.010233	-1.548618	-5.361311	2
24	5	4.897959	1.020408	1.000000	2.000000	4.000000	-0.981509	-0.491154	-4.900354	2
25	5	5.102041	1.020408	1.000000	2.000000	4.000000	0.462103	-0.284875	1.651692	2
26	5	5.306122	1.020408	1.000000	2.000000	4.000000	0.199060	-0.256180	-0.625527	2
27	5	5.510204	1.020408	1.000000	2.000000	4.000000	-0.600217	-0.241497	-2.037053	2
28	5	5.714286	1.020408	1.000000	2.000000	4.000000	0.069802	-0.061764	0.008406	2
29	5	5.918367	1.020408	1.000000	2.000000	4.000000	-0.385314	0.479442	3.947540	2
30	5	6.122449	1.020408	1.000000	2.000000	4.000000	0.113517	0.874517	4.056399	2
31	5	6.326531	1.020408	1.000000	2.000000	4.000000	0.662131	-0.649765	0.667461	2
32	5	6.530612	1.020408	1.000000	2.000000	4.000000	1.586017	-1.203201	-0.664762	2
33	5	6.734694	1.020408	1.000000	2.000000	4.000000	-1.237815	-1.042044	-6.472918	2
34	5	6.938776	1.020408	1.000000	2.000000	4.000000	2.133033	-0.487203	2.306855	2
35	5	7.142857	1.020408	1.000000	2.000000	4.000000	-1.952088	-0.351921	-4.940717	2
36	5	7.346939	1.020408	1.000000	2.000000	4.000000	-0.151785	-0.769996	-2.458016	2
37	5	7.551020	1.020408	1.000000	2.000000	4.000000	0.588317	-1.296117	-2.406095	2
38	5	7.755102	1.020408	1.000000	2.000000	4.000000	0.280992	-0.456121	-0.733491	2
39	5	7.959184	1.020408	1.000000	2.000000	4.000000	-0.622700	0.181427	-0.028104	2
40	5	8.163265	1.020408	1.000000	2.000000	4.000000	-0.208122	0.595029	2.082718	2
41	5	8.367347	1.020408	1.000000	2.000000	4.000000	-0.493001	-0.557423	-3.409736	2
