u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y	region
44	0	8.979592	0.000000	5.000000	0.500000	-3.000000	-2.202148	2.426716	-2.518377	3
45	0	9.183673	0.000000	0.000000	-1.500000	-0.500000	-2.224289	0.432960	3.982801	4
46	0	9.387755	0.000000	0.000000	-1.500000	-0.500000	-2.245568	-1.377618	4.920007	4
47	0	9.591837	0.000000	0.000000	-1.500000	-0.500000	-2.264256	-0.564774	4.541618	4
48	0	9.795918	0.000000	0.000000	-1.500000	-0.500000	-2.287655	1.021383	3.783638	4
49	0	10.000000	0.000000	0.000000	-1.500000	-0.500000	-2.306676	2.088443	3.278640	4
0	1	0.000000	0.204082	0.000000	4.000000	-2.000000	-1.227821	-1.585983	-0.876470	1
1	1	0.204082	0.204082	0.000000	4.000000	-2.000000	-1.253200	-1.879924	-0.390104	1
2	1	0.408163	0.204082	0.000000	4.000000	-2.000000	-1.263593	1.870965	-7.933455	1
3	1	0.612245	0.204082	0.000000	4.000000	-2.000000	-1.298843	0.389614	-5.111753	1
4	1	0.816327	0.204082	0.000000	4.000000	-2.000000	-1.312423	-0.868293	-2.650260	1
5	1	1.020408	0.204082	0.000000	4.000000	-2.000000	-1.335494	0.534629	-5.548388	1
6	1	1.224490	0.204082	0.000000	4.000000	-2.000000	-1.364444	-2.635748	0.676568	1
7	1	1.428571	0.204082	0.000000	4.000000	-2.000000	-1.381918	0.003376	-4.671574	1
8	1	1.632653	0.204082	0.000000	4.000000	-2.000000	-1.400244	0.327821	-5.393771	1
9	1	1.836735	0.204082	0.000000	4.000000	-2.000000	-1.424687	0.924270	-6.684442	1
10	1	2.040816	0.204082	0.000000	4.000000	-2.000000	-1.448342	-1.013896	-2.902728	1
11	1	2.244898	0.204082	0.000000	4.000000	-2.000000	-1.465172	0.085687	-5.169215	1
12	1	2.448980	0.204082	0.000000	4.000000	-2.000000	-1.486965	-0.925425	-3.234164	1
13	1	2.653061	0.204082	0.000000	4.000000	-2.000000	-1.509845	0.255384	-5.687299	1
14	1	2.857143	0.204082	1.000000	2.000000	4.000000	-1.527505	-0.895346	-4.773548	2
15	1	3.061224	0.204082	1.000000	2.000000	4.000000	-1.556644	-0.408101	-2.882845	2
16	1	3.265306	0.204082	1.000000	2.000000	4.000000	-1.574805	-0.995815	-5.270025	2
17	1	3.469388	0.204082	1.000000	2.000000	4.000000	-1.593851	0.651136	1.279690	2
18	1	3.673469	0.204082	1.000000	2.000000	4.000000	-1.615469	0.858451	2.065714	2
19	1	3.877551	0.204082	1.000000	2.000000	4.000000	-1.641982	-0.234621	-2.359599	2
20	1	4.081633	0.204082	1.000000	2.000000	4.000000	-1.661445	0.038238	-1.307090	2
21	1	4.285714	0.204082	1.000000	2.000000	4.000000	-1.685142	-1.448591	-7.301803	2
22	1	4.489796	0.204082	1.000000	2.000000	4.000000	-1.695759	-0.299677	-2.727377	2
23	1	4.693878	0.204082	1.000000	2.000000	4.000000	-1.718111	-0.050205	-1.774194	2
24	1	4.897959	0.204082	1.000000	2.000000	4.000000	-1.744516	2.620793	8.856988	2
25	1	5.102041	0.204082	1.000000	2.000000	4.000000	-1.761671	-1.111967	-6.108364	2
26	1	5.306122	0.204082	1.000000	2.000000	4.000000	-1.785033	1.464177	4.149490	2
27	1	5.510204	0.204082	1.000000	2.000000	4.000000	-1.805512	0.996859	2.239258	2
28	1	5.714286	0.204082	1.000000	2.000000	4.000000	-1.830109	0.280636	-0.674825	2
29	1	5.918367	0.204082	5.000000	0.500000	-3.000000	-1.851777	1.758620	-0.338903	3
30	1	6.122449	0.204082	5.000000	0.500000	-3.000000	-1.877288	0.372105	3.807886	3
31	1	6.326531	0.204082	5.000000	0.500000	-3.000000	-1.887585	0.389159	3.751577	3
32	1	6.530612	0.204082	5.000000	0.500000	-3.000000	-1.916199	-0.053121	5.064109	3
33	1	6.734694	0.204082	5.000000	0.500000	-3.000000	-1.935692	1.223569	1.224294	3
34	1	6.938776	0.204082	5.000000	0.500000	-3.000000	-1.956969	1.096469	1.594955	3
35	1	7.142857	0.204082	5.000000	0.500000	-3.000000	-1.985523	-0.625677	6.747117	3
36	1	7.346939	0.204082	5.000000	0.500000	-3.000000	-1.998346	-1.319247	8.821416	3
37	1	7.551020	0.204082	5.000000	0.500000	-3.000000	-2.017610	-0.202981	5.462984	3
38	1	7.755102	0.204082	5.000000	0.500000	-3.000000	-2.033659	-0.800039	7.246133	3
39	1	7.959184	0.204082	5.000000	0.500000	-3.000000	-2.062424	-0.063525	5.022209	3
40	1	8.163265	0.204082	5.000000	0.500000	-3.000000	-2.091331	1.237438	1.104867	3
41	1	8.367347	0.204082	5.000000	0.500000	-3.000000	-2.102450	-0.457302	6.183527	3
42	1	8.571429	0.204082	5.000000	0.500000	-3.000000	-2.125826	-0.042823	4.928404	3
43	1	8.775510	0.204082	5.000000	0.500000	-3.000000	-2.151372	0.058023	4.613093	3
44	1	8.979592	0.204082	0.000000	-1.500000	-0.500000	-2.163756	0.848431	3.684265	4
45	1	9.183673	0.204082	0.000000	-1.500000	-0.500000	-2.188801	-2.246889	5.269493	4
46	1	9.387755	0.204082	0.000000	-1.500000	-0.500000	-2.210123	-0.606700	4.481381	4
47	1	9.591837	0.204082	0.000000	-1.500000	-0.500000	-2.234084	0.211284	4.108331	4
48	1	9.795918	0.204082	0.000000	-1.500000	-0.500000	-2.253274	1.200079	3.642718	4
49	1	10.000000	0.204082	0.000000	-1.500000	-0.500000	-2.275945	-0.491902	4.522716	4
0	2	0.000000	0.408163	0.000000	4.000000	-2.000000	-1.208070	-1.876553	-0.216327	1
1	2	0.204082	0.408163	0.000000	4.000000	-2.000000	-1.227118	0.619711	-5.285048	1
2	2	0.408163	0.408163	0.000000	4.000000	-2.000000	-1.242454	-0.635362	-2.836246	1
3	2	0.612245	0.408163	0.000000	4.000000	-2.000000	-1.261613	-1.189667	-1.804273	1
4	2	0.816327	0.408163	0.000000	4.000000	-2.000000	-1.289529	-0.624345	-3.046580	1
5	2	1.020408	0.408163	0.000000	4.000000	-2.000000	-1.307891	-0.184525	-3.999666	1
6	2	1.224490	0.408163	0.000000	4.000000	-2.000000	-1.318169	-0.604745	-3.200340	1
7	2	1.428571	0.408163	0.000000	4.000000	-2.000000	-1.350490	-2.205566	-0.127983	1
8	2	1.632653	0.408163	0.000000	4.000000	-2.000000	-1.358852	0.897066	-6.366692	1
9	2	1.836735	0.408163	0.000000	4.000000	-2.000000	-1.390812	1.274875	-7.250149	1
10	2	2.040816	0.408163	0.000000	4.000000	-2.000000	-1.403937	0.651522	-6.055943	1
11	2	2.244898	0.408163	0.000000	4.000000	-2.000000	-1.427248	-1.137686	-2.570775	1
12	2	2.448980	0.408163	0.000000	4.000000	-2.000000	-1.459284	-0.201492	-4.571308	1
13	2	2.653061	0.408163	1.000000	2.000000	4.000000	-1.475448	-0.006521	-1.114134	2
14	2	2.857143	0.408163	1.000000	2.000000	4.000000	-1.496364	0.598794	1.265296	2
15	2	3.061224	0.408163	1.000000	2.000000	4.000000	-1.518166	0.668340	1.499876	2
16	2	3.265306	0.408163	1.000000	2.000000	4.000000	-1.542452	-0.734174	-4.158753	2
17	2	3.469388	0.408163	1.000000	2.000000	4.000000	-1.560954	0.081996	-0.931079	2
18	2	3.673469	0.408163	1.000000	2.000000	4.000000	-1.586990	0.457280	0.517988	2
19	2	3.877551	0.408163	1.000000	2.000000	4.000000	-1.609526	1.455822	4.467084	2
20	2	4.081633	0.408163	1.000000	2.000000	4.000000	-1.629771	0.704507	1.421330	2
21	2	4.285714	0.408163	1.000000	2.000000	4.000000	-1.644547	0.789057	1.729980	2
22	2	4.489796	0.408163	1.000000	2.000000	4.000000	-1.662885	0.083827	-1.127617	2
23	2	4.693878	0.408163	1.000000	2.000000	4.000000	-1.693885	1.410459	4.116914	2
24	2	4.897959	0.408163	1.000000	2.000000	4.000000	-1.717944	0.409763	0.066010	2
25	2	5.102041	0.408163	1.000000	2.000000	4.000000	-1.734225	-0.861088	-5.049954	2
26	2	5.306122	0.408163	1.000000	2.000000	4.000000	-1.755878	1.403370	3.964570	2
27	2	5.510204	0.408163	1.000000	2.000000	4.000000	-1.772266	0.697903	1.109928	2
28	2	5.714286	0.408163	5.000000	0.500000	-3.000000	-1.793631	-0.443044	6.295164	3
29	2	5.918367	0.408163	5.000000	0.500000	-3.000000	-1.812572	-0.479493	6.395040	3
30	2	6.122449	0.408163	5.000000	0.500000	-3.000000	-1.840273	0.296576	4.052984	3
31	2	6.326531	0.408163	5.000000	0.500000	-3.000000	-1.857732	0.463185	3.544426	3
32	2	6.530612	0.408163	5.000000	0.500000	-3.000000	-1.880074	0.197292	4.330933	3
33	2	6.734694	0.408163	5.000000	0.500000	-3.000000	-1.907302	0.311309	3.975270	3
34	2	6.938776	0.408163	5.000000	0.500000	-3.000000	-1.935645	1.699957	-0.204848	3
35	2	7.142857	0.408163	5.000000	0.500000	-3.000000	-1.955712	1.071543	1.670362	3
36	2	7.346939	0.408163	5.000000	0.500000	-3.000000	-1.965063	0.190636	4.308409	3
37	2	7.551020	0.408163	5.000000	0.500000	-3.000000	-1.991235	0.941311	2.043298	3
38	2	7.755102	0.408163	5.000000	0.500000	-3.000000	-2.013130	-1.032524	7.953854	3
39	2	7.959184	0.408163	5.000000	0.500000	-3.000000	-2.034239	0.397927	3.651946	3
40	2	8.163265	0.408163	5.000000	0.500000	-3.000000	-2.051978	1.809306	-0.591061	3
41	2	8.367347	0.408163	5.000000	0.500000	-3.000000	-2.075281	-0.218046	5.479344	3
42	2	8.571429	0.408163	5.000000	0.500000	-3.000000	-2.097300	-0.847634	7.357099	3
43	2	8.775510	0.408163	0.000000	-1.500000	-0.500000	-2.108542	-0.652089	4.351705	4
44	2	8.979592	0.408163	0.000000	-1.500000	-0.500000	-2.140057	-1.089633	4.617749	4
45	2	9.183673	0.408163	0.000000	-1.500000	-0.500000	-2.158999	-0.784762	4.493726	4
46	2	9.387755	0.408163	0.000000	-1.500000	-0.500000	-2.182646	-0.370508	4.322070	4
47	2	9.591837	0.408163	0.000000	-1.500000	-0.500000	-2.205111	-1.405567	4.873298	4
48	2	9.795918	0.408163	0.000000	-1.500000	-0.500000	-2.221475	0.015618	4.187250	4
49	2	10.000000	0.408163	0.000000	-1.500000	-0.500000	-2.234376	0.902277	3.763273	4
0	3	0.000000	0.612245	0.000000	4.000000	-2.000000	-1.168028	-0.907756	-1.993754	1
1	3	0.204082	0.612245	0.000000	4.000000	-2.000000	-1.196310	1.519284	-6.960960	1
2	3	0.408163	0.612245	0.000000	4.000000	-2.000000	-1.203659	0.510792	-4.973374	1
3	3	0.612245	0.612245	0.000000	4.000000	-2.000000	-1.238799	1.030581	-6.153509	1
4	3	0.816327	0.612245	0.000000	4.000000	-2.000000	-1.253291	-0.657835	-2.834649	1
5	3	1.020408	0.612245	0.000000	4.000000	-2.000000	-1.271059	0.854525	-5.930440	1
6	3	1.224490	0.612245	0.000000	4.000000	-2.000000	-1.296516	-1.091934	-2.139348	1
7	3	1.428571	0.612245	0.000000	4.000000	-2.000000	-1.316573	0.890248	-6.183942	1
8	3	1.632653	0.612245	0.000000	4.000000	-2.000000	-1.344521	0.171839	-4.858917	1
9	3	1.836735	0.612245	0.000000	4.000000	-2.000000	-1.365483	0.553251	-5.705587	1
10	3	2.040816	0.612245	0.000000	4.000000	-2.000000	-1.382522	-1.175595	-2.316051	1
11	3	2.244898	0.612245	0.000000	4.000000	-2.000000	-1.400869	-0.895070	-2.950488	1
12	3	2.448980	0.612245	1.000000	2.000000	4.000000	-1.415656	0.597228	1.420448	2
13	3	2.653061	0.612245	1.000000	2.000000	4.000000	-1.450227	-0.948348	-4.831000	2
14	3	2.857143	0.612245	1.000000	2.000000	4.000000	-1.461166	0.463206	0.793340	2
15	3	3.061224	0.612245	1.000000	2.000000	4.000000	-1.489445	-1.367138	-6.584594	2
16	3	3.265306	0.612245	1.000000	2.000000	4.000000	-1.514590	0.848174	2.226363	2
17	3	3.469388	0.612245	1.000000	2.000000	4.000000	-1.526122	-1.232523	-6.119491	2
18	3	3.673469	0.612245	1.000000	2.000000	4.000000	-1.548206	0.552300	0.975635	2
19	3	3.877551	0.612245	1.000000	2.000000	4.000000	-1.574566	0.625631	1.216238	2
20	3	4.081633	0.612245	1.000000	2.000000	4.000000	-1.592720	-0.696772	-4.109680	2
21	3	4.285714	0.612245	1.000000	2.000000	4.000000	-1.613407	0.582027	0.964140	2
22	3	4.489796	0.612245	1.000000	2.000000	4.000000	-1.634105	0.260442	-0.363594	2
23	3	4.693878	0.612245	1.000000	2.000000	4.000000	-1.648709	-0.538842	-3.589939	2
24	3	4.897959	0.612245	1.000000	2.000000	4.000000	-1.677108	-1.008555	-5.525589	2
25	3	5.102041	0.612245	1.000000	2.000000	4.000000	-1.693240	-1.962626	-9.374136	2
26	3	5.306122	0.612245	1.000000	2.000000	4.000000	-1.725467	0.349650	-0.189486	2
27	3	5.510204	0.612245	5.000000	0.500000	-3.000000	-1.740856	-1.564803	9.686827	3
28	3	5.714286	0.612245	5.000000	0.500000	-3.000000	-1.766383	0.095344	4.693623	3
29	3	5.918367	0.612245	5.000000	0.500000	-3.000000	-1.785094	-0.263448	5.760644	3
30	3	6.122449	0.612245	5.000000	0.500000	-3.000000	-1.810005	0.679143	2.920416	3
31	3	6.326531	0.612245	5.000000	0.500000	-3.000000	-1.831311	-0.302045	5.853328	3
32	3	6.530612	0.612245	5.000000	0.500000	-3.000000	-1.849731	-0.329448	5.926325	3
33	3	6.734694	0.612245	5.000000	0.500000	-3.000000	-1.875574	0.731871	2.729448	3
34	3	6.938776	0.612245	5.000000	0.500000	-3.000000	-1.893312	0.335058	3.911017	3
35	3	7.142857	0.612245	5.000000	0.500000	-3.000000	-1.913130	0.316156	3.957814	3
36	3	7.346939	0.612245	5.000000	0.500000	-3.000000	-1.937175	0.469268	3.486457	3
37	3	7.551020	0.612245	5.000000	0.500000	-3.000000	-1.962319	-1.535572	9.488404	3
38	3	7.755102	0.612245	5.000000	0.500000	-3.000000	-1.971426	0.756789	2.606768	3
39	3	7.959184	0.612245	5.000000	0.500000	-3.000000	-2.005974	0.612469	3.022453	3
40	3	8.163265	0.612245	5.000000	0.500000	-3.000000	-2.019376	-1.016683	7.903208	3
41	3	8.367347	0.612245	5.000000	0.500000	-3.000000	-2.037633	-0.244080	5.576272	3
42	3	8.571429	0.612245	0.000000	-1.500000	-0.500000	-2.055997	-0.039307	3.966496	4
43	3	8.775510	0.612245	0.000000	-1.500000	-0.500000	-2.083132	-0.134497	4.054793	4
44	3	8.979592	0.612245	0.000000	-1.500000	-0.500000	-2.095498	0.333860	3.839163	4
45	3	9.183673	0.612245	0.000000	-1.500000	-0.500000	-2.131785	1.431367	3.344841	4
46	3	9.387755	0.612245	0.000000	-1.500000	-0.500000	-2.139526	1.081767	3.531253	4
47	3	9.591837	0.612245	0.000000	-1.500000	-0.500000	-2.167745	-1.312219	4.770574	4
48	3	9.795918	0.612245	0.000000	-1.500000	-0.500000	-2.188599	0.622070	3.834711	4
49	3	10.000000	0.612245	0.000000	-1.500000	-0.500000	-2.209247	1.328933	3.512250	4
0	4	0.000000	0.816327	0.000000	4.000000	-2.000000	-1.133308	0.386809	-4.444000	1
1	4	0.204082	0.816327	0.000000	4.000000	-2.000000	-1.158365	1.090980	-5.952573	1
2	4	0.408163	0.816327	0.000000	4.000000	-2.000000	-1.165299	2.012270	-7.822888	1
3	4	0.612245	0.816327	0.000000	4.000000	-2.000000	-1.196369	1.023710	-5.970049	1
4	4	0.816327	0.816327	0.000000	4.000000	-2.000000	-1.218896	0.249309	-4.511354	1
5	4	1.020408	0.816327	0.000000	4.000000	-2.000000	-1.251249	1.045088	-6.232324	1
6	4	1.224490	0.816327	0.000000	4.000000	-2.000000	-1.271677	0.144888	-4.513636	1
7	4	1.428571	0.816327	0.000000	4.000000	-2.000000	-1.288587	0.023903	-4.339306	1
8	4	1.632653	0.816327	0.000000	4.000000	-2.000000	-1.295731	-0.351414	-3.617251	1
9	4	1.836735	0.816327	0.000000	4.000000	-2.000000	-1.327443	1.563413	-7.573750	1
10	4	2.040816	0.816327	0.000000	4.000000	-2.000000	-1.351617	-0.818429	-2.906763	1
11	4	2.244898	0.816327	1.000000	2.000000	4.000000	-1.364254	1.532368	5.263810	2
12	4	2.448980	0.816327	1.000000	2.000000	4.000000	-1.385870	0.499864	1.090564	2
13	4	2.653061	0.816327	1.000000	2.000000	4.000000	-1.410613	-1.399306	-6.555603	2
14	4	2.857143	0.816327	1.000000	2.000000	4.000000	-1.433957	0.367649	0.465531	2
15	4	3.061224	0.816327	1.000000	2.000000	4.000000	-1.453551	-2.100027	-9.444360	2
16	4	3.265306	0.816327	1.000000	2.000000	4.000000	-1.476505	0.625508	1.411869	2
17	4	3.469388	0.816327	1.000000	2.000000	4.000000	-1.504059	0.885231	2.395655	2
18	4	3.673469	0.816327	1.000000	2.000000	4.000000	-1.508220	-0.592356	-3.523016	2
19	4	3.877551	0.816327	1.000000	2.000000	4.000000	-1.540986	0.123548	-0.724934	2
20	4	4.081633	0.816327	1.000000	2.000000	4.000000	-1.566849	1.954157	6.545778	2
21	4	4.285714	0.816327	1.000000	2.000000	4.000000	-1.586192	-0.505747	-3.332525	2
22	4	4.489796	0.816327	1.000000	2.000000	4.000000	-1.602487	-1.058908	-5.577758	2
23	4	4.693878	0.816327	1.000000	2.000000	4.000000	-1.619903	1.481663	4.549694	2
24	4	4.897959	0.816327	1.000000	2.000000	4.000000	-1.651394	1.962587	6.410407	2
25	4	5.102041	0.816327	1.000000	2.000000	4.000000	-1.674123	0.003696	-1.470617	2
26	4	5.306122	0.816327	5.000000	0.500000	-3.000000	-1.699773	1.011463	1.978572	3
27	4	5.510204	0.816327	5.000000	0.500000	-3.000000	-1.703942	1.341476	0.986448	3
28	4	5.714286	0.816327	5.000000	0.500000	-3.000000	-1.728644	-0.742484	7.225977	3
29	4	5.918367	0.816327	5.000000	0.500000	-3.000000	-1.755061	-0.485306	6.441234	3
30	4	6.122449	0.816327	5.000000	0.500000	-3.000000	-1.774432	1.230875	1.283008	3
31	4	6.326531	0.816327	5.000000	0.500000	-3.000000	-1.797996	1.685014	-0.091194	3
32	4	6.530612	0.816327	5.000000	0.500000	-3.000000	-1.814091	0.562881	3.267159	3
33	4	6.734694	0.816327	5.000000	0.500000	-3.000000	-1.832293	-0.879814	7.586143	3
34	4	6.938776	0.816327	5.000000	0.500000	-3.000000	-1.865635	1.987061	-1.031154	3
35	4	7.142857	0.816327	5.000000	0.500000	-3.000000	-1.879106	-0.530971	6.516207	3
36	4	7.346939	0.816327	5.000000	0.500000	-3.000000	-1.911143	-0.335138	5.912689	3
37	4	7.551020	0.816327	5.000000	0.500000	-3.000000	-1.926095	0.342338	3.872786	3
38	4	7.755102	0.816327	5.000000	0.500000	-3.000000	-1.951636	1.554160	0.224547	3
39	4	7.959184	0.816327	5.000000	0.500000	-3.000000	-1.963252	0.853976	2.319293	3
40	4	8.163265	0.816327	5.000000	0.500000	-3.000000	-1.980946	0.414866	3.627777	3
41	4	8.367347	0.816327	0.000000	-1.500000	-0.500000	-2.008559	0.463289	3.644041	4
42	4	8.571429	0.816327	0.000000	-1.500000	-0.500000	-2.033246	0.043515	3.890959	4
43	4	8.775510	0.816327	0.000000	-1.500000	-0.500000	-2.044274	0.558140	3.650188	4
44	4	8.979592	0.816327	0.000000	-1.500000	-0.500000	-2.077658	-2.529560	5.244113	4
45	4	9.183673	0.816327	0.000000	-1.500000	-0.500000	-2.098369	-0.296607	4.158705	4
46	4	9.387755	0.816327	0.000000	-1.500000	-0.500000	-2.109443	0.241322	3.906350	4
47	4	9.591837	0.816327	0.000000	-1.500000	-0.500000	-2.141606	-1.151014	4.650763	4
48	4	9.795918	0.816327	0.000000	-1.500000	-0.500000	-2.151054	0.386323	3.896267	4
49	4	10.000000	0.816327	0.000000	-1.500000	-0.500000	-2.178843	-0.204471	4.233346	4
0	5	0.000000	1.020408	0.000000	4.000000	-2.000000	-1.101144	1.755476	-7.052679	1
1	5	0.204082	1.020408	0.000000	4.000000	-2.000000	-1.120976	1.573020	-6.767098	1
2	5	0.408163	1.020408	0.000000	4.000000	-2.000000	-1.145632	-0.465806	-2.788069	1
3	5	0.612245	1.020408	0.000000	4.000000	-2.000000	-1.174501	-0.150838	-3.533481	1
4	5	0.816327	1.020408	0.000000	4.000000	-2.000000	-1.194347	-0.073948	-3.766647	1
5	5	1.020408	1.020408	0.000000	4.000000	-2.000000	-1.209584	-0.451659	-3.072171	1
6	5	1.224490	1.020408	0.000000	4.000000	-2.000000	-1.225358	0.195025	-4.428636	1
7	5	1.428571	1.020408	0.000000	4.000000	-2.000000	-1.250334	-0.758282	-2.621927	1
8	5	1.632653	1.020408	0.000000	4.000000	-2.000000	-1.269723	-1.130615	-1.954815	1
9	5	1.836735	1.020408	0.000000	4.000000	-2.000000	-1.295353	0.622711	-5.563986	1
10	5	2.040816	1.020408	1.000000	2.000000	4.000000	-1.318905	0.629530	1.743156	2
11	5	2.244898	1.020408	1.000000	2.000000	4.000000	-1.332355	-0.804316	-4.019127	2
12	5	2.448980	1.020408	1.000000	2.000000	4.000000	-1.355732	0.895355	2.732804	2
13	5	2.653061	1.020408	1.000000	2.000000	4.000000	-1.383957	-0.631578	-3.431378	2
14	5	2.857143	1.020408	1.000000	2.000000	4.000000	-1.404584	0.253165	0.066339	2
15	5	3.061224	1.020408	1.000000	2.000000	4.000000	-1.420344	0.820344	2.303535	2
16	5	3.265306	1.020408	1.000000	2.000000	4.000000	-1.449924	-0.033613	-1.171450	2
17	5	3.469388	1.020408	1.000000	2.000000	4.000000	-1.464801	0.454741	0.752210	2
18	5	3.673469	1.020408	1.000000	2.000000	4.000000	-1.485106	-0.516430	-3.173084	2
19	5	3.877551	1.020408	1.000000	2.000000	4.000000	-1.513577	-0.196467	-1.950174	2
20	5	4.081633	1.020408	1.000000	2.000000	4.000000	-1.526327	-0.205859	-2.013244	2
21	5	4.285714	1.020408	1.000000	2.000000	4.000000	-1.552512	-0.746578	-4.228491	2
22	5	4.489796	1.020408	1.000000	2.000000	4.000000	-1.564562	-0.176774	-1.973374	2
23	5	4.693878	1.020408	1.000000	2.000000	4.000000	-1.593019	-1.548618	-7.517665	2
24	5	4.897959	1.020408	1.000000	2.000000	4.000000	-1.622111	-0.491154	-3.345990	2
25	5	5.102041	1.020408	5.000000	0.500000	-3.000000	-1.633428	-0.284875	5.900759	3
26	5	5.306122	1.020408	5.000000	0.500000	-3.000000	-1.649575	-0.256180	5.806599	3
27	5	5.510204	1.020408	5.000000	0.500000	-3.000000	-1.672671	-0.241497	5.751004	3
28	5	5.714286	1.020408	5.000000	0.500000	-3.000000	-1.703395	-0.061764	5.196442	3
29	5	5.918367	1.020408	5.000000	0.500000	-3.000000	-1.708151	0.479442	3.570447	3
30	5	6.122449	1.020408	5.000000	0.500000	-3.000000	-1.745714	0.874517	2.366439	3
31	5	6.326531	1.020408	5.000000	0.500000	-3.000000	-1.752473	-0.649765	6.935906	3
32	5	6.530612	1.020408	5.000000	0.500000	-3.000000	-1.782331	-1.203201	8.581284	3
33	5	6.734694	1.020408	5.000000	0.500000	-3.000000	-1.808495	-1.042044	8.084733	3
34	5	6.938776	1.020408	5.000000	0.500000	-3.000000	-1.823133	-0.487203	6.412889	3
