u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y
47	0	1.558846	-1.697410	3.000000	3	-3	-1.207626	1.151919	-1.688678
48	0	1.628128	-1.697410	3.000000	3	-3	0.221053	0.501202	5.429675
49	0	1.697410	-1.697410	3.000000	3	-3	0.214591	-1.624971	10.876894
0	1	-1.697410	-1.628128	3.000000	3	-3	1.562176	-1.219834	12.549640
1	1	-1.628128	-1.628128	3.000000	4	-4	0.113107	-0.178419	8.793739
2	1	-1.558846	-1.628128	3.000000	4	-4	-0.819269	-0.429621	4.215873
3	1	-1.489564	-1.628128	3.000000	4	-4	-0.792686	1.387142	-0.560436
4	1	-1.420282	-1.628128	3.000000	4	-4	-0.354091	-1.302182	9.335920
5	1	-1.351000	-1.628128	3.000000	4	-4	1.290272	-1.495171	16.937743
6	1	-1.281718	-1.628128	3.000000	4	-4	-1.462860	-1.260448	3.799432
7	1	-1.212436	-1.628128	3.000000	4	-4	-0.132730	-1.667989	11.335973
8	1	-1.143154	-1.628128	3.000000	4	-4	-0.310205	0.668021	1.830406
9	1	-1.073872	-1.628128	3.000000	4	-4	1.674651	1.553294	7.432741
10	1	-1.004589	-1.628128	3.000000	4	-4	-0.646805	1.535321	-1.688345
11	1	-0.935307	-1.628128	3.000000	4	-4	-1.155990	-0.755528	3.630298
12	1	-0.866025	-1.628128	3.000000	4	-4	0.529098	-1.344227	11.178438
13	1	-0.796743	-1.628128	3.000000	4	-4	-1.543300	-0.365961	1.608122
14	1	-0.727461	-1.628128	3.000000	4	-4	0.849694	0.563456	5.697160
15	1	-0.658179	-1.628128	3.000000	3	-3	-0.745206	-1.504574	7.169952
16	1	-0.588897	-1.628128	3.000000	3	-3	1.751972	1.522243	6.384855
17	1	-0.519615	-1.628128	3.000000	3	-3	0.626162	0.774403	4.439888
18	1	-0.450333	-1.628128	3.000000	3	-3	1.166176	-0.216244	10.412375
19	1	-0.381051	-1.628128	3.000000	3	-3	-0.715268	-0.426192	7.280023
20	1	-0.311769	-1.628128	3.000000	3	-3	0.390191	-1.582423	13.791617
21	1	-0.242487	-1.628128	3.000000	3	-3	1.576489	-1.172822	13.495533
22	1	-0.173205	-1.628128	3.000000	3	-3	-0.909594	-0.874254	7.681113
23	1	-0.103923	-1.628128	3.000000	3	-3	-0.995644	-1.640489	9.794923
24	1	-0.034641	-1.628128	3.000000	3	-3	-1.661740	1.762749	-5.464973
25	1	0.034641	-1.628128	3.000000	3	-3	1.625431	1.320151	9.175050
26	1	0.103923	-1.628128	3.000000	3	-3	-0.173537	-0.926817	9.034040
27	1	0.173205	-1.628128	3.000000	3	-3	-0.146442	0.902194	3.369745
28	1	0.242487	-1.628128	3.000000	3	-3	1.545756	-1.497609	15.891562
29	1	0.311769	-1.628128	3.000000	3	-3	-0.155797	-1.394475	9.625883
30	1	0.381051	-1.628128	3.000000	2	-2	-0.931925	-0.309870	5.931179
31	1	0.450333	-1.628128	3.000000	2	-2	1.329268	0.755861	7.487775
32	1	0.519615	-1.628128	3.000000	2	-2	-1.569196	-0.907530	5.082312
33	1	0.588897	-1.628128	3.000000	2	-2	1.471086	1.480085	5.975195
34	1	0.658179	-1.628128	3.000000	2	-2	-1.133919	-0.672428	6.438850
35	1	0.727461	-1.628128	3.000000	2	-2	0.661489	-1.339184	10.191258
36	1	0.796743	-1.628128	3.000000	2	-2	-1.274344	0.146639	3.124163
37	1	0.866025	-1.628128	3.000000	2	-2	-0.410505	0.594724	3.848410
38	1	0.935307	-1.628128	3.000000	2	-2	0.324972	-0.949138	8.332376
39	1	1.004589	-1.628128	3.000000	2	-2	0.734445	1.397846	3.054009
40	1	1.073872	-1.628128	3.000000	2	-2	0.128656	-0.672967	5.973660
41	1	1.143154	-1.628128	3.000000	2	-2	0.376129	0.537042	6.055642
42	1	1.212436	-1.628128	3.000000	2	-2	0.886150	0.415888	7.330493
43	1	1.281718	-1.628128	3.000000	2	-2	1.489111	-1.177230	11.901495
44	1	1.351000	-1.628128	3.000000	2	-2	-0.749274	-0.192136	5.597796
45	1	1.420282	-1.628128	3.000000	2	-2	-0.671987	-1.311923	6.740078
46	1	1.489564	-1.628128	3.000000	3	-3	-1.233217	1.229858	-1.397991
47	1	1.558846	-1.628128	3.000000	3	-3	-0.846251	-1.137744	8.286236
48	1	1.628128	-1.628128	3.000000	3	-3	0.077771	-0.606609	7.495833
49	1	1.697410	-1.628128	3.000000	3	-3	1.737688	1.237597	7.280947
0	2	-1.697410	-1.558846	3.000000	3	-3	0.230117	1.495203	3.378865
1	2	-1.628128	-1.558846	3.000000	3	-3	1.122175	-0.874606	13.227124
2	2	-1.558846	-1.558846	3.000000	4	-4	1.147807	1.253843	5.410361
3	2	-1.489564	-1.558846	3.000000	4	-4	-0.137184	0.338256	3.152401
4	2	-1.420282	-1.558846	3.000000	4	-4	1.763359	-1.083547	17.014750
5	2	-1.351000	-1.558846	3.000000	4	-4	-0.486689	1.326043	-0.526901
6	2	-1.281718	-1.558846	3.000000	4	-4	1.365814	0.560004	9.352218
7	2	-1.212436	-1.558846	3.000000	4	-4	1.443736	1.361834	7.643970
8	2	-1.143154	-1.558846	3.000000	4	-4	0.673780	0.010208	8.417552
9	2	-1.073872	-1.558846	3.000000	4	-4	0.075461	-0.725842	10.928863
10	2	-1.004589	-1.558846	3.000000	4	-4	-0.407745	-1.322179	10.273991
11	2	-0.935307	-1.558846	3.000000	4	-4	0.541745	-0.684071	11.348890
12	2	-0.866025	-1.558846	3.000000	4	-4	-1.258310	-1.312088	5.364476
13	2	-0.796743	-1.558846	3.000000	3	-3	0.826420	-1.229847	11.940016
14	2	-0.727461	-1.558846	3.000000	3	-3	-1.334720	-1.375727	9.138350
15	2	-0.658179	-1.558846	3.000000	3	-3	1.045479	0.164577	7.798176
16	2	-0.588897	-1.558846	3.000000	3	-3	-1.031103	-0.016873	3.163647
17	2	-0.519615	-1.558846	3.000000	3	-3	0.539994	1.560483	3.126911
18	2	-0.450333	-1.558846	3.000000	3	-3	-0.268816	-0.692125	7.811916
19	2	-0.381051	-1.558846	3.000000	3	-3	0.372338	1.686216	3.005159
20	2	-0.311769	-1.558846	3.000000	3	-3	0.299067	1.447462	2.057546
21	2	-0.242487	-1.558846	3.000000	3	-3	-1.384925	1.543746	-5.602025
22	2	-0.173205	-1.558846	3.000000	3	-3	-0.294799	-0.305219	5.754749
23	2	-0.103923	-1.558846	3.000000	3	-3	-0.443109	0.294064	4.325984
24	2	-0.034641	-1.558846	3.000000	3	-3	1.760662	-1.656631	16.785272
25	2	0.034641	-1.558846	3.000000	3	-3	0.047844	-1.190427	10.829747
26	2	0.103923	-1.558846	3.000000	3	-3	-0.708306	-0.323816	4.870404
27	2	0.173205	-1.558846	3.000000	3	-3	0.465659	1.586358	1.780527
28	2	0.242487	-1.558846	3.000000	3	-3	-0.397274	-1.244013	8.649569
29	2	0.311769	-1.558846	3.000000	3	-3	-0.034783	-1.160301	7.925515
30	2	0.381051	-1.558846	3.000000	3	-3	-0.859214	-1.004335	6.468168
31	2	0.450333	-1.558846	3.000000	2	-2	0.626889	-0.247216	9.136266
32	2	0.519615	-1.558846	3.000000	2	-2	1.595343	-1.140644	11.468758
33	2	0.588897	-1.558846	3.000000	2	-2	1.202167	0.916627	5.709341
34	2	0.658179	-1.558846	3.000000	2	-2	1.231978	-0.881754	11.668270
35	2	0.727461	-1.558846	3.000000	2	-2	0.982122	-0.068548	5.725418
36	2	0.796743	-1.558846	3.000000	2	-2	0.320006	-1.684439	9.908830
37	2	0.866025	-1.558846	3.000000	2	-2	-1.693018	-1.581706	5.294772
38	2	0.935307	-1.558846	3.000000	2	-2	1.624179	0.910002	7.129023
39	2	1.004589	-1.558846	3.000000	2	-2	-0.998965	-1.407184	6.549432
40	2	1.073872	-1.558846	3.000000	2	-2	0.567996	-0.480418	7.300637
41	2	1.143154	-1.558846	3.000000	2	-2	1.536280	-1.174355	10.804885
42	2	1.212436	-1.558846	3.000000	2	-2	0.690860	0.784657	5.020578
43	2	1.281718	-1.558846	3.000000	2	-2	-0.132423	-0.829992	6.033415
44	2	1.351000	-1.558846	3.000000	2	-2	-0.276388	-0.820794	9.395895
45	2	1.420282	-1.558846	3.000000	2	-2	1.336180	1.414962	3.756641
46	2	1.489564	-1.558846	3.000000	3	-3	-0.498690	0.072099	5.325822
47	2	1.558846	-1.558846	3.000000	3	-3	-1.381928	-1.169826	5.480939
48	2	1.628128	-1.558846	3.000000	3	-3	1.496346	0.464942	9.147249
49	2	1.697410	-1.558846	3.000000	3	-3	0.816118	-1.568633	11.872408
0	3	-1.697410	-1.489564	3.000000	3	-3	-0.916780	-1.517581	5.659915
1	3	-1.628128	-1.489564	3.000000	3	-3	1.309042	-0.477065	11.787295
2	3	-1.558846	-1.489564	3.000000	3	-3	-0.216215	-1.192528	7.140565
3	3	-1.489564	-1.489564	3.000000	3	-3	-0.120673	-0.835184	8.222676
4	3	-1.420282	-1.489564	3.000000	4	-4	-0.164510	-0.386756	7.677039
5	3	-1.351000	-1.489564	3.000000	4	-4	1.182021	-0.951451	13.014897
6	3	-1.281718	-1.489564	3.000000	4	-4	-0.475155	-1.184818	8.190230
7	3	-1.212436	-1.489564	3.000000	4	-4	1.018697	-0.170835	11.461544
8	3	-1.143154	-1.489564	3.000000	4	-4	-0.189660	-1.289841	12.187148
9	3	-1.073872	-1.489564	3.000000	4	-4	-0.412584	-0.150928	3.269301
10	3	-1.004589	-1.489564	3.000000	3	-3	0.138657	-1.344130	10.552151
11	3	-0.935307	-1.489564	3.000000	3	-3	1.472106	-0.534799	12.726154
12	3	-0.866025	-1.489564	3.000000	3	-3	0.911240	1.571696	5.647049
13	3	-0.796743	-1.489564	3.000000	3	-3	-1.594240	-0.485510	1.135723
14	3	-0.727461	-1.489564	3.000000	3	-3	0.507305	-1.471827	11.367349
15	3	-0.658179	-1.489564	3.000000	3	-3	0.486927	-1.534275	12.738442
16	3	-0.588897	-1.489564	3.000000	3	-3	-0.439080	-1.623439	8.172651
17	3	-0.519615	-1.489564	3.000000	3	-3	0.630944	1.321715	4.774912
18	3	-0.450333	-1.489564	3.000000	3	-3	-0.915937	-0.844610	5.620789
19	3	-0.381051	-1.489564	3.000000	3	-3	-0.882502	-1.559627	8.556260
20	3	-0.311769	-1.489564	3.000000	3	-3	-1.325278	0.701101	-0.717717
21	3	-0.242487	-1.489564	3.000000	3	-3	-1.512497	-0.206114	1.572176
22	3	-0.173205	-1.489564	3.000000	3	-3	-0.093972	1.418266	2.045256
23	3	-0.103923	-1.489564	3.000000	3	-3	1.596649	-0.205818	12.077288
24	3	-0.034641	-1.489564	3.000000	3	-3	-1.337355	1.292907	-1.445835
25	3	0.034641	-1.489564	3.000000	3	-3	0.371548	1.015278	5.361452
26	3	0.103923	-1.489564	3.000000	3	-3	0.652643	0.845900	6.277381
27	3	0.173205	-1.489564	3.000000	3	-3	0.709174	0.048969	9.290930
28	3	0.242487	-1.489564	3.000000	3	-3	0.179093	1.174548	2.267301
29	3	0.311769	-1.489564	3.000000	3	-3	0.447135	-0.981551	11.062387
30	3	0.381051	-1.489564	3.000000	3	-3	1.319888	-0.690508	12.259538
31	3	0.450333	-1.489564	3.000000	3	-3	-0.584646	0.089060	4.306361
32	3	0.519615	-1.489564	3.000000	3	-3	1.514895	-0.397150	11.558109
33	3	0.588897	-1.489564	3.000000	2	-2	-1.363368	1.501576	-0.547436
34	3	0.658179	-1.489564	3.000000	2	-2	1.185283	1.163941	6.438945
35	3	0.727461	-1.489564	3.000000	2	-2	-1.289194	-1.622412	5.690655
36	3	0.796743	-1.489564	3.000000	2	-2	0.384954	-1.139529	7.991851
37	3	0.866025	-1.489564	3.000000	2	-2	0.157309	0.381534	6.760671
38	3	0.935307	-1.489564	3.000000	2	-2	-0.219650	-1.348702	8.043406
39	3	1.004589	-1.489564	3.000000	2	-2	-0.465121	1.229169	3.245161
40	3	1.073872	-1.489564	3.000000	2	-2	0.565234	-1.124544	10.369201
41	3	1.143154	-1.489564	3.000000	2	-2	0.313750	0.978120	3.988946
42	3	1.212436	-1.489564	3.000000	2	-2	-1.005351	0.583123	1.677154
43	3	1.281718	-1.489564	3.000000	2	-2	-1.388830	-1.632752	7.217777
44	3	1.351000	-1.489564	3.000000	2	-2	-1.477139	-0.287592	3.137469
45	3	1.420282	-1.489564	3.000000	2	-2	-1.629718	-0.469818	3.353904
46	3	1.489564	-1.489564	3.000000	3	-3	0.430220	-0.624642	8.990946
47	3	1.558846	-1.489564	3.000000	3	-3	-0.302334	-0.996297	8.171114
48	3	1.628128	-1.489564	3.000000	3	-3	1.358733	-0.461680	11.924399
49	3	1.697410	-1.489564	3.000000	3	-3	-1.577082	0.192338	1.215706
0	4	-1.697410	-1.420282	3.000000	3	-3	-0.068448	1.251056	1.437037
1	4	-1.628128	-1.420282	3.000000	3	-3	1.437205	-0.396444	10.574995
2	4	-1.558846	-1.420282	3.000000	3	-3	-0.236104	-1.079243	8.996575
3	4	-1.489564	-1.420282	3.000000	3	-3	0.537517	-0.092386	6.483667
4	4	-1.420282	-1.420282	3.000000	3	-3	-1.282882	1.103843	1.099304
5	4	-1.351000	-1.420282	3.000000	3	-3	0.321715	-0.001786	8.304871
6	4	-1.281718	-1.420282	3.000000	3	-3	0.002490	1.242158	2.421481
7	4	-1.212436	-1.420282	3.000000	3	-3	0.766932	1.543636	4.158134
8	4	-1.143154	-1.420282	3.000000	3	-3	-0.112948	-1.507671	9.697041
9	4	-1.073872	-1.420282	3.000000	3	-3	-0.832246	0.355093	2.201309
10	4	-1.004589	-1.420282	3.000000	3	-3	-0.661620	1.509121	-1.257096
11	4	-0.935307	-1.420282	3.000000	3	-3	1.008527	-1.074680	11.127001
12	4	-0.866025	-1.420282	3.000000	3	-3	0.043273	-1.357079	11.092441
13	4	-0.796743	-1.420282	3.000000	3	-3	-1.186720	-0.999470	6.214346
14	4	-0.727461	-1.420282	3.000000	3	-3	-1.039897	0.439815	0.241016
15	4	-0.658179	-1.420282	3.000000	3	-3	0.955546	1.139703	6.401592
16	4	-0.588897	-1.420282	3.000000	3	-3	0.571005	0.831353	5.370113
17	4	-0.519615	-1.420282	3.000000	3	-3	-1.036698	0.927062	0.655047
18	4	-0.450333	-1.420282	3.000000	3	-3	1.754166	-0.496442	12.789902
19	4	-0.381051	-1.420282	3.000000	3	-3	0.989171	0.688144	8.208645
20	4	-0.311769	-1.420282	3.000000	3	-3	1.609387	-0.957027	11.938160
21	4	-0.242487	-1.420282	3.000000	3	-3	-1.134634	1.250166	-0.316616
22	4	-0.173205	-1.420282	3.000000	3	-3	-0.908519	1.745536	-1.998146
23	4	-0.103923	-1.420282	3.000000	3	-3	0.617503	-1.046254	9.672389
24	4	-0.034641	-1.420282	3.000000	3	-3	1.022778	-1.075690	12.066975
25	4	0.034641	-1.420282	3.000000	3	-3	-1.638310	-0.952549	3.917033
26	4	0.103923	-1.420282	3.000000	3	-3	-0.239632	1.609177	-0.200998
27	4	0.173205	-1.420282	3.000000	3	-3	1.486776	1.127227	7.262020
28	4	0.242487	-1.420282	3.000000	3	-3	0.355492	-0.817901	9.096335
29	4	0.311769	-1.420282	3.000000	3	-3	0.010826	0.833154	1.888509
30	4	0.381051	-1.420282	3.000000	3	-3	1.255712	-0.082510	10.328268
31	4	0.450333	-1.420282	3.000000	3	-3	1.507916	-1.589243	14.975972
32	4	0.519615	-1.420282	3.000000	3	-3	-0.118186	0.706507	4.751722
33	4	0.588897	-1.420282	3.000000	3	-3	-1.043237	-0.718881	5.415574
34	4	0.658179	-1.420282	3.000000	3	-3	0.637554	1.023438	3.310307
35	4	0.727461	-1.420282	3.000000	3	-3	-0.557254	0.571787	1.349335
36	4	0.796743	-1.420282	3.000000	3	-3	-0.688902	1.756169	-1.413042
37	4	0.866025	-1.420282	3.000000	3	-3	-0.558252	-0.223632	3.746199
38	4	0.935307	-1.420282	3.000000	2	-2	0.749431	-1.046582	9.411631
39	4	1.004589	-1.420282	3.000000	2	-2	-0.453674	-1.410884	7.681498
40	4	1.073872	-1.420282	3.000000	2	-2	-0.967601	-1.292250	6.086652
41	4	1.143154	-1.420282	3.000000	2	-2	-0.298373	-0.737626	7.950521
42	4	1.212436	-1.420282	3.000000	2	-2	-0.221803	-1.448902	10.021550
43	4	1.281718	-1.420282	3.000000	2	-2	0.447975	0.142995	6.947086
44	4	1.351000	-1.420282	3.000000	2	-2	0.841998	0.699781	5.759705
45	4	1.420282	-1.420282	3.000000	2	-2	-1.484624	-0.004087	4.182226
46	4	1.489564	-1.420282	3.000000	3	-3	0.470128	-0.091625	8.814386
47	4	1.558846	-1.420282	3.000000	3	-3	0.126174	-0.039338	7.881144
48	4	1.628128	-1.420282	3.000000	3	-3	0.195438	-1.071729	9.141639
49	4	1.697410	-1.420282	3.000000	3	-3	1.307730	0.186132	9.939844
0	5	-1.697410	-1.351000	3.000000	3	-3	-0.067524	1.199146	2.302996
1	5	-1.628128	-1.351000	3.000000	3	-3	0.243801	-0.034796	6.679269
2	5	-1.558846	-1.351000	3.000000	3	-3	0.112470	-1.494971	10.864295
3	5	-1.489564	-1.351000	3.000000	3	-3	-1.444707	0.094119	2.376129
4	5	-1.420282	-1.351000	3.000000	3	-3	-0.357353	-0.280988	4.383229
5	5	-1.351000	-1.351000	3.000000	3	-3	-1.488883	-1.446819	7.031031
6	5	-1.281718	-1.351000	3.000000	3	-3	0.735097	0.732925	5.364550
7	5	-1.212436	-1.351000	3.000000	3	-3	0.793963	0.342598	5.733541
8	5	-1.143154	-1.351000	3.000000	3	-3	-1.459125	-1.485423	4.309828
9	5	-1.073872	-1.351000	3.000000	3	-3	1.447911	-1.286435	13.389471
10	5	-1.004589	-1.351000	3.000000	3	-3	0.791827	-1.043278	12.385245
11	5	-0.935307	-1.351000	3.000000	3	-3	1.226624	-1.272008	13.479147
12	5	-0.866025	-1.351000	3.000000	3	-3	-1.367740	0.725016	2.727537
13	5	-0.796743	-1.351000	3.000000	3	-3	0.284802	-0.894388	9.069319
14	5	-0.727461	-1.351000	3.000000	3	-3	0.324473	-0.585277	8.950319
15	5	-0.658179	-1.351000	3.000000	3	-3	0.713482	-0.838688	11.591611
16	5	-0.588897	-1.351000	3.000000	3	-3	1.269349	-1.539281	15.028587
17	5	-0.519615	-1.351000	3.000000	3	-3	0.158651	-1.364159	10.388230
18	5	-0.450333	-1.351000	3.000000	3	-3	1.195819	-1.458844	15.177713
19	5	-0.381051	-1.351000	3.000000	3	-3	0.279381	-1.426719	9.076660
20	5	-0.311769	-1.351000	3.000000	3	-3	0.209293	-1.123016	10.781098
21	5	-0.242487	-1.351000	3.000000	3	-3	-1.468057	0.376509	1.437607
22	5	-0.173205	-1.351000	3.000000	3	-3	1.648875	1.014102	8.089160
23	5	-0.103923	-1.351000	3.000000	3	-3	-1.057132	0.585282	0.488884
24	5	-0.034641	-1.351000	3.000000	3	-3	-1.575678	1.153942	-0.874590
25	5	0.034641	-1.351000	3.000000	3	-3	-1.370788	-1.206012	4.425809
26	5	0.103923	-1.351000	3.000000	3	-3	1.477720	-0.715669	12.916576
27	5	0.173205	-1.351000	3.000000	3	-3	1.309060	0.246319	9.843663
28	5	0.242487	-1.351000	3.000000	3	-3	0.605564	1.175803	5.259317
29	5	0.311769	-1.351000	3.000000	3	-3	-1.615051	-1.507470	6.318190
30	5	0.381051	-1.351000	3.000000	3	-3	0.909309	-1.214351	12.756511
31	5	0.450333	-1.351000	3.000000	3	-3	1.620869	1.057555	8.234068
32	5	0.519615	-1.351000	3.000000	3	-3	-0.079585	0.836253	4.277441
33	5	0.588897	-1.351000	3.000000	3	-3	-0.859781	-0.038414	3.754912
34	5	0.658179	-1.351000	3.000000	3	-3	1.235118	-1.014965	11.530586
35	5	0.727461	-1.351000	3.000000	3	-3	1.637347	-0.369104	11.799280
36	5	0.796743	-1.351000	3.000000	3	-3	-1.653876	-0.314847	1.841398
37	5	0.866025	-1.351000	3.000000	3	-3	-0.484532	-1.059607	8.409621
38	5	0.935307	-1.351000	3.000000	3	-3	0.146583	-0.007095	6.024684
39	5	1.004589	-1.351000	3.000000	3	-3	-0.606580	-0.761814	6.987894
40	5	1.073872	-1.351000	3.000000	3	-3	1.388622	-0.385931	11.878656
41	5	1.143154	-1.351000	3.000000	2	-2	0.259016	-1.564575	10.240287
42	5	1.212436	-1.351000	3.000000	2	-2	1.080471	-1.176391	10.791187
43	5	1.281718	-1.351000	3.000000	2	-2	1.139697	-0.960077	10.416695
44	5	1.351000	-1.351000	3.000000	2	-2	0.859332	-0.962242	11.140913
45	5	1.420282	-1.351000	3.000000	2	-2	-1.466545	1.220806	-1.707593
46	5	1.489564	-1.351000	3.000000	3	-3	-0.219005	0.881264	0.577309
47	5	1.558846	-1.351000	3.000000	3	-3	-0.012177	0.747470	2.214584
48	5	1.628128	-1.351000	3.000000	3	-3	1.540185	-0.802957	14.214612
49	5	1.697410	-1.351000	3.000000	3	-3	-0.210350	-0.636301	7.460681
0	6	-1.697410	-1.281718	3.000000	3	-3	-1.670977	-0.449480	2.450123
1	6	-1.628128	-1.281718	3.000000	3	-3	0.073524	-0.365865	7.867593
2	6	-1.558846	-1.281718	3.000000	3	-3	0.327282	-0.626168	8.845528
3	6	-1.489564	-1.281718	3.000000	3	-3	-0.029000	0.111244	3.842818
4	6	-1.420282	-1.281718	3.000000	3	-3	-0.683002	-1.427856	7.900922
5	6	-1.351000	-1.281718	3.000000	3	-3	1.300519	-1.077254	11.532883
6	6	-1.281718	-1.281718	3.000000	3	-3	-1.335654	0.008527	2.212512
7	6	-1.212436	-1.281718	3.000000	3	-3	-0.878086	1.551459	-1.631158
8	6	-1.143154	-1.281718	3.000000	3	-3	0.714063	-0.293009	10.138437
9	6	-1.073872	-1.281718	3.000000	3	-3	1.743040	-1.106783	15.829386
10	6	-1.004589	-1.281718	3.000000	3	-3	-1.398196	-1.499137	4.559862
11	6	-0.935307	-1.281718	3.000000	3	-3	-0.646330	-1.214904	8.126918
12	6	-0.866025	-1.281718	3.000000	3	-3	-0.395891	-1.526652	7.458700
13	6	-0.796743	-1.281718	3.000000	3	-3	1.693899	-1.669765	15.172955
14	6	-0.727461	-1.281718	3.000000	3	-3	1.156301	1.469254	4.868426
15	6	-0.658179	-1.281718	3.000000	3	-3	-1.242137	-1.129137	5.884047
16	6	-0.588897	-1.281718	3.000000	3	-3	-0.498979	-0.603059	6.222500
17	6	-0.519615	-1.281718	3.000000	3	-3	-0.316680	-1.472245	8.892050
18	6	-0.450333	-1.281718	3.000000	3	-3	0.983084	0.619896	7.066590
19	6	-0.381051	-1.281718	3.000000	3	-3	-1.599512	-1.222956	6.245301
20	6	-0.311769	-1.281718	3.000000	3	-3	-0.390936	-1.420895	9.196166
21	6	-0.242487	-1.281718	3.000000	3	-3	-1.529695	-1.363405	7.142403
22	6	-0.173205	-1.281718	3.000000	3	-3	-0.501653	0.424941	2.450607
23	6	-0.103923	-1.281718	3.000000	3	-3	1.696837	1.685665	6.782942
24	6	-0.034641	-1.281718	3.000000	3	-3	0.656759	-1.272056	12.086179
25	6	0.034641	-1.281718	3.000000	3	-3	0.377164	0.195845	6.694503
26	6	0.103923	-1.281718	3.000000	3	-3	-0.381032	0.324147	2.678898
27	6	0.173205	-1.281718	3.000000	3	-3	0.817887	0.891664	5.602839
28	6	0.242487	-1.281718	3.000000	3	-3	1.586862	-1.117091	12.722948
29	6	0.311769	-1.281718	3.000000	3	-3	-0.100097	-0.918851	9.358188
30	6	0.381051	-1.281718	3.000000	3	-3	-0.770470	1.672776	-2.229087
31	6	0.450333	-1.281718	3.000000	3	-3	-0.324129	-0.322203	4.303721
32	6	0.519615	-1.281718	3.000000	3	-3	1.648804	-0.183395	13.799332
33	6	0.588897	-1.281718	3.000000	3	-3	-0.736283	-0.836028	5.439311
