u	v	x_coord	y_coord	group	intercept	beta_feat1
39	1	1.004589	-1.628128	1	3.0271432633197	2.4731219104427
40	1	1.073872	-1.628128	1	3.0271432633197	2.4731219104427
41	1	1.143154	-1.628128	1	3.0271432633197	2.4731219104427
42	1	1.212436	-1.628128	1	3.0271432633197	2.4731219104427
43	1	1.281718	-1.628128	1	3.0271432633197	2.4731219104427
44	1	1.351	-1.628128	1	3.0271432633197	2.4731219104427
45	1	1.420282	-1.628128	1	3.0271432633197	2.4731219104427
46	1	1.489564	-1.628128	1	3.0271432633197	2.4731219104427
47	1	1.558846	-1.628128	1	3.0271432633197	2.4731219104427
48	1	1.628128	-1.628128	1	3.0271432633197	2.4731219104427
49	1	1.69741	-1.628128	1	3.0271432633197	2.4731219104427
0	2	-1.69741	-1.558846	2	3.03129107109599	1.88079321943068
1	2	-1.628128	-1.558846	2	3.03129107109599	1.88079321943068
2	2	-1.558846	-1.558846	2	3.03129107109599	1.88079321943068
3	2	-1.489564	-1.558846	2	3.03129107109599	1.88079321943068
4	2	-1.420282	-1.558846	2	3.03129107109599	1.88079321943068
5	2	-1.351	-1.558846	2	3.03129107109599	1.88079321943068
6	2	-1.281718	-1.558846	2	3.03129107109599	1.88079321943068
7	2	-1.212436	-1.558846	2	3.03129107109599	1.88079321943068
8	2	-1.143154	-1.558846	2	3.03129107109599	1.88079321943068
9	2	-1.073872	-1.558846	2	3.03129107109599	1.88079321943068
10	2	-1.004589	-1.558846	2	3.03129107109599	1.88079321943068
11	2	-0.935307	-1.558846	2	3.03129107109599	1.88079321943068
12	2	-0.866025	-1.558846	2	3.03129107109599	1.88079321943068
13	2	-0.796743	-1.558846	2	3.03129107109599	1.88079321943068
14	2	-0.727461	-1.558846	2	3.03129107109599	1.88079321943068
15	2	-0.658179	-1.558846	2	3.03129107109599	1.88079321943068
16	2	-0.588897	-1.558846	2	3.03129107109599	1.88079321943068
17	2	-0.519615	-1.558846	2	3.03129107109599	1.88079321943068
18	2	-0.450333	-1.558846	2	3.03129107109599	1.88079321943068
19	2	-0.381051	-1.558846	2	3.03129107109599	1.88079321943068
20	2	-0.311769	-1.558846	2	3.03129107109599	1.88079321943068
21	2	-0.242487	-1.558846	2	3.03129107109599	1.88079321943068
22	2	-0.173205	-1.558846	2	3.03129107109599	1.88079321943068
23	2	-0.103923	-1.558846	2	3.03129107109599	1.88079321943068
24	2	-0.034641	-1.558846	2	3.03129107109599	1.88079321943068
25	2	0.034641	-1.558846	1	3.0271432633197	2.4731219104427
26	2	0.103923	-1.558846	1	3.0271432633197	2.4731219104427
27	2	0.173205	-1.558846	1	3.0271432633197	2.4731219104427
28	2	0.242487	-1.558846	1	3.0271432633197	2.4731219104427
29	2	0.311769	-1.558846	1	3.0271432633197	2.4731219104427
30	2	0.381051	-1.558846	1	3.0271432633197	2.4731219104427
31	2	0.450333	-1.558846	1	3.0271432633197	2.4731219104427
32	2	0.519615	-1.558846	1	3.0271432633197	2.4731219104427
33	2	0.588897	-1.558846	1	3.0271432633197	2.4731219104427
34	2	0.658179	-1.558846	1	3.0271432633197	2.4731219104427
35	2	0.727461	-1.558846	1	3.0271432633197	2.4731219104427
36	2	0.796743	-1.558846	1	3.0271432633197	2.4731219104427
37	2	0.866025	-1.558846	1	3.0271432633197	2.4731219104427
38	2	0.935307	-1.558846	1	3.0271432633197	2.4731219104427
39	2	1.004589	-1.558846	1	3.0271432633197	2.4731219104427
40	2	1.073872	-1.558846	1	3.0271432633197	2.4731219104427
41	2	1.143154	-1.558846	1	3.0271432633197	2.4731219104427
42	2	1.212436	-1.558846	1	3.0271432633197	2.4731219104427
43	2	1.281718	-1.558846	1	3.0271432633197	2.4731219104427
44	2	1.351	-1.558846	1	3.0271432633197	2.4731219104427
45	2	1.420282	-1.558846	1	3.0271432633197	2.4731219104427
46	2	1.489564	-1.558846	1	3.0271432633197	2.4731219104427
47	2	1.558846	-1.558846	1	3.0271432633197	2.4731219104427
48	2	1.628128	-1.558846	1	3.0271432633197	2.4731219104427
49	2	1.69741	-1.558846	1	3.0271432633197	2.4731219104427
0	3	-1.69741	-1.489564	2	3.03129107109599	1.88079321943068
1	3	-1.628128	-1.489564	2	3.03129107109599	1.88079321943068
2	3	-1.558846	-1.489564	2	3.03129107109599	1.88079321943068
3	3	-1.489564	-1.489564	2	3.03129107109599	1.88079321943068
4	3	-1.420282	-1.489564	2	3.03129107109599	1.88079321943068
5	3	-1.351	-1.489564	2	3.03129107109599	1.88079321943068
6	3	-1.281718	-1.489564	2	3.03129107109599	1.88079321943068
7	3	-1.212436	-1.489564	2	3.03129107109599	1.88079321943068
8	3	-1.143154	-1.489564	2	3.03129107109599	1.88079321943068
9	3	-1.073872	-1.489564	2	3.03129107109599	1.88079321943068
10	3	-1.004589	-1.489564	2	3.03129107109599	1.88079321943068
11	3	-0.935307	-1.489564	2	3.03129107109599	1.88079321943068
12	3	-0.866025	-1.489564	2	3.03129107109599	1.88079321943068
13	3	-0.796743	-1.489564	2	3.03129107109599	1.88079321943068
14	3	-0.727461	-1.489564	2	3.03129107109599	1.88079321943068
15	3	-0.658179	-1.489564	2	3.03129107109599	1.88079321943068
16	3	-0.588897	-1.489564	2	3.03129107109599	1.88079321943068
17	3	-0.519615	-1.489564	2	3.03129107109599	1.88079321943068
18	3	-0.450333	-1.489564	2	3.03129107109599	1.88079321943068
19	3	-0.381051	-1.489564	2	3.03129107109599	1.88079321943068
20	3	-0.311769	-1.489564	2	3.03129107109599	1.88079321943068
21	3	-0.242487	-1.489564	2	3.03129107109599	1.88079321943068
22	3	-0.173205	-1.489564	2	3.03129107109599	1.88079321943068
23	3	-0.103923	-1.489564	2	3.03129107109599	1.88079321943068
24	3	-0.034641	-1.489564	2	3.03129107109599	1.88079321943068
25	3	0.034641	-1.489564	1	3.0271432633197	2.4731219104427
26	3	0.103923	-1.489564	1	3.0271432633197	2.4731219104427
27	3	0.173205	-1.489564	1	3.0271432633197	2.4731219104427
28	3	0.242487	-1.489564	1	3.0271432633197	2.4731219104427
29	3	0.311769	-1.489564	1	3.0271432633197	2.4731219104427
30	3	0.381051	-1.489564	1	3.0271432633197	2.4731219104427
31	3	0.450333	-1.489564	1	3.0271432633197	2.4731219104427
32	3	0.519615	-1.489564	1	3.0271432633197	2.4731219104427
33	3	0.588897	-1.489564	1	3.0271432633197	2.4731219104427
34	3	0.658179	-1.489564	1	3.0271432633197	2.4731219104427
35	3	0.727461	-1.489564	1	3.0271432633197	2.4731219104427
36	3	0.796743	-1.489564	1	3.0271432633197	2.4731219104427
37	3	0.866025	-1.489564	1	3.0271432633197	2.4731219104427
38	3	0.935307	-1.489564	1	3.0271432633197	2.4731219104427
39	3	1.004589	-1.489564	1	3.0271432633197	2.4731219104427
40	3	1.073872	-1.489564	1	3.0271432633197	2.4731219104427
41	3	1.143154	-1.489564	1	3.0271432633197	2.4731219104427
42	3	1.212436	-1.489564	1	3.0271432633197	2.4731219104427
43	3	1.281718	-1.489564	1	3.0271432633197	2.4731219104427
44	3	1.351	-1.489564	1	3.0271432633197	2.4731219104427
45	3	1.420282	-1.489564	5	3.10944731307597	1.00190376911727
46	3	1.489564	-1.489564	1	3.0271432633197	2.4731219104427
47	3	1.558846	-1.489564	1	3.0271432633197	2.4731219104427
48	3	1.628128	-1.489564	1	3.0271432633197	2.4731219104427
49	3	1.69741	-1.489564	1	3.0271432633197	2.4731219104427
0	4	-1.69741	-1.420282	2	3.03129107109599	1.88079321943068
1	4	-1.628128	-1.420282	2	3.03129107109599	1.88079321943068
2	4	-1.558846	-1.420282	2	3.03129107109599	1.88079321943068
3	4	-1.489564	-1.420282	2	3.03129107109599	1.88079321943068
4	4	-1.420282	-1.420282	2	3.03129107109599	1.88079321943068
5	4	-1.351	-1.420282	2	3.03129107109599	1.88079321943068
6	4	-1.281718	-1.420282	2	3.03129107109599	1.88079321943068
7	4	-1.212436	-1.420282	2	3.03129107109599	1.88079321943068
8	4	-1.143154	-1.420282	2	3.03129107109599	1.88079321943068
9	4	-1.073872	-1.420282	2	3.03129107109599	1.88079321943068
10	4	-1.004589	-1.420282	2	3.03129107109599	1.88079321943068
11	4	-0.935307	-1.420282	2	3.03129107109599	1.88079321943068
12	4	-0.866025	-1.420282	2	3.03129107109599	1.88079321943068
13	4	-0.796743	-1.420282	2	3.03129107109599	1.88079321943068
14	4	-0.727461	-1.420282	2	3.03129107109599	1.88079321943068
15	4	-0.658179	-1.420282	2	3.03129107109599	1.88079321943068
16	4	-0.588897	-1.420282	2	3.03129107109599	1.88079321943068
17	4	-0.519615	-1.420282	2	3.03129107109599	1.88079321943068
18	4	-0.450333	-1.420282	2	3.03129107109599	1.88079321943068
19	4	-0.381051	-1.420282	2	3.03129107109599	1.88079321943068
20	4	-0.311769	-1.420282	2	3.03129107109599	1.88079321943068
21	4	-0.242487	-1.420282	2	3.03129107109599	1.88079321943068
22	4	-0.173205	-1.420282	2	3.03129107109599	1.88079321943068
23	4	-0.103923	-1.420282	2	3.03129107109599	1.88079321943068
24	4	-0.034641	-1.420282	2	3.03129107109599	1.88079321943068
25	4	0.034641	-1.420282	1	3.0271432633197	2.4731219104427
26	4	0.103923	-1.420282	1	3.0271432633197	2.4731219104427
27	4	0.173205	-1.420282	1	3.0271432633197	2.4731219104427
28	4	0.242487	-1.420282	1	3.0271432633197	2.4731219104427
29	4	0.311769	-1.420282	1	3.0271432633197	2.4731219104427
30	4	0.381051	-1.420282	1	3.0271432633197	2.4731219104427
31	4	0.450333	-1.420282	1	3.0271432633197	2.4731219104427
32	4	0.519615	-1.420282	1	3.0271432633197	2.4731219104427
33	4	0.588897	-1.420282	1	3.0271432633197	2.4731219104427
34	4	0.658179	-1.420282	1	3.0271432633197	2.4731219104427
35	4	0.727461	-1.420282	1	3.0271432633197	2.4731219104427
36	4	0.796743	-1.420282	1	3.0271432633197	2.4731219104427
37	4	0.866025	-1.420282	1	3.0271432633197	2.4731219104427
38	4	0.935307	-1.420282	1	3.0271432633197	2.4731219104427
39	4	1.004589	-1.420282	1	3.0271432633197	2.4731219104427
40	4	1.073872	-1.420282	1	3.0271432633197	2.4731219104427
41	4	1.143154	-1.420282	1	3.0271432633197	2.4731219104427
42	4	1.212436	-1.420282	1	3.0271432633197	2.4731219104427
43	4	1.281718	-1.420282	1	3.0271432633197	2.4731219104427
44	4	1.351	-1.420282	1	3.0271432633197	2.4731219104427
45	4	1.420282	-1.420282	1	3.0271432633197	2.4731219104427
46	4	1.489564	-1.420282	1	3.0271432633197	2.4731219104427
47	4	1.558846	-1.420282	1	3.0271432633197	2.4731219104427
48	4	1.628128	-1.420282	1	3.0271432633197	2.4731219104427
49	4	1.69741	-1.420282	1	3.0271432633197	2.4731219104427
0	5	-1.69741	-1.351	2	3.03129107109599	1.88079321943068
1	5	-1.628128	-1.351	2	3.03129107109599	1.88079321943068
2	5	-1.558846	-1.351	2	3.03129107109599	1.88079321943068
3	5	-1.489564	-1.351	2	3.03129107109599	1.88079321943068
4	5	-1.420282	-1.351	2	3.03129107109599	1.88079321943068
5	5	-1.351	-1.351	2	3.03129107109599	1.88079321943068
6	5	-1.281718	-1.351	2	3.03129107109599	1.88079321943068
7	5	-1.212436	-1.351	2	3.03129107109599	1.88079321943068
8	5	-1.143154	-1.351	2	3.03129107109599	1.88079321943068
9	5	-1.073872	-1.351	2	3.03129107109599	1.88079321943068
10	5	-1.004589	-1.351	2	3.03129107109599	1.88079321943068
11	5	-0.935307	-1.351	2	3.03129107109599	1.88079321943068
12	5	-0.866025	-1.351	2	3.03129107109599	1.88079321943068
13	5	-0.796743	-1.351	2	3.03129107109599	1.88079321943068
14	5	-0.727461	-1.351	2	3.03129107109599	1.88079321943068
15	5	-0.658179	-1.351	2	3.03129107109599	1.88079321943068
16	5	-0.588897	-1.351	2	3.03129107109599	1.88079321943068
17	5	-0.519615	-1.351	2	3.03129107109599	1.88079321943068
18	5	-0.450333	-1.351	2	3.03129107109599	1.88079321943068
19	5	-0.381051	-1.351	2	3.03129107109599	1.88079321943068
20	5	-0.311769	-1.351	2	3.03129107109599	1.88079321943068
21	5	-0.242487	-1.351	2	3.03129107109599	1.88079321943068
22	5	-0.173205	-1.351	2	3.03129107109599	1.88079321943068
23	5	-0.103923	-1.351	2	3.03129107109599	1.88079321943068
24	5	-0.034641	-1.351	2	3.03129107109599	1.88079321943068
25	5	0.034641	-1.351	1	3.0271432633197	2.4731219104427
26	5	0.103923	-1.351	1	3.0271432633197	2.4731219104427
27	5	0.173205	-1.351	1	3.0271432633197	2.4731219104427
28	5	0.242487	-1.351	1	3.0271432633197	2.4731219104427
29	5	0.311769	-1.351	1	3.0271432633197	2.4731219104427
30	5	0.381051	-1.351	1	3.0271432633197	2.4731219104427
31	5	0.450333	-1.351	1	3.0271432633197	2.4731219104427
32	5	0.519615	-1.351	1	3.0271432633197	2.4731219104427
33	5	0.588897	-1.351	1	3.0271432633197	2.4731219104427
34	5	0.658179	-1.351	1	3.0271432633197	2.4731219104427
35	5	0.727461	-1.351	1	3.0271432633197	2.4731219104427
36	5	0.796743	-1.351	1	3.0271432633197	2.4731219104427
37	5	0.866025	-1.351	1	3.0271432633197	2.4731219104427
38	5	0.935307	-1.351	1	3.0271432633197	2.4731219104427
39	5	1.004589	-1.351	1	3.0271432633197	2.4731219104427
40	5	1.073872	-1.351	1	3.0271432633197	2.4731219104427
41	5	1.143154	-1.351	1	3.0271432633197	2.4731219104427
42	5	1.212436	-1.351	1	3.0271432633197	2.4731219104427
43	5	1.281718	-1.351	1	3.0271432633197	2.4731219104427
44	5	1.351	-1.351	1	3.0271432633197	2.4731219104427
45	5	1.420282	-1.351	1	3.0271432633197	2.4731219104427
46	5	1.489564	-1.351	1	3.0271432633197	2.4731219104427
47	5	1.558846	-1.351	1	3.0271432633197	2.4731219104427
48	5	1.628128	-1.351	1	3.0271432633197	2.4731219104427
49	5	1.69741	-1.351	1	3.0271432633197	2.4731219104427
0	6	-1.69741	-1.281718	2	3.03129107109599	1.88079321943068
1	6	-1.628128	-1.281718	2	3.03129107109599	1.88079321943068
2	6	-1.558846	-1.281718	2	3.03129107109599	1.88079321943068
3	6	-1.489564	-1.281718	2	3.03129107109599	1.88079321943068
4	6	-1.420282	-1.281718	2	3.03129107109599	1.88079321943068
5	6	-1.351	-1.281718	2	3.03129107109599	1.88079321943068
6	6	-1.281718	-1.281718	2	3.03129107109599	1.88079321943068
7	6	-1.212436	-1.281718	2	3.03129107109599	1.88079321943068
8	6	-1.143154	-1.281718	2	3.03129107109599	1.88079321943068
9	6	-1.073872	-1.281718	2	3.03129107109599	1.88079321943068
10	6	-1.004589	-1.281718	2	3.03129107109599	1.88079321943068
11	6	-0.935307	-1.281718	2	3.03129107109599	1.88079321943068
12	6	-0.866025	-1.281718	2	3.03129107109599	1.88079321943068
13	6	-0.796743	-1.281718	2	3.03129107109599	1.88079321943068
14	6	-0.727461	-1.281718	2	3.03129107109599	1.88079321943068
15	6	-0.658179	-1.281718	2	3.03129107109599	1.88079321943068
16	6	-0.588897	-1.281718	2	3.03129107109599	1.88079321943068
17	6	-0.519615	-1.281718	2	3.03129107109599	1.88079321943068
18	6	-0.450333	-1.281718	2	3.03129107109599	1.88079321943068
19	6	-0.381051	-1.281718	2	3.03129107109599	1.88079321943068
20	6	-0.311769	-1.281718	2	3.03129107109599	1.88079321943068
21	6	-0.242487	-1.281718	2	3.03129107109599	1.88079321943068
22	6	-0.173205	-1.281718	2	3.03129107109599	1.88079321943068
23	6	-0.103923	-1.281718	2	3.03129107109599	1.88079321943068
24	6	-0.034641	-1.281718	2	3.03129107109599	1.88079321943068
25	6	0.034641	-1.281718	1	3.0271432633197	2.4731219104427
26	6	0.103923	-1.281718	1	3.0271432633197	2.4731219104427
27	6	0.173205	-1.281718	1	3.0271432633197	2.4731219104427
28	6	0.242487	-1.281718	1	3.0271432633197	2.4731219104427
29	6	0.311769	-1.281718	1	3.0271432633197	2.4731219104427
30	6	0.381051	-1.281718	1	3.0271432633197	2.4731219104427
31	6	0.450333	-1.281718	1	3.0271432633197	2.4731219104427
32	6	0.519615	-1.281718	1	3.0271432633197	2.4731219104427
33	6	0.588897	-1.281718	1	3.0271432633197	2.4731219104427
34	6	0.658179	-1.281718	1	3.0271432633197	2.4731219104427
35	6	0.727461	-1.281718	1	3.0271432633197	2.4731219104427
36	6	0.796743	-1.281718	1	3.0271432633197	2.4731219104427
37	6	0.866025	-1.281718	1	3.0271432633197	2.4731219104427
38	6	0.935307	-1.281718	1	3.0271432633197	2.4731219104427
39	6	1.004589	-1.281718	1	3.0271432633197	2.4731219104427
40	6	1.073872	-1.281718	1	3.0271432633197	2.4731219104427
41	6	1.143154	-1.281718	1	3.0271432633197	2.4731219104427
42	6	1.212436	-1.281718	1	3.0271432633197	2.4731219104427
43	6	1.281718	-1.281718	1	3.0271432633197	2.4731219104427
44	6	1.351	-1.281718	1	3.0271432633197	2.4731219104427
45	6	1.420282	-1.281718	1	3.0271432633197	2.4731219104427
46	6	1.489564	-1.281718	1	3.0271432633197	2.4731219104427
47	6	1.558846	-1.281718	1	3.0271432633197	2.4731219104427
48	6	1.628128	-1.281718	1	3.0271432633197	2.4731219104427
49	6	1.69741	-1.281718	1	3.0271432633197	2.4731219104427
0	7	-1.69741	-1.212436	2	3.03129107109599	1.88079321943068
1	7	-1.628128	-1.212436	2	3.03129107109599	1.88079321943068
2	7	-1.558846	-1.212436	2	3.03129107109599	1.88079321943068
3	7	-1.489564	-1.212436	2	3.03129107109599	1.88079321943068
4	7	-1.420282	-1.212436	2	3.03129107109599	1.88079321943068
5	7	-1.351	-1.212436	2	3.03129107109599	1.88079321943068
6	7	-1.281718	-1.212436	2	3.03129107109599	1.88079321943068
7	7	-1.212436	-1.212436	2	3.03129107109599	1.88079321943068
8	7	-1.143154	-1.212436	2	3.03129107109599	1.88079321943068
9	7	-1.073872	-1.212436	2	3.03129107109599	1.88079321943068
10	7	-1.004589	-1.212436	2	3.03129107109599	1.88079321943068
11	7	-0.935307	-1.212436	2	3.03129107109599	1.88079321943068
12	7	-0.866025	-1.212436	2	3.03129107109599	1.88079321943068
13	7	-0.796743	-1.212436	2	3.03129107109599	1.88079321943068
14	7	-0.727461	-1.212436	2	3.03129107109599	1.88079321943068
15	7	-0.658179	-1.212436	2	3.03129107109599	1.88079321943068
16	7	-0.588897	-1.212436	2	3.03129107109599	1.88079321943068
17	7	-0.519615	-1.212436	2	3.03129107109599	1.88079321943068
18	7	-0.450333	-1.212436	2	3.03129107109599	1.88079321943068
19	7	-0.381051	-1.212436	2	3.03129107109599	1.88079321943068
20	7	-0.311769	-1.212436	2	3.03129107109599	1.88079321943068
21	7	-0.242487	-1.212436	2	3.03129107109599	1.88079321943068
22	7	-0.173205	-1.212436	2	3.03129107109599	1.88079321943068
23	7	-0.103923	-1.212436	2	3.03129107109599	1.88079321943068
24	7	-0.034641	-1.212436	2	3.03129107109599	1.88079321943068
25	7	0.034641	-1.212436	1	3.0271432633197	2.4731219104427
26	7	0.103923	-1.212436	1	3.0271432633197	2.4731219104427
27	7	0.173205	-1.212436	1	3.0271432633197	2.4731219104427
28	7	0.242487	-1.212436	1	3.0271432633197	2.4731219104427
29	7	0.311769	-1.212436	1	3.0271432633197	2.4731219104427
30	7	0.381051	-1.212436	1	3.0271432633197	2.4731219104427
31	7	0.450333	-1.212436	1	3.0271432633197	2.4731219104427
32	7	0.519615	-1.212436	1	3.0271432633197	2.4731219104427
33	7	0.588897	-1.212436	1	3.0271432633197	2.4731219104427
34	7	0.658179	-1.212436	1	3.0271432633197	2.4731219104427
35	7	0.727461	-1.212436	1	3.0271432633197	2.4731219104427
36	7	0.796743	-1.212436	1	3.0271432633197	2.4731219104427
37	7	0.866025	-1.212436	1	3.0271432633197	2.4731219104427
38	7	0.935307	-1.212436	1	3.0271432633197	2.4731219104427
39	7	1.004589	-1.212436	1	3.0271432633197	2.4731219104427
40	7	1.073872	-1.212436	1	3.0271432633197	2.4731219104427
41	7	1.143154	-1.212436	1	3.0271432633197	2.4731219104427
42	7	1.212436	-1.212436	1	3.0271432633197	2.4731219104427
43	7	1.281718	-1.212436	1	3.0271432633197	2.4731219104427
44	7	1.351	-1.212436	1	3.0271432633197	2.4731219104427
45	7	1.420282	-1.212436	1	3.0271432633197	2.4731219104427
46	7	1.489564	-1.212436	1	3.0271432633197	2.4731219104427
47	7	1.558846	-1.212436	1	3.0271432633197	2.4731219104427
48	7	1.628128	-1.212436	1	3.0271432633197	2.4731219104427
49	7	1.69741	-1.212436	1	3.0271432633197	2.4731219104427
0	8	-1.69741	-1.143154	2	3.03129107109599	1.88079321943068
1	8	-1.628128	-1.143154	2	3.03129107109599	1.88079321943068
2	8	-1.558846	-1.143154	2	3.03129107109599	1.88079321943068
3	8	-1.489564	-1.143154	2	3.03129107109599	1.88079321943068
4	8	-1.420282	-1.143154	2	3.03129107109599	1.88079321943068
5	8	-1.351	-1.143154	2	3.03129107109599	1.88079321943068
6	8	-1.281718	-1.143154	2	3.03129107109599	1.88079321943068
7	8	-1.212436	-1.143154	2	3.03129107109599	1.88079321943068
8	8	-1.143154	-1.143154	2	3.03129107109599	1.88079321943068
9	8	-1.073872	-1.143154	2	3.03129107109599	1.88079321943068
10	8	-1.004589	-1.143154	2	3.03129107109599	1.88079321943068
11	8	-0.935307	-1.143154	2	3.03129107109599	1.88079321943068
12	8	-0.866025	-1.143154	2	3.03129107109599	1.88079321943068
13	8	-0.796743	-1.143154	2	3.03129107109599	1.88079321943068
14	8	-0.727461	-1.143154	2	3.03129107109599	1.88079321943068
15	8	-0.658179	-1.143154	2	3.03129107109599	1.88079321943068
16	8	-0.588897	-1.143154	2	3.03129107109599	1.88079321943068
17	8	-0.519615	-1.143154	2	3.03129107109599	1.88079321943068
