u	v	x_coord	y_coord	orig_region	group	intercept	beta_feat1	beta_feat2
30	0	6.122449	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
31	0	6.326531	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
32	0	6.530612	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
33	0	6.734694	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
34	0	6.938776	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
35	0	7.142857	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
36	0	7.346939	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
37	0	7.55102	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
38	0	7.755102	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
39	0	7.959184	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
40	0	8.163265	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
41	0	8.367347	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
42	0	8.571429	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
43	0	8.77551	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
44	0	8.979592	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
45	0	9.183673	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
46	0	9.387755	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
47	0	9.591837	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
48	0	9.795918	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
49	0	10	0	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
0	1	0	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
1	1	0.204082	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
2	1	0.408163	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
3	1	0.612245	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
4	1	0.816327	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
5	1	1.020408	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
6	1	1.22449	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
7	1	1.428571	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
8	1	1.632653	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
9	1	1.836735	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
10	1	2.040816	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
11	1	2.244898	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
12	1	2.44898	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
13	1	2.653061	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
14	1	2.857143	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
15	1	3.061224	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
16	1	3.265306	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
17	1	3.469388	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
18	1	3.673469	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
19	1	3.877551	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
20	1	4.081633	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
21	1	4.285714	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
22	1	4.489796	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
23	1	4.693878	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
24	1	4.897959	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
25	1	5.102041	0.204082	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
26	1	5.306122	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
27	1	5.510204	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
28	1	5.714286	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
29	1	5.918367	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
30	1	6.122449	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
31	1	6.326531	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
32	1	6.530612	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
33	1	6.734694	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
34	1	6.938776	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
35	1	7.142857	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
36	1	7.346939	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
37	1	7.55102	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
38	1	7.755102	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
39	1	7.959184	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
40	1	8.163265	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
41	1	8.367347	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
42	1	8.571429	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
43	1	8.77551	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
44	1	8.979592	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
45	1	9.183673	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
46	1	9.387755	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
47	1	9.591837	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
48	1	9.795918	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
49	1	10	0.204082	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
0	2	0	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
1	2	0.204082	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
2	2	0.408163	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
3	2	0.612245	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
4	2	0.816327	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
5	2	1.020408	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
6	2	1.22449	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
7	2	1.428571	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
8	2	1.632653	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
9	2	1.836735	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
10	2	2.040816	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
11	2	2.244898	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
12	2	2.44898	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
13	2	2.653061	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
14	2	2.857143	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
15	2	3.061224	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
16	2	3.265306	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
17	2	3.469388	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
18	2	3.673469	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
19	2	3.877551	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
20	2	4.081633	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
21	2	4.285714	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
22	2	4.489796	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
23	2	4.693878	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
24	2	4.897959	0.408163	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
25	2	5.102041	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
26	2	5.306122	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
27	2	5.510204	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
28	2	5.714286	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
29	2	5.918367	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
30	2	6.122449	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
31	2	6.326531	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
32	2	6.530612	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
33	2	6.734694	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
34	2	6.938776	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
35	2	7.142857	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
36	2	7.346939	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
37	2	7.55102	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
38	2	7.755102	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
39	2	7.959184	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
40	2	8.163265	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
41	2	8.367347	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
42	2	8.571429	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
43	2	8.77551	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
44	2	8.979592	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
45	2	9.183673	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
46	2	9.387755	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
47	2	9.591837	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
48	2	9.795918	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
49	2	10	0.408163	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
0	3	0	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
1	3	0.204082	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
2	3	0.408163	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
3	3	0.612245	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
4	3	0.816327	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
5	3	1.020408	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
6	3	1.22449	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
7	3	1.428571	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
8	3	1.632653	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
9	3	1.836735	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
10	3	2.040816	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
11	3	2.244898	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
12	3	2.44898	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
13	3	2.653061	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
14	3	2.857143	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
15	3	3.061224	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
16	3	3.265306	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
17	3	3.469388	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
18	3	3.673469	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
19	3	3.877551	0.612245	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
20	3	4.081633	0.612245	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
21	3	4.285714	0.612245	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
22	3	4.489796	0.612245	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
23	3	4.693878	0.612245	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
24	3	4.897959	0.612245	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
25	3	5.102041	0.612245	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
26	3	5.306122	0.612245	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
27	3	5.510204	0.612245	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
28	3	5.714286	0.612245	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
29	3	5.918367	0.612245	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
30	3	6.122449	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
31	3	6.326531	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
32	3	6.530612	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
33	3	6.734694	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
34	3	6.938776	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
35	3	7.142857	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
36	3	7.346939	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
37	3	7.55102	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
38	3	7.755102	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
39	3	7.959184	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
40	3	8.163265	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
41	3	8.367347	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
42	3	8.571429	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
43	3	8.77551	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
44	3	8.979592	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
45	3	9.183673	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
46	3	9.387755	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
47	3	9.591837	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
48	3	9.795918	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
49	3	10	0.612245	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
0	4	0	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
1	4	0.204082	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
2	4	0.408163	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
3	4	0.612245	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
4	4	0.816327	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
5	4	1.020408	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
6	4	1.22449	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
7	4	1.428571	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
8	4	1.632653	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
9	4	1.836735	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
10	4	2.040816	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
11	4	2.244898	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
12	4	2.44898	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
13	4	2.653061	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
14	4	2.857143	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
15	4	3.061224	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
16	4	3.265306	0.816327	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
17	4	3.469388	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
18	4	3.673469	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
19	4	3.877551	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
20	4	4.081633	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
21	4	4.285714	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
22	4	4.489796	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
23	4	4.693878	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
24	4	4.897959	0.816327	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
25	4	5.102041	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
26	4	5.306122	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
27	4	5.510204	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
28	4	5.714286	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
29	4	5.918367	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
30	4	6.122449	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
31	4	6.326531	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
32	4	6.530612	0.816327	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
33	4	6.734694	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
34	4	6.938776	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
35	4	7.142857	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
36	4	7.346939	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
37	4	7.55102	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
38	4	7.755102	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
39	4	7.959184	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
40	4	8.163265	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
41	4	8.367347	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
42	4	8.571429	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
43	4	8.77551	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
44	4	8.979592	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
45	4	9.183673	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
46	4	9.387755	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
47	4	9.591837	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
48	4	9.795918	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
49	4	10	0.816327	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
0	5	0	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
1	5	0.204082	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
2	5	0.408163	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
3	5	0.612245	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
4	5	0.816327	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
5	5	1.020408	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
6	5	1.22449	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
7	5	1.428571	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
8	5	1.632653	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
9	5	1.836735	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
10	5	2.040816	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
11	5	2.244898	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
12	5	2.44898	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
13	5	2.653061	1.020408	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
14	5	2.857143	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
15	5	3.061224	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
16	5	3.265306	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
17	5	3.469388	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
18	5	3.673469	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
19	5	3.877551	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
20	5	4.081633	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
21	5	4.285714	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
22	5	4.489796	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
23	5	4.693878	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
24	5	4.897959	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
25	5	5.102041	1.020408	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
26	5	5.306122	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
27	5	5.510204	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
28	5	5.714286	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
29	5	5.918367	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
30	5	6.122449	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
31	5	6.326531	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
32	5	6.530612	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
33	5	6.734694	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
34	5	6.938776	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
35	5	7.142857	1.020408	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
36	5	7.346939	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
37	5	7.55102	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
38	5	7.755102	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
39	5	7.959184	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
40	5	8.163265	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
41	5	8.367347	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
42	5	8.571429	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
43	5	8.77551	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
44	5	8.979592	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
45	5	9.183673	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
46	5	9.387755	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
47	5	9.591837	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
48	5	9.795918	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
49	5	10	1.020408	5	3	5.94660659390322	-1.84287337627527	0.530288177970287
0	6	0	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
1	6	0.204082	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
2	6	0.408163	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
3	6	0.612245	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
4	6	0.816327	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
5	6	1.020408	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
6	6	1.22449	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
7	6	1.428571	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
8	6	1.632653	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
9	6	1.836735	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
10	6	2.040816	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
11	6	2.244898	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
12	6	2.44898	1.22449	5	5	5.76642027354625	-1.85680756095505	0.598667222656749
13	6	2.653061	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
14	6	2.857143	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
15	6	3.061224	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
16	6	3.265306	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
17	6	3.469388	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
18	6	3.673469	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
19	6	3.877551	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
20	6	4.081633	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
21	6	4.285714	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
22	6	4.489796	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
23	6	4.693878	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
24	6	4.897959	1.22449	4	5	5.76642027354625	-1.85680756095505	0.598667222656749
25	6	5.102041	1.22449	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
26	6	5.306122	1.22449	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
27	6	5.510204	1.22449	4	3	5.94660659390322	-1.84287337627527	0.530288177970287
