u	v	spatial_x	spatial_y	a1_list	a2_list	b_list	feat1	feat2	y	group	b_result	a1_result	a2_result
36	1	7.3469387755102	0.204081632653061	2	-1.5	3	1.3341561035787	-0.993844639695646	4.18300503890347	1	3.01217202502717	2.24307453590441	-1.57828981974877
37	1	7.55102040816327	0.204081632653061	2	-1.5	3	-0.228736618491676	-2.00404253107784	3.30478519753007	1	3.01217202502717	2.24307453590441	-1.57828981974877
38	1	7.75510204081633	0.204081632653061	2	-1.5	3	-2.03236932579839	-0.293459035176562	0.274941911295798	1	3.01217202502717	2.24307453590441	-1.57828981974877
39	1	7.95918367346939	0.204081632653061	2	-1.5	3	0.00626865062018123	-0.585774700966897	1.85387147813057	1	3.01217202502717	2.24307453590441	-1.57828981974877
40	1	8.16326530612245	0.204081632653061	2	-1.5	3	-2.08612738372099	1.60596619619245	-4.43206980831928	1	3.01217202502717	2.24307453590441	-1.57828981974877
41	1	8.36734693877551	0.204081632653061	2	-1.5	3	1.17792225046642	2.35878183642019	4.74093541632119	1	3.01217202502717	2.24307453590441	-1.57828981974877
42	1	8.57142857142857	0.204081632653061	2	-1.5	3	-0.323062346555816	0.915403510602491	0.179176106096423	1	3.01217202502717	2.24307453590441	-1.57828981974877
43	1	8.77551020408163	0.204081632653061	2	-1.5	3	-0.713872643421105	-2.25353766764086	6.61197124367002	1	3.01217202502717	2.24307453590441	-1.57828981974877
44	1	8.97959183673469	0.204081632653061	2	-1.5	3	-1.19092746511274	-1.2276552317409	0.358988137363639	1	3.01217202502717	2.24307453590441	-1.57828981974877
45	1	9.18367346938776	0.204081632653061	2	-1.5	3	0.781695558713331	2.47990978099368	0.381291940733976	1	3.01217202502717	2.24307453590441	-1.57828981974877
46	1	9.38775510204082	0.204081632653061	2	-1.5	3	-0.829124336679658	-2.46759304195267	2.90559126602088	1	3.01217202502717	2.24307453590441	-1.57828981974877
47	1	9.59183673469388	0.204081632653061	2	-1.5	3	-2.47410048410339	-0.558864963655041	-1.87272794350049	1	3.01217202502717	2.24307453590441	-1.57828981974877
48	1	9.79591836734694	0.204081632653061	2	-1.5	3	-2.29196458727691	2.65502771540089	-3.67577743837601	1	3.01217202502717	2.24307453590441	-1.57828981974877
49	1	10	0.204081632653061	2	-1.5	3	2.77138598729709	2.70398904881691	0.600317449186019	1	3.01217202502717	2.24307453590441	-1.57828981974877
0	2	0	0.408163265306122	-3	2	3	2.45148414424564	-0.532780937706645	-4.44256111017204	2	2.82528789626054	-3.07353905013677	2.00263196446729
1	2	0.204081632653061	0.408163265306122	-3	2	3	1.1982428028645	1.00438132859278	1.9489393538397	2	2.82528789626054	-3.07353905013677	2.00263196446729
2	2	0.408163265306122	0.408163265306122	-3	2	3	-1.40478023124288	-0.259526409876006	5.35845047365885	2	2.82528789626054	-3.07353905013677	2.00263196446729
3	2	0.612244897959184	0.408163265306122	-3	2	3	2.81505826408634	1.52076323661805	-5.65727849139695	2	2.82528789626054	-3.07353905013677	2.00263196446729
4	2	0.816326530612245	0.408163265306122	-3	2	3	1.67250542379477	-2.81051201584201	-7.47624891071211	2	2.82528789626054	-3.07353905013677	2.00263196446729
5	2	1.02040816326531	0.408163265306122	-3	2	3	1.30134113495397	-2.13505710647185	-6.36549621319918	2	2.82528789626054	-3.07353905013677	2.00263196446729
6	2	1.22448979591837	0.408163265306122	-3	2	3	-0.303830987137268	0.685192821261595	5.80540007948308	2	2.82528789626054	-3.07353905013677	2.00263196446729
7	2	1.42857142857143	0.408163265306122	-3	2	3	-1.36655062892905	-1.60468642534162	3.93944636353165	2	2.82528789626054	-3.07353905013677	2.00263196446729
8	2	1.63265306122449	0.408163265306122	-3	2	3	-2.421654227079	0.996313795614891	15.8615927779389	2	2.82528789626054	-3.07353905013677	2.00263196446729
9	2	1.83673469387755	0.408163265306122	-3	2	3	2.41561437926305	-0.89266243523221	-6.57071817006788	2	2.82528789626054	-3.07353905013677	2.00263196446729
10	2	2.04081632653061	0.408163265306122	-3	2	3	-0.265342260998334	2.31987334876693	6.13290412212966	2	2.82528789626054	-3.07353905013677	2.00263196446729
11	2	2.24489795918367	0.408163265306122	-3	2	3	-1.78581981122862	1.91555631335992	12.5919422390574	2	2.82528789626054	-3.07353905013677	2.00263196446729
12	2	2.44897959183673	0.408163265306122	-3	2	3	-1.16426025509608	-0.0429731995873066	6.90182690505011	2	2.82528789626054	-3.07353905013677	2.00263196446729
13	2	2.6530612244898	0.408163265306122	2	-1.5	3	0.475317413651376	1.63737052256915	4.55275108774001	2	2.82528789626054	-3.07353905013677	2.00263196446729
14	2	2.85714285714286	0.408163265306122	2	-1.5	3	-1.93936330236461	-1.37317268258946	3.06003272246277	1	3.01217202502717	2.24307453590441	-1.57828981974877
15	2	3.06122448979592	0.408163265306122	2	-1.5	3	2.13968570455425	-0.0344413391288243	8.13399330088814	1	3.01217202502717	2.24307453590441	-1.57828981974877
16	2	3.26530612244898	0.408163265306122	2	-1.5	3	1.55111717901126	-1.81510768882033	12.117327396497	1	3.01217202502717	2.24307453590441	-1.57828981974877
17	2	3.46938775510204	0.408163265306122	2	-1.5	3	1.31677773570562	2.16531701112596	-0.289136917504118	1	3.01217202502717	2.24307453590441	-1.57828981974877
18	2	3.6734693877551	0.408163265306122	2	-1.5	3	-0.407441761349378	1.93840569941049	-2.16193302050142	1	3.01217202502717	2.24307453590441	-1.57828981974877
19	2	3.87755102040816	0.408163265306122	2	-1.5	3	0.763853044214659	2.41289801045401	-1.17643679541412	1	3.01217202502717	2.24307453590441	-1.57828981974877
20	2	4.08163265306122	0.408163265306122	2	-1.5	3	0.504587813476413	2.26486188734556	-0.265189261165987	1	3.01217202502717	2.24307453590441	-1.57828981974877
21	2	4.28571428571429	0.408163265306122	2	-1.5	3	0.89907960932892	2.75757757235697	-2.43575097187931	1	3.01217202502717	2.24307453590441	-1.57828981974877
22	2	4.48979591836735	0.408163265306122	2	-1.5	3	-2.49333407316067	-1.62998261020844	1.88739539932375	1	3.01217202502717	2.24307453590441	-1.57828981974877
23	2	4.69387755102041	0.408163265306122	2	-1.5	3	-0.505155586976342	2.59094574477189	-2.39673085958276	1	3.01217202502717	2.24307453590441	-1.57828981974877
24	2	4.89795918367347	0.408163265306122	2	-1.5	3	-2.75031495682865	0.427279148111986	-6.45086279845625	1	3.01217202502717	2.24307453590441	-1.57828981974877
25	2	5.10204081632653	0.408163265306122	2	-1.5	3	-0.0360550845328866	-0.465029496491087	1.34038114295389	1	3.01217202502717	2.24307453590441	-1.57828981974877
26	2	5.30612244897959	0.408163265306122	2	-1.5	3	-1.02083272600329	0.362243375807238	1.12037564104551	1	3.01217202502717	2.24307453590441	-1.57828981974877
27	2	5.51020408163265	0.408163265306122	2	-1.5	3	-2.13285486680372	-0.944385860098333	2.03665383430242	1	3.01217202502717	2.24307453590441	-1.57828981974877
28	2	5.71428571428571	0.408163265306122	2	-1.5	3	-2.37958219366469	-1.26868195823429	4.63650305632857	1	3.01217202502717	2.24307453590441	-1.57828981974877
29	2	5.91836734693878	0.408163265306122	2	-1.5	3	0.525867433066272	-1.55211397213483	12.9360963728513	1	3.01217202502717	2.24307453590441	-1.57828981974877
30	2	6.12244897959184	0.408163265306122	2	-1.5	3	-1.97644218877868	-2.50543206325724	3.73768494219948	1	3.01217202502717	2.24307453590441	-1.57828981974877
31	2	6.3265306122449	0.408163265306122	2	-1.5	3	2.55072071026078	-0.0206106171168754	5.90589657612519	1	3.01217202502717	2.24307453590441	-1.57828981974877
32	2	6.53061224489796	0.408163265306122	2	-1.5	3	0.48636683820237	2.32657005428332	-4.31422553666569	1	3.01217202502717	2.24307453590441	-1.57828981974877
33	2	6.73469387755102	0.408163265306122	2	-1.5	3	-0.918781172790978	0.780911815646308	0.593420721222213	1	3.01217202502717	2.24307453590441	-1.57828981974877
34	2	6.93877551020408	0.408163265306122	2	-1.5	3	0.545492948888501	0.125853796534641	2.07308773852681	1	3.01217202502717	2.24307453590441	-1.57828981974877
35	2	7.14285714285714	0.408163265306122	2	-1.5	3	-2.86317677382181	-0.428442490494501	-3.01824364730617	1	3.01217202502717	2.24307453590441	-1.57828981974877
36	2	7.3469387755102	0.408163265306122	2	-1.5	3	2.75135527944867	-0.213590242096848	7.44587812415805	1	3.01217202502717	2.24307453590441	-1.57828981974877
37	2	7.55102040816327	0.408163265306122	2	-1.5	3	-0.106179378342599	-1.74433591456829	5.08736562073038	1	3.01217202502717	2.24307453590441	-1.57828981974877
38	2	7.75510204081633	0.408163265306122	2	-1.5	3	1.69641136350172	1.93761526315858	5.88485535153776	1	3.01217202502717	2.24307453590441	-1.57828981974877
39	2	7.95918367346939	0.408163265306122	2	-1.5	3	-2.50362000046537	-1.80970222031083	1.06067260628754	1	3.01217202502717	2.24307453590441	-1.57828981974877
40	2	8.16326530612245	0.408163265306122	2	-1.5	3	-0.0800500149710377	1.29973654036388	0.533366776175058	1	3.01217202502717	2.24307453590441	-1.57828981974877
41	2	8.36734693877551	0.408163265306122	2	-1.5	3	-0.0557580338728743	1.55991006897692	-1.7816021150692	1	3.01217202502717	2.24307453590441	-1.57828981974877
42	2	8.57142857142857	0.408163265306122	2	-1.5	3	2.6269587298499	0.449214252166406	3.81205945586538	1	3.01217202502717	2.24307453590441	-1.57828981974877
43	2	8.77551020408163	0.408163265306122	2	-1.5	3	0.430368314256452	2.17755824972897	-0.499793541495546	1	3.01217202502717	2.24307453590441	-1.57828981974877
44	2	8.97959183673469	0.408163265306122	2	-1.5	3	-0.159063593658277	-1.2536978852961	4.44140890128637	1	3.01217202502717	2.24307453590441	-1.57828981974877
45	2	9.18367346938776	0.408163265306122	2	-1.5	3	-1.39814602144864	2.28970332745718	0.746995271471691	1	3.01217202502717	2.24307453590441	-1.57828981974877
46	2	9.38775510204082	0.408163265306122	2	-1.5	3	-1.01058601594469	1.37646275759583	-0.792748494969118	1	3.01217202502717	2.24307453590441	-1.57828981974877
47	2	9.59183673469388	0.408163265306122	2	-1.5	3	0.124034414829227	1.79249896657056	2.77048427960449	1	3.01217202502717	2.24307453590441	-1.57828981974877
48	2	9.79591836734694	0.408163265306122	2	-1.5	3	-0.36653123816972	0.987478257163885	-0.337694958798359	1	3.01217202502717	2.24307453590441	-1.57828981974877
49	2	10	0.408163265306122	2	-1.5	3	-2.87032752071802	2.07805810193982	-8.52386566878407	1	3.01217202502717	2.24307453590441	-1.57828981974877
0	3	0	0.612244897959184	-3	2	3	1.95775154516615	2.95859317630582	0.872419002090354	2	2.82528789626054	-3.07353905013677	2.00263196446729
1	3	0.204081632653061	0.612244897959184	-3	2	3	2.3769646310386	-0.479022872852168	-6.72069828402558	2	2.82528789626054	-3.07353905013677	2.00263196446729
2	3	0.408163265306122	0.612244897959184	-3	2	3	-2.15850546600834	1.88349410225742	18.031561500519	2	2.82528789626054	-3.07353905013677	2.00263196446729
3	3	0.612244897959184	0.612244897959184	-3	2	3	0.324216861234296	1.4674785571082	3.11418650225865	2	2.82528789626054	-3.07353905013677	2.00263196446729
4	3	0.816326530612245	0.612244897959184	-3	2	3	-2.34854555318734	-0.282779005727892	11.366679356513	2	2.82528789626054	-3.07353905013677	2.00263196446729
5	3	1.02040816326531	0.612244897959184	-3	2	3	1.03344055823887	2.56169399839507	2.99148017137772	2	2.82528789626054	-3.07353905013677	2.00263196446729
6	3	1.22448979591837	0.612244897959184	-3	2	3	-1.31259729696595	-0.633444422564432	7.76694232473604	2	2.82528789626054	-3.07353905013677	2.00263196446729
7	3	1.42857142857143	0.612244897959184	-3	2	3	0.95653580815141	0.392795497657425	1.78212324459881	2	2.82528789626054	-3.07353905013677	2.00263196446729
8	3	1.63265306122449	0.612244897959184	-3	2	3	1.3619676857213	-2.36434585805423	-6.16703004300305	2	2.82528789626054	-3.07353905013677	2.00263196446729
9	3	1.83673469387755	0.612244897959184	-3	2	3	1.61188495150594	-1.6453488356024	-5.21806820952736	2	2.82528789626054	-3.07353905013677	2.00263196446729
10	3	2.04081632653061	0.612244897959184	-3	2	3	-2.35355432426462	2.04417702320256	12.6757447044829	2	2.82528789626054	-3.07353905013677	2.00263196446729
11	3	2.24489795918367	0.612244897959184	-3	2	3	2.49607107082565	-0.620683663026916	-4.72591808519609	2	2.82528789626054	-3.07353905013677	2.00263196446729
12	3	2.44897959183673	0.612244897959184	-3	2	3	-1.61871605463072	-0.635495463508451	5.56144440610849	2	2.82528789626054	-3.07353905013677	2.00263196446729
13	3	2.6530612244898	0.612244897959184	-3	2	3	-2.77552466294292	-1.52411389085628	5.5207332386399	2	2.82528789626054	-3.07353905013677	2.00263196446729
14	3	2.85714285714286	0.612244897959184	2	-1.5	3	0.3291148163489	-0.0503379942152735	0.858377081801567	2	2.82528789626054	-3.07353905013677	2.00263196446729
15	3	3.06122448979592	0.612244897959184	2	-1.5	3	-0.774466296825367	1.83490176810373	-0.912962430931568	1	3.01217202502717	2.24307453590441	-1.57828981974877
16	3	3.26530612244898	0.612244897959184	2	-1.5	3	1.97873845879448	2.37098470664244	6.95395518454878	1	3.01217202502717	2.24307453590441	-1.57828981974877
17	3	3.46938775510204	0.612244897959184	2	-1.5	3	1.84950883238581	-2.5793134077349	10.9279689069142	1	3.01217202502717	2.24307453590441	-1.57828981974877
18	3	3.6734693877551	0.612244897959184	2	-1.5	3	-1.09716664306371	0.448924387440693	-0.134656101035691	1	3.01217202502717	2.24307453590441	-1.57828981974877
19	3	3.87755102040816	0.612244897959184	2	-1.5	3	2.71739637041847	-0.196359792645993	9.37244124391165	1	3.01217202502717	2.24307453590441	-1.57828981974877
20	3	4.08163265306122	0.612244897959184	2	-1.5	3	-1.25449297115929	0.68569110282947	2.40098132227757	1	3.01217202502717	2.24307453590441	-1.57828981974877
21	3	4.28571428571429	0.612244897959184	2	-1.5	3	0.0903427753902872	-0.316345878550385	4.14881499667483	1	3.01217202502717	2.24307453590441	-1.57828981974877
22	3	4.48979591836735	0.612244897959184	2	-1.5	3	-1.46420945659438	-0.608131074879509	0.0591914297545879	1	3.01217202502717	2.24307453590441	-1.57828981974877
23	3	4.69387755102041	0.612244897959184	2	-1.5	3	2.61626142029378	-0.168715725423064	10.9747460263569	1	3.01217202502717	2.24307453590441	-1.57828981974877
24	3	4.89795918367347	0.612244897959184	2	-1.5	3	-2.01235309450789	0.491994772538485	-0.797996361284879	1	3.01217202502717	2.24307453590441	-1.57828981974877
25	3	5.10204081632653	0.612244897959184	2	-1.5	3	-2.73053628364603	0.00589926619066095	0.985529515412939	1	3.01217202502717	2.24307453590441	-1.57828981974877
